nice: cannot set niceness: Permission denied
Precompiling packages...
   1862.0 ms  ✓ LazyArtifacts
   1872.5 ms  ✓ IteratorInterfaceExtensions
   1876.8 ms  ✓ MuladdMacro
   1881.9 ms  ✓ ConcreteStructs
   2046.6 ms  ✓ StatsAPI
   2074.4 ms  ✓ ExprTools
   2172.5 ms  ✓ PositiveFactorizations
   2865.4 ms  ✓ AbstractFFTs
   2959.4 ms  ✓ ADTypes
   3672.6 ms  ✓ FunctionWrappers
   1805.6 ms  ✓ OpenLibm_jll
   1886.8 ms  ✓ CommonSolve
   3910.0 ms  ✓ Combinatorics
   3840.1 ms  ✓ InitialValues
   2181.0 ms  ✓ CompilerSupportLibraries_jll
   2300.2 ms  ✓ InverseFunctions
   2171.7 ms  ✓ SuiteSparse_jll
   4604.8 ms  ✓ FillArrays
   2990.3 ms  ✓ IterTools
   2109.0 ms  ✓ ManualMemory
   1906.4 ms  ✓ EnumX
   1792.6 ms  ✓ Reexport
   2212.0 ms  ✓ Requires
   1719.5 ms  ✓ SIMDTypes
   2719.2 ms  ✓ Compat
   2796.1 ms  ✓ OrderedCollections
   3309.9 ms  ✓ Preferences
   2602.5 ms  ✓ DocStringExtensions
   1738.8 ms  ✓ FastPower
   3805.3 ms  ✓ SpatialIndexing
   7810.9 ms  ✓ Bessels
   1975.0 ms  ✓ PtrArrays
   7905.7 ms  ✓ ExproniconLite
   2266.9 ms  ✓ CompositionsBase
   2012.0 ms  ✓ HashArrayMappedTries
   3197.2 ms  ✓ AbstractTrees
   2306.2 ms  ✓ TaskLocalValues
   2564.6 ms  ✓ StableTasks
   1888.3 ms  ✓ IfElse
   3412.0 ms  ✓ CpuId
   2365.6 ms  ✓ CommonWorldInvalidations
   1982.0 ms  ✓ SciMLPublic
   2316.9 ms  ✓ FastClosures
   2399.4 ms  ✓ ConstructionBase
   2327.3 ms  ✓ DataAPI
   3206.6 ms  ✓ EnzymeCore
   5799.5 ms  ✓ IrrationalConstants
   2828.5 ms  ✓ ChunkSplitters
   2889.8 ms  ✓ LoggingExtras
   9016.3 ms  ✓ Distributed
   3077.9 ms  ✓ StaticArraysCore
   2924.8 ms  ✓ RuntimeGeneratedFunctions
   2397.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2534.2 ms  ✓ FunctionWrappersWrappers
   2821.5 ms  ✓ NaNMath
   2080.7 ms  ✓ PrecompileTools
   2801.4 ms  ✓ Adapt
  10482.2 ms  ✓ MacroTools
  13640.6 ms  ✓ Test
   2890.6 ms  ✓ Compat → CompatLinearAlgebraExt
   2518.1 ms  ✓ AliasTables
   3425.7 ms  ✓ LogExpFunctions
   3406.9 ms  ✓ JLLWrappers
   2208.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2185.3 ms  ✓ ScopedValues
   1901.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   4703.6 ms  ✓ ThreadingUtilities
   5069.5 ms  ✓ DifferentiationInterface
