nice: cannot set niceness: Permission denied
Precompiling packages...
    412.0 ms  ✓ CPUTime
    421.9 ms  ✓ Reexport
    577.4 ms  ✓ ConstructionBase
    489.7 ms  ✓ StatsAPI
    638.5 ms  ✓ IterTools
   1315.7 ms  ✓ IrrationalConstants
    496.7 ms  ✓ CommonSolve
    590.3 ms  ✓ StableTasks
   1081.1 ms  ✓ Combinatorics
    558.9 ms  ✓ StaticArraysCore
    642.8 ms  ✓ Statistics
    521.2 ms  ✓ ChunkSplitters
    436.8 ms  ✓ IfElse
    899.9 ms  ✓ SuiteSparse_jll
    477.4 ms  ✓ PtrArrays
    729.4 ms  ✓ EnzymeCore
    550.0 ms  ✓ Mmap
    465.6 ms  ✓ TaskLocalValues
    520.4 ms  ✓ ManualMemory
    570.7 ms  ✓ PositiveFactorizations
    499.8 ms  ✓ DataAPI
    458.5 ms  ✓ CommonWorldInvalidations
    772.8 ms  ✓ SciMLPublic
    461.4 ms  ✓ Future
    494.4 ms  ✓ FastPower
    648.7 ms  ✓ InverseFunctions
    578.7 ms  ✓ CompositionsBase
   4596.5 ms  ✓ MacroTools
    707.4 ms  ✓ AbstractTrees
    481.8 ms  ✓ MuladdMacro
    615.1 ms  ✓ AbstractFFTs
   2235.6 ms  ✓ ExproniconLite
    504.7 ms  ✓ EnumX
   1229.8 ms  ✓ InitialValues
    734.0 ms  ✓ OpenLibm_jll
    477.7 ms  ✓ ExprTools
    461.2 ms  ✓ ConcreteStructs
   1086.0 ms  ✓ FillArrays
    944.1 ms  ✓ SpatialIndexing
    665.0 ms  ✓ OrderedCollections
    500.3 ms  ✓ HashArrayMappedTries
    714.4 ms  ✓ ADTypes
    726.9 ms  ✓ Serialization
   1741.6 ms  ✓ Bessels
    694.4 ms  ✓ DocStringExtensions
    540.4 ms  ✓ FastClosures
    497.8 ms  ✓ SIMDTypes
    460.2 ms  ✓ IteratorInterfaceExtensions
    791.4 ms  ✓ Requires
    802.3 ms  ✓ CpuId
    618.4 ms  ✓ LoggingExtras
    622.6 ms  ✓ Compat
   2995.8 ms  ✓ FunctionWrappers
   1477.0 ms  ✓ InteractiveUtils
    462.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    936.5 ms  ✓ LazyArtifacts
    498.9 ms  ✓ DiffResults
    517.2 ms  ✓ AliasTables
    806.9 ms  ✓ Distances
    534.0 ms  ✓ Missings
   1895.4 ms  ✓ Preferences
    478.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
