nice: cannot set niceness: Permission denied
Precompiling packages...
    412.3 ms  ✓ CPUTime
    423.4 ms  ✓ Reexport
    553.9 ms  ✓ ConstructionBase
    460.1 ms  ✓ StatsAPI
    612.9 ms  ✓ IterTools
   1331.9 ms  ✓ IrrationalConstants
    463.9 ms  ✓ CommonSolve
   1051.1 ms  ✓ Combinatorics
    574.0 ms  ✓ StableTasks
    523.6 ms  ✓ StaticArraysCore
    617.1 ms  ✓ Statistics
    516.4 ms  ✓ ChunkSplitters
    432.0 ms  ✓ IfElse
    876.2 ms  ✓ SuiteSparse_jll
    716.4 ms  ✓ EnzymeCore
    474.4 ms  ✓ PtrArrays
    550.4 ms  ✓ Mmap
    541.6 ms  ✓ TaskLocalValues
    528.5 ms  ✓ ManualMemory
    553.3 ms  ✓ PositiveFactorizations
    546.9 ms  ✓ DataAPI
    418.8 ms  ✓ CommonWorldInvalidations
    817.5 ms  ✓ SciMLPublic
    423.7 ms  ✓ Future
    439.5 ms  ✓ FastPower
    430.2 ms  ✓ CompositionsBase
    515.4 ms  ✓ InverseFunctions
    658.3 ms  ✓ AbstractTrees
    547.3 ms  ✓ MuladdMacro
    750.1 ms  ✓ AbstractFFTs
    565.4 ms  ✓ EnumX
   2394.3 ms  ✓ ExproniconLite
   5570.6 ms  ✓ MacroTools
   1386.4 ms  ✓ InitialValues
    499.7 ms  ✓ ExprTools
    665.4 ms  ✓ OpenLibm_jll
    432.7 ms  ✓ ConcreteStructs
    944.8 ms  ✓ SpatialIndexing
   1094.0 ms  ✓ FillArrays
    673.0 ms  ✓ OrderedCollections
    497.2 ms  ✓ HashArrayMappedTries
    707.8 ms  ✓ ADTypes
   1756.2 ms  ✓ Bessels
    743.9 ms  ✓ Serialization
    664.4 ms  ✓ DocStringExtensions
    496.6 ms  ✓ FastClosures
    447.4 ms  ✓ SIMDTypes
    435.8 ms  ✓ IteratorInterfaceExtensions
    769.5 ms  ✓ Requires
    572.2 ms  ✓ LoggingExtras
    774.1 ms  ✓ CpuId
    598.0 ms  ✓ Compat
   1295.8 ms  ✓ InteractiveUtils
    883.3 ms  ✓ LazyArtifacts
    510.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    500.3 ms  ✓ DiffResults
    563.6 ms  ✓ AliasTables
    818.0 ms  ✓ Distances
   3811.9 ms  ✓ FunctionWrappers
    533.6 ms  ✓ Missings
    431.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2164.8 ms  ✓ Preferences
    465.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1258.5 ms  ✓ ThreadingUtilities
    545.4 ms  ✓ NaNMath
    577.7 ms  ✓ CommonSubexpressions
    503.6 ms  ✓ FillArrays → FillArraysStatisticsExt
    465.4 ms  ✓ ScopedValues
    439.1 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    432.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2080.8 ms  ✓ Jieko
   1147.3 ms  ✓ DifferentiationInterface
   1811.2 ms  ✓ DataStructures
    457.9 ms  ✓ RuntimeGeneratedFunctions
    738.7 ms  ✓ LogExpFunctions
    602.6 ms  ✓ Adapt
    527.1 ms  ✓ Compat → CompatLinearAlgebraExt
   4001.1 ms  ✓ TimerOutputs
    485.5 ms  ✓ FunctionWrappersWrappers
   2858.0 ms  ✓ Distributed
    465.8 ms  ✓ PrecompileTools
    563.6 ms  ✓ JLLWrappers
   1594.3 ms  ✓ Setfield
    635.5 ms  ✓ SciMLLogging
    565.4 ms  ✓ TruncatedStacktraces
    537.4 ms  ✓ SortingAlgorithms
   4518.8 ms  ✓ SparseArrays
    417.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    964.4 ms  ✓ QuadGK
    639.9 ms  ✓ ArrayInterface
   2504.4 ms  ✓ Accessors
