nice: cannot set niceness: Permission denied
Precompiling packages...
   1933.0 ms  ✓ LazyArtifacts
   1942.4 ms  ✓ IteratorInterfaceExtensions
   1945.2 ms  ✓ ConcreteStructs
   2024.0 ms  ✓ MuladdMacro
   2044.5 ms  ✓ StatsAPI
   2218.1 ms  ✓ ExprTools
   2319.7 ms  ✓ PositiveFactorizations
   2945.2 ms  ✓ AbstractFFTs
   3029.2 ms  ✓ ADTypes
   1809.3 ms  ✓ CommonSolve
   3840.3 ms  ✓ FunctionWrappers
   1893.4 ms  ✓ OpenLibm_jll
   4005.3 ms  ✓ InitialValues
   4194.8 ms  ✓ Combinatorics
   2122.2 ms  ✓ CompilerSupportLibraries_jll
   2296.2 ms  ✓ InverseFunctions
   4514.2 ms  ✓ FillArrays
   2419.5 ms  ✓ SuiteSparse_jll
   2003.1 ms  ✓ ManualMemory
   3099.7 ms  ✓ IterTools
   1995.9 ms  ✓ FunctionWrappersWrappers
   1787.8 ms  ✓ Reexport
   2281.0 ms  ✓ EnumX
   1981.3 ms  ✓ SIMDTypes
   2596.1 ms  ✓ Requires
   2794.0 ms  ✓ Compat
   3516.5 ms  ✓ Preferences
   2708.9 ms  ✓ DocStringExtensions
   1806.7 ms  ✓ CompositionsBase
   2707.7 ms  ✓ AbstractTrees
   7898.5 ms  ✓ Bessels
   1911.2 ms  ✓ PtrArrays
   7995.3 ms  ✓ ExproniconLite
   4100.6 ms  ✓ SpatialIndexing
   1992.8 ms  ✓ FastPower
   2415.2 ms  ✓ TaskLocalValues
   2799.7 ms  ✓ HashArrayMappedTries
   1828.4 ms  ✓ IfElse
   2580.6 ms  ✓ StableTasks
   3304.8 ms  ✓ CpuId
   2104.8 ms  ✓ CommonWorldInvalidations
   2199.8 ms  ✓ CPUTime
   2302.9 ms  ✓ DataAPI
   2083.0 ms  ✓ FastClosures
   2596.9 ms  ✓ ConstructionBase
   2309.4 ms  ✓ ChunkSplitters
   8620.6 ms  ✓ Distributed
   5607.9 ms  ✓ IrrationalConstants
   3777.2 ms  ✓ EnzymeCore
   2621.9 ms  ✓ SciMLPublic
   2692.7 ms  ✓ StaticArraysCore
   2392.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1905.4 ms  ✓ Compat → CompatLinearAlgebraExt
   3895.3 ms  ✓ LoggingExtras
   3105.6 ms  ✓ RuntimeGeneratedFunctions
   2487.7 ms  ✓ Adapt
   3108.4 ms  ✓ OrderedCollections
   3023.5 ms  ✓ NaNMath
  10689.0 ms  ✓ MacroTools
  13938.6 ms  ✓ Test
   2802.9 ms  ✓ JLLWrappers
   2288.4 ms  ✓ AliasTables
   2781.3 ms  ✓ PrecompileTools
   2003.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2297.9 ms  ✓ ScopedValues
   2488.7 ms  ✓ Missings
   2171.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   4999.8 ms  ✓ ThreadingUtilities
   2189.5 ms  ✓ DiffResults
   1980.6 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   5973.3 ms  ✓ DifferentiationInterface
   3286.2 ms  ✓ LogExpFunctions
   2906.4 ms  ✓ SciMLLogging
   2713.6 ms  ✓ ArrayInterface
   4114.2 ms  ✓ ProgressMeter
   2711.6 ms  ✓ GPUArraysCore
   2595.5 ms  ✓ EnzymeCore → AdaptExt
   2497.2 ms  ✓ TruncatedStacktraces
   2521.2 ms  ✓ CommonSubexpressions
   2421.0 ms  ✓ Rmath_jll
   2421.2 ms  ✓ IntelOpenMP_jll
   8686.4 ms  ✓ TimerOutputs
   2922.6 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   3199.9 ms  ✓ oneTBB_jll
   3099.8 ms  ✓ FFTW_jll
   2177.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2992.9 ms  ✓ OpenSpecFun_jll
   2195.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   8503.0 ms  ✓ Jieko
   3718.0 ms  ✓ Static
   2988.2 ms  ✓ MaybeInplace
   2096.9 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   6401.3 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1979.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1911.7 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3488.9 ms  ✓ SciMLStructures
   8597.6 ms  ✓ DataStructures
   1995.3 ms  ✓ BitTwiddlingConvenienceFunctions
   2491.0 ms  ✓ MKL_jll
   5977.2 ms  ✓ Setfield
   3193.5 ms  ✓ Rmath
   7094.7 ms  ✓ RecipesBase
   4713.0 ms  ✓ PreallocationTools
   1722.9 ms  ✓ SortingAlgorithms
   3326.7 ms  ✓ CPUSummary
   1908.8 ms  ✓ FiniteDiff
  15998.0 ms  ✓ SparseArrays
   7980.1 ms  ✓ Accessors
   3711.5 ms  ✓ StaticArrayInterface
   2900.5 ms  ✓ QuadGK
   2395.1 ms  ✓ PolyesterWeave
   2095.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2289.3 ms  ✓ Adapt → AdaptSparseArraysExt
   2225.5 ms  ✓ Accessors → LinearAlgebraExt
   2276.9 ms  ✓ CloseOpenIntervals
   2493.4 ms  ✓ SuiteSparse
   2680.5 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2868.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2881.3 ms  ✓ LayoutPointers
   3191.8 ms  ✓ Statistics
   2409.6 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2588.3 ms  ✓ Accessors → TestExt
   3421.6 ms  ✓ BangBang
   2787.0 ms  ✓ FillArrays → FillArraysStatisticsExt
  10801.2 ms  ✓ SpecialFunctions
   3597.0 ms  ✓ PDMats
   3405.2 ms  ✓ StrideArraysCore
   3591.5 ms  ✓ Distances
   2411.2 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   5387.1 ms  ✓ SymbolicIndexingInterface
   2574.8 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2606.6 ms  ✓ DiffRules
   6610.1 ms  ✓ SciMLOperators
   2523.0 ms  ✓ FillArrays → FillArraysPDMatsExt
   2394.4 ms  ✓ Polyester
   2502.2 ms  ✓ Distances → DistancesSparseArraysExt
   3996.6 ms  ✓ OhMyThreads
   3890.2 ms  ✓ HypergeometricFunctions
   1905.4 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   2106.9 ms  ✓ FastBroadcast
   2398.9 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   1716.2 ms  ✓ OhMyThreads → MarkdownExt
   7403.4 ms  ✓ StatsBase
  10817.6 ms  ✓ Roots
   2583.4 ms  ✓ PDMats → StatsBaseExt
   5025.5 ms  ✓ StatsFuns
   2269.1 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
  28606.9 ms  ✓ StaticArrays
  11900.9 ms  ✓ ForwardDiff
  13200.4 ms  ✓ RecursiveArrayTools
  23796.9 ms  ✓ FFTW
