nice: cannot set niceness: Permission denied
Precompiling packages...
   1965.9 ms  ✓ LazyArtifacts
   1980.3 ms  ✓ IteratorInterfaceExtensions
   1986.3 ms  ✓ ConcreteStructs
   1987.4 ms  ✓ MuladdMacro
   2157.6 ms  ✓ StatsAPI
   2179.3 ms  ✓ ExprTools
   2277.0 ms  ✓ PositiveFactorizations
   2874.0 ms  ✓ AbstractFFTs
   3269.2 ms  ✓ ADTypes
   3580.0 ms  ✓ FunctionWrappers
   4029.6 ms  ✓ Combinatorics
   1984.3 ms  ✓ OpenLibm_jll
   1989.8 ms  ✓ CommonSolve
   4050.6 ms  ✓ InitialValues
   2170.2 ms  ✓ CompilerSupportLibraries_jll
   2200.7 ms  ✓ InverseFunctions
   4535.6 ms  ✓ FillArrays
   2310.9 ms  ✓ SuiteSparse_jll
   2902.9 ms  ✓ IterTools
   2299.6 ms  ✓ ManualMemory
   2090.5 ms  ✓ EnumX
   1990.6 ms  ✓ Reexport
   2486.6 ms  ✓ Requires
   2091.7 ms  ✓ SIMDTypes
   2703.8 ms  ✓ OrderedCollections
   2982.9 ms  ✓ Compat
   3312.1 ms  ✓ Preferences
   2792.0 ms  ✓ DocStringExtensions
   2905.2 ms  ✓ AbstractTrees
   7959.6 ms  ✓ ExproniconLite
   3931.2 ms  ✓ SpatialIndexing
   1993.2 ms  ✓ PtrArrays
   2016.7 ms  ✓ CompositionsBase
   1907.4 ms  ✓ FastPower
   2099.6 ms  ✓ TaskLocalValues
   8694.6 ms  ✓ Bessels
   2811.9 ms  ✓ HashArrayMappedTries
   2893.7 ms  ✓ StableTasks
   3014.2 ms  ✓ CpuId
   1979.5 ms  ✓ IfElse
   8017.5 ms  ✓ Distributed
   2080.6 ms  ✓ FastClosures
   2206.2 ms  ✓ ConstructionBase
   2113.8 ms  ✓ DataAPI
   2296.0 ms  ✓ CommonWorldInvalidations
   2314.1 ms  ✓ ChunkSplitters
   3383.6 ms  ✓ EnzymeCore
   2386.7 ms  ✓ SciMLPublic
   3499.8 ms  ✓ LoggingExtras
   2015.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2980.2 ms  ✓ RuntimeGeneratedFunctions
   3296.8 ms  ✓ StaticArraysCore
   7211.0 ms  ✓ IrrationalConstants
   3106.2 ms  ✓ FunctionWrappersWrappers
   2683.4 ms  ✓ Adapt
  10686.4 ms  ✓ MacroTools
   2710.3 ms  ✓ Compat → CompatLinearAlgebraExt
   3716.3 ms  ✓ NaNMath
   3972.9 ms  ✓ ThreadingUtilities
  14372.3 ms  ✓ Test
   2417.0 ms  ✓ JLLWrappers
   2497.0 ms  ✓ PrecompileTools
   2105.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2293.1 ms  ✓ AliasTables
   1924.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2300.2 ms  ✓ ScopedValues
   5795.5 ms  ✓ DifferentiationInterface
   1822.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2386.0 ms  ✓ Missings
   2292.1 ms  ✓ DiffResults
   3888.0 ms  ✓ ProgressMeter
   2216.0 ms  ✓ GPUArraysCore
   1889.8 ms  ✓ EnzymeCore → AdaptExt
   3005.6 ms  ✓ SciMLLogging
   2616.0 ms  ✓ ArrayInterface
   2117.1 ms  ✓ TruncatedStacktraces
   8291.0 ms  ✓ TimerOutputs
   3501.2 ms  ✓ LogExpFunctions
   2815.0 ms  ✓ CommonSubexpressions
   8097.1 ms  ✓ DataStructures
   3097.7 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2305.6 ms  ✓ IntelOpenMP_jll
   2698.6 ms  ✓ Rmath_jll
   2588.0 ms  ✓ OpenSpecFun_jll
   2698.3 ms  ✓ FFTW_jll
   2797.2 ms  ✓ oneTBB_jll
   7724.7 ms  ✓ Jieko
   2419.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   3191.6 ms  ✓ Static
   1900.4 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1805.8 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   5478.6 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   2010.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2702.0 ms  ✓ SciMLStructures
   3293.4 ms  ✓ MaybeInplace
   2597.6 ms  ✓ SortingAlgorithms
   5099.6 ms  ✓ Setfield
   6093.5 ms  ✓ RecipesBase
   1789.4 ms  ✓ BitTwiddlingConvenienceFunctions
   2328.7 ms  ✓ MKL_jll
   2813.6 ms  ✓ Rmath
   4101.1 ms  ✓ PreallocationTools
  14283.7 ms  ✓ SparseArrays
ADTypesConstructionBaseExt Waiting for background task / IO / timer.
[pid 3763864] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x24787d20->0x79bb6e1c0610
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   4303.0 ms  ✓ QuadGK
   2681.9 ms  ✓ FiniteDiff
   3506.2 ms  ✓ CPUSummary
