nice: cannot set niceness: Permission denied
Precompiling packages...
    413.5 ms  ✓ CPUTime
    419.5 ms  ✓ Reexport
    558.6 ms  ✓ ConstructionBase
    468.9 ms  ✓ StatsAPI
    603.6 ms  ✓ IterTools
   1341.8 ms  ✓ IrrationalConstants
    483.4 ms  ✓ CommonSolve
    596.1 ms  ✓ StableTasks
   1058.6 ms  ✓ Combinatorics
    545.7 ms  ✓ StaticArraysCore
    621.8 ms  ✓ Statistics
    502.7 ms  ✓ ChunkSplitters
    441.7 ms  ✓ IfElse
    866.4 ms  ✓ SuiteSparse_jll
    448.9 ms  ✓ PtrArrays
    722.2 ms  ✓ EnzymeCore
    516.1 ms  ✓ Mmap
    452.9 ms  ✓ TaskLocalValues
    510.9 ms  ✓ ManualMemory
    523.6 ms  ✓ PositiveFactorizations
    464.7 ms  ✓ DataAPI
    442.0 ms  ✓ CommonWorldInvalidations
    459.2 ms  ✓ Future
    936.1 ms  ✓ SciMLPublic
    504.2 ms  ✓ FastPower
    567.7 ms  ✓ CompositionsBase
    627.8 ms  ✓ InverseFunctions
    731.5 ms  ✓ AbstractTrees
   4846.9 ms  ✓ MacroTools
    532.9 ms  ✓ MuladdMacro
    470.7 ms  ✓ EnumX
    615.1 ms  ✓ AbstractFFTs
   2396.7 ms  ✓ ExproniconLite
   1235.8 ms  ✓ InitialValues
    702.2 ms  ✓ OpenLibm_jll
    494.1 ms  ✓ ExprTools
    426.1 ms  ✓ ConcreteStructs
   1099.3 ms  ✓ FillArrays
    954.5 ms  ✓ SpatialIndexing
    641.8 ms  ✓ OrderedCollections
    488.7 ms  ✓ HashArrayMappedTries
    702.3 ms  ✓ ADTypes
    717.8 ms  ✓ Serialization
   1772.3 ms  ✓ Bessels
    680.4 ms  ✓ DocStringExtensions
    508.1 ms  ✓ FastClosures
    444.3 ms  ✓ SIMDTypes
    453.8 ms  ✓ IteratorInterfaceExtensions
    752.8 ms  ✓ Requires
    766.8 ms  ✓ CpuId
    611.6 ms  ✓ LoggingExtras
    703.0 ms  ✓ Compat
   3106.7 ms  ✓ FunctionWrappers
   1500.3 ms  ✓ InteractiveUtils
    990.4 ms  ✓ LazyArtifacts
    501.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    494.2 ms  ✓ DiffResults
    507.9 ms  ✓ AliasTables
    771.4 ms  ✓ Distances
   1719.5 ms  ✓ Preferences
    545.8 ms  ✓ Missings
    473.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    490.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    583.5 ms  ✓ CommonSubexpressions
   1284.9 ms  ✓ ThreadingUtilities
    515.7 ms  ✓ FillArrays → FillArraysStatisticsExt
    549.4 ms  ✓ NaNMath
    486.4 ms  ✓ ScopedValues
    405.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    406.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1102.3 ms  ✓ DifferentiationInterface
   2054.1 ms  ✓ Jieko
   1816.6 ms  ✓ DataStructures
    490.2 ms  ✓ RuntimeGeneratedFunctions
    667.8 ms  ✓ LogExpFunctions
    434.8 ms  ✓ Compat → CompatLinearAlgebraExt
    496.1 ms  ✓ Adapt
