nice: cannot set niceness: Permission denied
Precompiling packages...
    424.0 ms  ✓ CPUTime
    427.8 ms  ✓ Reexport
    577.0 ms  ✓ ConstructionBase
    489.3 ms  ✓ StatsAPI
    641.7 ms  ✓ IterTools
   1282.5 ms  ✓ IrrationalConstants
    476.6 ms  ✓ CommonSolve
   1093.4 ms  ✓ Combinatorics
    606.7 ms  ✓ StableTasks
    625.5 ms  ✓ Statistics
    532.5 ms  ✓ StaticArraysCore
    541.1 ms  ✓ ChunkSplitters
    462.5 ms  ✓ IfElse
    921.7 ms  ✓ SuiteSparse_jll
    723.8 ms  ✓ EnzymeCore
    468.8 ms  ✓ PtrArrays
    583.6 ms  ✓ Mmap
    477.2 ms  ✓ TaskLocalValues
    550.5 ms  ✓ ManualMemory
    564.6 ms  ✓ PositiveFactorizations
    506.3 ms  ✓ DataAPI
    466.4 ms  ✓ CommonWorldInvalidations
    744.2 ms  ✓ SciMLPublic
    469.0 ms  ✓ Future
    514.9 ms  ✓ FastPower
    620.5 ms  ✓ InverseFunctions
    560.5 ms  ✓ CompositionsBase
   4730.4 ms  ✓ MacroTools
    720.5 ms  ✓ AbstractTrees
    515.7 ms  ✓ MuladdMacro
    642.9 ms  ✓ AbstractFFTs
   2234.0 ms  ✓ ExproniconLite
    525.1 ms  ✓ EnumX
   1305.1 ms  ✓ InitialValues
    746.4 ms  ✓ OpenLibm_jll
    501.9 ms  ✓ ExprTools
    435.3 ms  ✓ ConcreteStructs
    962.2 ms  ✓ SpatialIndexing
   1101.6 ms  ✓ FillArrays
    666.7 ms  ✓ OrderedCollections
    501.7 ms  ✓ HashArrayMappedTries
    737.7 ms  ✓ ADTypes
    732.5 ms  ✓ Serialization
   1768.3 ms  ✓ Bessels
    723.7 ms  ✓ DocStringExtensions
    529.3 ms  ✓ FastClosures
    508.5 ms  ✓ SIMDTypes
    475.0 ms  ✓ IteratorInterfaceExtensions
    800.4 ms  ✓ Requires
    792.1 ms  ✓ CpuId
    603.7 ms  ✓ LoggingExtras
   2815.5 ms  ✓ FunctionWrappers
    605.6 ms  ✓ Compat
   1545.0 ms  ✓ InteractiveUtils
    458.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    930.7 ms  ✓ LazyArtifacts
    502.5 ms  ✓ DiffResults
    815.4 ms  ✓ Distances
    550.4 ms  ✓ AliasTables
    482.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1876.4 ms  ✓ Preferences
    542.6 ms  ✓ Missings
    468.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1263.2 ms  ✓ ThreadingUtilities
    606.1 ms  ✓ CommonSubexpressions
    567.2 ms  ✓ NaNMath
    513.3 ms  ✓ FillArrays → FillArraysStatisticsExt
    482.7 ms  ✓ ScopedValues
    436.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    474.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1962.6 ms  ✓ Jieko
   1146.2 ms  ✓ DifferentiationInterface
   1864.6 ms  ✓ DataStructures
    504.0 ms  ✓ RuntimeGeneratedFunctions
    754.1 ms  ✓ LogExpFunctions
    614.7 ms  ✓ Adapt
   3550.7 ms  ✓ TimerOutputs
    512.4 ms  ✓ FunctionWrappersWrappers
    543.8 ms  ✓ Compat → CompatLinearAlgebraExt
    490.8 ms  ✓ PrecompileTools
   2731.8 ms  ✓ Distributed
   1246.0 ms  ✓ Setfield
    616.2 ms  ✓ JLLWrappers
    666.0 ms  ✓ SciMLLogging
    563.5 ms  ✓ TruncatedStacktraces
    556.3 ms  ✓ SortingAlgorithms
   4524.1 ms  ✓ SparseArrays
    443.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   1031.2 ms  ✓ QuadGK
   2324.2 ms  ✓ Accessors
    699.3 ms  ✓ ArrayInterface
    428.5 ms  ✓ EnzymeCore → AdaptExt
    634.0 ms  ✓ GPUArraysCore
   1707.2 ms  ✓ RecipesBase
   8183.7 ms  ✓ Test
    939.2 ms  ✓ ProgressMeter
    823.9 ms  ✓ Rmath_jll
    833.6 ms  ✓ OpenSpecFun_jll
   9982.2 ms  ✓ Moshi
   1338.8 ms  ✓ IntelOpenMP_jll
   1386.3 ms  ✓ oneTBB_jll
    840.8 ms  ✓ FFTW_jll
    891.8 ms  ✓ Statistics → SparseArraysExt
    997.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
    828.7 ms  ✓ SuiteSparse
    826.8 ms  ✓ Distances → DistancesSparseArraysExt
    878.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    873.3 ms  ✓ Adapt → AdaptSparseArraysExt
    728.0 ms  ✓ Accessors → LinearAlgebraExt
    626.1 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    885.0 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1072.2 ms  ✓ MaybeInplace
    978.5 ms  ✓ SciMLStructures
  14331.2 ms  ✓ Parsers
  14533.7 ms  ✓ StaticArrays
    496.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    455.6 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1555.3 ms  ✓ PreallocationTools
    616.2 ms  ✓ InverseFunctions → InverseFunctionsTestExt
    607.5 ms  ✓ Accessors → TestExt
    734.4 ms  ✓ Rmath
   1608.1 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1294.6 ms  ✓ MKL_jll
   2692.0 ms  ✓ SpecialFunctions
   1057.8 ms  ✓ PDMats
    984.0 ms  ✓ BangBang
   2753.3 ms  ✓ StatsBase
    830.3 ms  ✓ FiniteDiff
   2012.3 ms  ✓ SciMLOperators
   1313.3 ms  ✓ SymbolicIndexingInterface
   3530.3 ms  ✓ Roots
    781.6 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
    761.3 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    762.6 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   1998.0 ms  ✓ JSON
    769.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    851.9 ms  ✓ FillArrays → FillArraysStaticArraysExt
    758.3 ms  ✓ Adapt → AdaptStaticArraysExt
    774.8 ms  ✓ Accessors → StaticArraysExt
  22889.4 ms  ✓ Static
    696.9 ms  ✓ DiffRules
   1060.3 ms  ✓ HypergeometricFunctions
    649.1 ms  ✓ FillArrays → FillArraysPDMatsExt
    665.2 ms  ✓ BangBang → BangBangStaticArraysExt
    939.2 ms  ✓ OhMyThreads
    653.4 ms  ✓ PDMats → StatsBaseExt
    661.6 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    638.6 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    563.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    498.6 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    665.1 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
    496.7 ms  ✓ BitTwiddlingConvenienceFunctions
   1000.0 ms  ✓ CPUSummary
   5105.4 ms  ✓ RecursiveArrayTools
   5739.2 ms  ✓ NearestNeighbors
   2472.9 ms  ✓ StatsFuns
  12490.4 ms  ✓ FFTW
    823.8 ms  ✓ OhMyThreads → MarkdownExt
   4987.7 ms  ✓ ForwardDiff
    882.9 ms  ✓ PolyesterWeave
    978.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
