nice: cannot set niceness: Permission denied
Precompiling packages...
    406.5 ms  ✓ CPUTime
    418.3 ms  ✓ Reexport
    550.5 ms  ✓ ConstructionBase
    459.6 ms  ✓ StatsAPI
    589.7 ms  ✓ IterTools
   1320.4 ms  ✓ IrrationalConstants
    460.2 ms  ✓ CommonSolve
    553.2 ms  ✓ StableTasks
   1014.2 ms  ✓ Combinatorics
    521.6 ms  ✓ StaticArraysCore
    609.6 ms  ✓ Statistics
    503.4 ms  ✓ ChunkSplitters
    412.2 ms  ✓ IfElse
    877.6 ms  ✓ SuiteSparse_jll
    454.5 ms  ✓ PtrArrays
    717.1 ms  ✓ EnzymeCore
    534.3 ms  ✓ Mmap
    443.2 ms  ✓ TaskLocalValues
    521.7 ms  ✓ ManualMemory
    518.1 ms  ✓ PositiveFactorizations
    469.0 ms  ✓ DataAPI
    431.6 ms  ✓ CommonWorldInvalidations
    434.9 ms  ✓ Future
    939.4 ms  ✓ SciMLPublic
    486.7 ms  ✓ FastPower
    518.2 ms  ✓ CompositionsBase
    631.1 ms  ✓ InverseFunctions
    520.8 ms  ✓ SimpleUnPack
   4775.0 ms  ✓ MacroTools
    472.4 ms  ✓ MuladdMacro
    617.1 ms  ✓ AbstractFFTs
    464.0 ms  ✓ EnumX
   2381.1 ms  ✓ ExproniconLite
    687.5 ms  ✓ OpenLibm_jll
   1243.8 ms  ✓ InitialValues
    505.2 ms  ✓ ExprTools
    401.3 ms  ✓ ConcreteStructs
   1088.5 ms  ✓ FillArrays
    911.8 ms  ✓ SpatialIndexing
    623.9 ms  ✓ OrderedCollections
    478.4 ms  ✓ HashArrayMappedTries
    682.9 ms  ✓ ADTypes
    682.6 ms  ✓ Serialization
   1762.9 ms  ✓ Bessels
    660.7 ms  ✓ DocStringExtensions
    516.7 ms  ✓ FastClosures
    489.0 ms  ✓ SIMDTypes
    424.2 ms  ✓ IteratorInterfaceExtensions
    741.1 ms  ✓ Requires
    732.0 ms  ✓ CpuId
    567.8 ms  ✓ LoggingExtras
    636.7 ms  ✓ Compat
   1452.1 ms  ✓ InteractiveUtils
   3046.4 ms  ✓ FunctionWrappers
    518.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    977.2 ms  ✓ LazyArtifacts
    466.0 ms  ✓ DiffResults
    550.7 ms  ✓ AliasTables
    799.2 ms  ✓ Distances
   1777.2 ms  ✓ Preferences
    605.4 ms  ✓ Missings
    462.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
