nice: cannot set niceness: Permission denied
Precompiling packages...
    416.4 ms  ✓ Reexport
    415.9 ms  ✓ CPUTime
    593.9 ms  ✓ ConstructionBase
    500.8 ms  ✓ StatsAPI
    613.5 ms  ✓ IterTools
   1366.8 ms  ✓ IrrationalConstants
    479.2 ms  ✓ CommonSolve
   1057.9 ms  ✓ Combinatorics
    577.3 ms  ✓ StableTasks
    533.5 ms  ✓ StaticArraysCore
    617.9 ms  ✓ Statistics
    532.6 ms  ✓ ChunkSplitters
    432.6 ms  ✓ IfElse
    977.5 ms  ✓ SuiteSparse_jll
    721.2 ms  ✓ EnzymeCore
    475.9 ms  ✓ PtrArrays
    581.8 ms  ✓ Mmap
    472.6 ms  ✓ TaskLocalValues
    510.8 ms  ✓ ManualMemory
    537.8 ms  ✓ PositiveFactorizations
    501.4 ms  ✓ DataAPI
    462.1 ms  ✓ CommonWorldInvalidations
    453.2 ms  ✓ Future
    413.1 ms  ✓ FastPower
   1050.9 ms  ✓ SciMLPublic
    536.9 ms  ✓ InverseFunctions
    451.4 ms  ✓ CompositionsBase
    632.1 ms  ✓ AbstractTrees
    512.4 ms  ✓ MuladdMacro
    717.3 ms  ✓ AbstractFFTs
    592.2 ms  ✓ EnumX
   2500.7 ms  ✓ ExproniconLite
   1389.8 ms  ✓ InitialValues
   5950.5 ms  ✓ MacroTools
    543.7 ms  ✓ ExprTools
    874.8 ms  ✓ OpenLibm_jll
    446.9 ms  ✓ ConcreteStructs
   1107.6 ms  ✓ FillArrays
    916.9 ms  ✓ SpatialIndexing
    652.2 ms  ✓ OrderedCollections
    499.9 ms  ✓ HashArrayMappedTries
    751.7 ms  ✓ ADTypes
   1777.6 ms  ✓ Bessels
    743.0 ms  ✓ Serialization
    691.7 ms  ✓ DocStringExtensions
    500.9 ms  ✓ FastClosures
    450.5 ms  ✓ SIMDTypes
    457.2 ms  ✓ IteratorInterfaceExtensions
    774.0 ms  ✓ Requires
    589.3 ms  ✓ LoggingExtras
    772.5 ms  ✓ CpuId
    619.6 ms  ✓ Compat
   1427.7 ms  ✓ InteractiveUtils
    912.4 ms  ✓ LazyArtifacts
    446.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    505.6 ms  ✓ DiffResults
    530.3 ms  ✓ AliasTables
    848.8 ms  ✓ Distances
   3995.3 ms  ✓ FunctionWrappers
    569.7 ms  ✓ Missings
    488.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    466.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2333.9 ms  ✓ Preferences
   1347.2 ms  ✓ ThreadingUtilities
    587.5 ms  ✓ CommonSubexpressions
    508.1 ms  ✓ FillArrays → FillArraysStatisticsExt
    564.0 ms  ✓ NaNMath
    415.1 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    456.7 ms  ✓ ScopedValues
    428.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1099.3 ms  ✓ DifferentiationInterface
   1987.6 ms  ✓ Jieko
    472.4 ms  ✓ RuntimeGeneratedFunctions
   1827.0 ms  ✓ DataStructures
    665.9 ms  ✓ LogExpFunctions
    451.0 ms  ✓ Compat → CompatLinearAlgebraExt
