nice: cannot set niceness: Permission denied
Precompiling packages...
    420.3 ms  ✓ CPUTime
    423.1 ms  ✓ Reexport
    561.0 ms  ✓ ConstructionBase
    455.9 ms  ✓ StatsAPI
    599.5 ms  ✓ IterTools
   1331.7 ms  ✓ IrrationalConstants
    475.9 ms  ✓ CommonSolve
    573.4 ms  ✓ StableTasks
   1063.3 ms  ✓ Combinatorics
    531.9 ms  ✓ StaticArraysCore
    601.8 ms  ✓ Statistics
    527.0 ms  ✓ ChunkSplitters
    430.2 ms  ✓ IfElse
    989.0 ms  ✓ SuiteSparse_jll
    704.7 ms  ✓ EnzymeCore
    483.2 ms  ✓ PtrArrays
    558.7 ms  ✓ Mmap
    464.7 ms  ✓ TaskLocalValues
    502.9 ms  ✓ ManualMemory
    544.7 ms  ✓ PositiveFactorizations
    497.7 ms  ✓ DataAPI
    440.4 ms  ✓ CommonWorldInvalidations
    430.3 ms  ✓ Future
    912.8 ms  ✓ SciMLPublic
    428.8 ms  ✓ FastPower
    515.5 ms  ✓ InverseFunctions
    424.9 ms  ✓ CompositionsBase
    633.4 ms  ✓ AbstractTrees
    483.3 ms  ✓ MuladdMacro
    684.9 ms  ✓ AbstractFFTs
    579.3 ms  ✓ EnumX
   2478.9 ms  ✓ ExproniconLite
   1518.6 ms  ✓ InitialValues
   5949.3 ms  ✓ MacroTools
    571.8 ms  ✓ ExprTools
    923.5 ms  ✓ OpenLibm_jll
    430.8 ms  ✓ ConcreteStructs
   1157.4 ms  ✓ FillArrays
    918.1 ms  ✓ SpatialIndexing
    660.9 ms  ✓ OrderedCollections
    516.8 ms  ✓ HashArrayMappedTries
    723.3 ms  ✓ ADTypes
    727.6 ms  ✓ Serialization
   1749.9 ms  ✓ Bessels
    664.7 ms  ✓ DocStringExtensions
    511.3 ms  ✓ FastClosures
    444.7 ms  ✓ SIMDTypes
    461.5 ms  ✓ IteratorInterfaceExtensions
    787.9 ms  ✓ Requires
    589.7 ms  ✓ LoggingExtras
    763.8 ms  ✓ CpuId
    604.5 ms  ✓ Compat
   1400.5 ms  ✓ InteractiveUtils
    455.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    882.4 ms  ✓ LazyArtifacts
    481.3 ms  ✓ DiffResults
    506.7 ms  ✓ AliasTables
    824.6 ms  ✓ Distances
   4026.0 ms  ✓ FunctionWrappers
    575.2 ms  ✓ Missings
    468.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
