nice: cannot set niceness: Permission denied
Precompiling packages...
    421.2 ms  ✓ CPUTime
    430.4 ms  ✓ Reexport
    566.5 ms  ✓ ConstructionBase
    449.3 ms  ✓ StatsAPI
    605.7 ms  ✓ IterTools
    459.6 ms  ✓ CommonSolve
   1358.1 ms  ✓ IrrationalConstants
    564.9 ms  ✓ StableTasks
   1047.8 ms  ✓ Combinatorics
    523.9 ms  ✓ StaticArraysCore
    610.2 ms  ✓ Statistics
    510.3 ms  ✓ ChunkSplitters
    425.2 ms  ✓ IfElse
    862.2 ms  ✓ SuiteSparse_jll
    452.0 ms  ✓ PtrArrays
    722.1 ms  ✓ EnzymeCore
    547.5 ms  ✓ Mmap
    464.0 ms  ✓ TaskLocalValues
    524.8 ms  ✓ ManualMemory
    525.5 ms  ✓ PositiveFactorizations
    491.6 ms  ✓ DataAPI
    427.9 ms  ✓ CommonWorldInvalidations
    851.6 ms  ✓ SciMLPublic
    408.9 ms  ✓ Future
    409.9 ms  ✓ FastPower
    432.1 ms  ✓ CompositionsBase
    524.6 ms  ✓ InverseFunctions
    637.4 ms  ✓ AbstractTrees
    534.9 ms  ✓ MuladdMacro
    703.6 ms  ✓ AbstractFFTs
    591.8 ms  ✓ EnumX
   2373.8 ms  ✓ ExproniconLite
   5638.5 ms  ✓ MacroTools
   1425.0 ms  ✓ InitialValues
    499.3 ms  ✓ ExprTools
    722.4 ms  ✓ OpenLibm_jll
    411.0 ms  ✓ ConcreteStructs
    898.1 ms  ✓ SpatialIndexing
   1107.7 ms  ✓ FillArrays
    675.0 ms  ✓ OrderedCollections
    480.3 ms  ✓ HashArrayMappedTries
    688.5 ms  ✓ ADTypes
    705.2 ms  ✓ Serialization
   1783.1 ms  ✓ Bessels
    662.8 ms  ✓ DocStringExtensions
    495.4 ms  ✓ FastClosures
    444.5 ms  ✓ SIMDTypes
    451.8 ms  ✓ IteratorInterfaceExtensions
    746.2 ms  ✓ Requires
    742.0 ms  ✓ CpuId
    638.7 ms  ✓ LoggingExtras
    623.7 ms  ✓ Compat
   1308.9 ms  ✓ InteractiveUtils
    916.7 ms  ✓ LazyArtifacts
    493.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    505.2 ms  ✓ DiffResults
    559.7 ms  ✓ AliasTables
   3785.3 ms  ✓ FunctionWrappers
    818.6 ms  ✓ Distances
    528.2 ms  ✓ Missings
    463.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2192.4 ms  ✓ Preferences
    472.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1254.3 ms  ✓ ThreadingUtilities
    568.8 ms  ✓ CommonSubexpressions
    551.6 ms  ✓ NaNMath
    481.9 ms  ✓ FillArrays → FillArraysStatisticsExt
    466.7 ms  ✓ ScopedValues
    416.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    408.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2022.6 ms  ✓ Jieko
   1136.7 ms  ✓ DifferentiationInterface
   1802.7 ms  ✓ DataStructures
    435.8 ms  ✓ RuntimeGeneratedFunctions
    700.4 ms  ✓ LogExpFunctions
    559.9 ms  ✓ Adapt
    524.9 ms  ✓ Compat → CompatLinearAlgebraExt
   4172.9 ms  ✓ TimerOutputs
   2837.7 ms  ✓ Distributed
    451.2 ms  ✓ FunctionWrappersWrappers
    467.3 ms  ✓ PrecompileTools
   1617.1 ms  ✓ Setfield
    580.1 ms  ✓ JLLWrappers
    623.7 ms  ✓ SciMLLogging
    556.0 ms  ✓ TruncatedStacktraces
    539.0 ms  ✓ SortingAlgorithms
   4477.7 ms  ✓ SparseArrays
    406.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    921.6 ms  ✓ QuadGK
    626.5 ms  ✓ ArrayInterface
   2515.0 ms  ✓ Accessors
    669.3 ms  ✓ GPUArraysCore
    458.4 ms  ✓ EnzymeCore → AdaptExt
    799.3 ms  ✓ ProgressMeter
   1900.1 ms  ✓ RecipesBase
   9606.0 ms  ✓ Test
    695.9 ms  ✓ Rmath_jll
    824.8 ms  ✓ OpenSpecFun_jll
   1397.6 ms  ✓ IntelOpenMP_jll
  10823.6 ms  ✓ Moshi
    670.5 ms  ✓ FFTW_jll
   1248.3 ms  ✓ oneTBB_jll
    606.6 ms  ✓ Statistics → SparseArraysExt
    743.6 ms  ✓ FillArrays → FillArraysSparseArraysExt
    776.3 ms  ✓ SuiteSparse
    813.9 ms  ✓ Distances → DistancesSparseArraysExt
    806.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    796.7 ms  ✓ Adapt → AdaptSparseArraysExt
    599.6 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   1024.5 ms  ✓ MaybeInplace
    800.1 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    883.7 ms  ✓ SciMLStructures
    685.7 ms  ✓ Accessors → LinearAlgebraExt
   1691.8 ms  ✓ PreallocationTools
    598.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    613.1 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    800.7 ms  ✓ InverseFunctions → InverseFunctionsTestExt
  16187.6 ms  ✓ StaticArrays
  15698.0 ms  ✓ Parsers
    580.7 ms  ✓ Accessors → TestExt
    711.9 ms  ✓ Rmath
   1419.7 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1368.8 ms  ✓ MKL_jll
    998.3 ms  ✓ PDMats
   2821.4 ms  ✓ SpecialFunctions
   2804.1 ms  ✓ StatsBase
    822.3 ms  ✓ FiniteDiff
    714.6 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
    890.9 ms  ✓ BangBang
   1279.6 ms  ✓ SymbolicIndexingInterface
   2045.4 ms  ✓ SciMLOperators
    711.1 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    701.5 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    743.5 ms  ✓ FillArrays → FillArraysStaticArraysExt
    699.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    727.5 ms  ✓ Adapt → AdaptStaticArraysExt
    740.5 ms  ✓ Accessors → StaticArraysExt
