nice: cannot set niceness: Permission denied
Precompiling packages...
   1584.5 ms  ✓ OpenSSL_jll
   1580.5 ms  ✓ Zlib_jll
   1596.7 ms  ✓ UUIDs
   1592.8 ms  ✓ MozillaCACerts_jll
   1684.8 ms  ✓ nghttp2_jll
   1691.0 ms  ✓ Logging
   1707.1 ms  ✓ NetworkOptions
   1776.5 ms  ✓ CompilerSupportLibraries_jll
   1791.2 ms  ✓ Unicode
   1838.4 ms  ✓ Base64
    587.4 ms  ✓ LibSSH2_jll
    599.0 ms  ✓ p7zip_jll
    683.9 ms  ✓ Printf
    502.3 ms  ✓ LibGit2_jll
    511.1 ms  ✓ LibCURL_jll
   3425.0 ms  ✓ ArgTools
    776.4 ms  ✓ LibCURL
    643.8 ms  ✓ Tar
   3037.8 ms  ✓ Dates
   3163.9 ms  ✓ LibGit2
    453.2 ms  ✓ TOML
   3092.2 ms  ✓ Downloads
   9737.3 ms  ✓ StyledStrings
   1670.5 ms  ✓ JuliaSyntaxHighlighting
   3935.4 ms  ✓ Markdown
  47297.0 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2356.8 ms  ✓ IteratorInterfaceExtensions
   2455.7 ms  ✓ LaTeXStrings
   2627.1 ms  ✓ ConcreteStructs
   2639.3 ms  ✓ StatsAPI
   2757.7 ms  ✓ Future
   2823.3 ms  ✓ ExprTools
   2856.4 ms  ✓ PositiveFactorizations
   3643.3 ms  ✓ AbstractFFTs
   3942.4 ms  ✓ ADTypes
   3935.6 ms  ✓ Serialization
   3957.6 ms  ✓ Gamma
   2590.5 ms  ✓ OpenLibm_jll
   2506.8 ms  ✓ CommonSolve
   5310.3 ms  ✓ FillArrays
   2987.9 ms  ✓ InverseFunctions
   5447.2 ms  ✓ InitialValues
   2731.1 ms  ✓ SuiteSparse_jll
   3233.8 ms  ✓ Statistics
   6027.1 ms  ✓ Combinatorics
   3460.7 ms  ✓ IterTools
   2416.4 ms  ✓ DataValueInterfaces
   2690.5 ms  ✓ Reexport
   2911.9 ms  ✓ EnumX
   2503.2 ms  ✓ PtrArrays
   2796.3 ms  ✓ CompositionsBase
   3198.4 ms  ✓ AbstractTrees
   2903.5 ms  ✓ Mmap
   3405.5 ms  ✓ DocStringExtensions
   2495.4 ms  ✓ FastPower
   2423.5 ms  ✓ TaskLocalValues
   2699.3 ms  ✓ HashArrayMappedTries
   3286.9 ms  ✓ StableTasks
   2958.7 ms  ✓ Inflate
   3205.7 ms  ✓ VectorInterface
  10700.9 ms  ✓ Bessels
   2570.2 ms  ✓ PackageExtensionCompat
   2691.9 ms  ✓ DataAPI
   2698.9 ms  ✓ Adapt
   2614.3 ms  ✓ FastClosures
   3792.4 ms  ✓ EnzymeCore
   3222.7 ms  ✓ ChunkSplitters
  12049.3 ms  ✓ FunctionWrappers
   2698.6 ms  ✓ SciMLPublic
   2688.7 ms  ✓ BinaryHeaps
   2825.7 ms  ✓ StaticArraysCore
  10303.3 ms  ✓ OrderedCollections
   3227.8 ms  ✓ LoggingExtras
   2296.5 ms  ✓ TableTraits
   3711.5 ms  ✓ Preferences
   2303.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   4998.7 ms  ✓ LazyArtifacts
   5196.3 ms  ✓ HypergeometricFunctions
   2992.0 ms  ✓ FillArrays → FillArraysStatisticsExt
  10488.6 ms  ✓ ConstructionBase
   2672.8 ms  ✓ AliasTables
   3181.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  14332.6 ms  ✓ IrrationalConstants
   2404.3 ms  ✓ ScopedValues
   9291.9 ms  ✓ Compat
   9096.2 ms  ✓ RuntimeGeneratedFunctions
  13896.1 ms  ✓ Crayons
  19707.1 ms  ✓ MacroTools
   2314.3 ms  ✓ DiffResults
  10188.8 ms  ✓ NaNMath
   3388.5 ms  ✓ EnzymeCore → AdaptExt
   3472.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   4380.9 ms  ✓ GPUArraysCore
  12938.6 ms  ✓ InteractiveUtils
  12595.9 ms  ✓ DifferentiationInterface
  10699.6 ms  ✓ Distances
   2597.1 ms  ✓ PrecompileTools
   2597.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3195.6 ms  ✓ JLLWrappers
   2529.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   8511.4 ms  ✓ KrylovKit
   3497.9 ms  ✓ SciMLLogging
   2675.8 ms  ✓ Compat → CompatLinearAlgebraExt
   3739.5 ms  ✓ LogExpFunctions
   3305.8 ms  ✓ CommonSubexpressions
   9502.5 ms  ✓ Missings
   2399.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   3565.4 ms  ✓ TruncatedStacktraces
  10222.7 ms  ✓ ArrayInterface
  17894.5 ms  ✓ Distributed
   9075.2 ms  ✓ DataStructures
   4904.0 ms  ✓ SimpleTraits
   4686.3 ms  ✓ MuladdMacro
   3615.7 ms  ✓ Rmath_jll
  10965.9 ms  ✓ Tables
   3473.7 ms  ✓ OpenSpecFun_jll
   4296.6 ms  ✓ FFTW_jll
   8620.0 ms  ✓ RecipesBase
   6771.8 ms  ✓ Setfield
   2687.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   6301.0 ms  ✓ IntelOpenMP_jll
   6736.5 ms  ✓ oneTBB_jll
   4500.8 ms  ✓ PoissonRandom
   2274.7 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2420.8 ms  ✓ ArrayInterface → ArrayInterfaceFillArraysExt
