nice: cannot set niceness: Permission denied
Precompiling packages...
    410.0 ms  ✓ CPUTime
    423.8 ms  ✓ Reexport
    547.1 ms  ✓ ConstructionBase
    456.9 ms  ✓ StatsAPI
    611.4 ms  ✓ IterTools
   1316.9 ms  ✓ IrrationalConstants
    471.3 ms  ✓ CommonSolve
   1051.0 ms  ✓ Combinatorics
    577.8 ms  ✓ StableTasks
    527.5 ms  ✓ StaticArraysCore
    608.3 ms  ✓ Statistics
    516.5 ms  ✓ ChunkSplitters
    434.9 ms  ✓ IfElse
    976.5 ms  ✓ SuiteSparse_jll
    729.6 ms  ✓ EnzymeCore
    478.2 ms  ✓ PtrArrays
    573.2 ms  ✓ Mmap
    461.4 ms  ✓ TaskLocalValues
    527.3 ms  ✓ ManualMemory
    534.7 ms  ✓ PositiveFactorizations
    494.0 ms  ✓ DataAPI
    441.0 ms  ✓ CommonWorldInvalidations
    428.7 ms  ✓ Future
    425.3 ms  ✓ FastPower
   1059.3 ms  ✓ SciMLPublic
    516.2 ms  ✓ InverseFunctions
    438.5 ms  ✓ CompositionsBase
    625.5 ms  ✓ AbstractTrees
    484.5 ms  ✓ MuladdMacro
   2279.4 ms  ✓ ExproniconLite
    716.0 ms  ✓ AbstractFFTs
    585.6 ms  ✓ EnumX
   1436.8 ms  ✓ InitialValues
   5911.2 ms  ✓ MacroTools
    556.1 ms  ✓ ExprTools
    851.2 ms  ✓ OpenLibm_jll
    436.5 ms  ✓ ConcreteStructs
   1145.9 ms  ✓ FillArrays
    912.3 ms  ✓ SpatialIndexing
    655.6 ms  ✓ OrderedCollections
    499.9 ms  ✓ HashArrayMappedTries
    699.7 ms  ✓ ADTypes
    702.1 ms  ✓ Serialization
   1793.7 ms  ✓ Bessels
    675.7 ms  ✓ DocStringExtensions
    528.4 ms  ✓ FastClosures
    462.6 ms  ✓ SIMDTypes
    447.8 ms  ✓ IteratorInterfaceExtensions
    783.2 ms  ✓ Requires
    768.3 ms  ✓ CpuId
    584.1 ms  ✓ LoggingExtras
    595.2 ms  ✓ Compat
   1403.4 ms  ✓ InteractiveUtils
    433.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    882.4 ms  ✓ LazyArtifacts
    495.7 ms  ✓ DiffResults
    556.6 ms  ✓ AliasTables
    830.3 ms  ✓ Distances
   3907.0 ms  ✓ FunctionWrappers
    550.0 ms  ✓ Missings
    441.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    431.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2342.4 ms  ✓ Preferences
   1402.1 ms  ✓ ThreadingUtilities
    570.3 ms  ✓ NaNMath
    592.0 ms  ✓ CommonSubexpressions
    533.2 ms  ✓ FillArrays → FillArraysStatisticsExt
    451.1 ms  ✓ ScopedValues
    434.5 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    423.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1085.9 ms  ✓ DifferentiationInterface
   2013.1 ms  ✓ Jieko
    454.1 ms  ✓ RuntimeGeneratedFunctions
   1778.1 ms  ✓ DataStructures
    674.1 ms  ✓ LogExpFunctions
    459.4 ms  ✓ Compat → CompatLinearAlgebraExt
    511.5 ms  ✓ Adapt
    395.2 ms  ✓ FunctionWrappersWrappers
   2605.9 ms  ✓ Distributed
    466.9 ms  ✓ PrecompileTools
   1473.5 ms  ✓ Setfield
    575.6 ms  ✓ JLLWrappers
    594.4 ms  ✓ SciMLLogging
    540.2 ms  ✓ TruncatedStacktraces
   2599.0 ms  ✓ Accessors
   4354.2 ms  ✓ SparseArrays
    646.0 ms  ✓ SortingAlgorithms
    449.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    605.5 ms  ✓ ArrayInterface
    936.3 ms  ✓ QuadGK
    609.7 ms  ✓ GPUArraysCore
    446.2 ms  ✓ EnzymeCore → AdaptExt
    794.4 ms  ✓ ProgressMeter
   1959.4 ms  ✓ RecipesBase
  10329.8 ms  ✓ Test
    800.9 ms  ✓ Rmath_jll
    872.7 ms  ✓ OpenSpecFun_jll
  10798.4 ms  ✓ Moshi
   1283.9 ms  ✓ IntelOpenMP_jll
    727.4 ms  ✓ FFTW_jll
   1314.1 ms  ✓ oneTBB_jll
    645.3 ms  ✓ Accessors → LinearAlgebraExt
    825.7 ms  ✓ Statistics → SparseArraysExt
    966.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
    856.8 ms  ✓ SuiteSparse
    872.7 ms  ✓ Distances → DistancesSparseArraysExt
    898.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    821.2 ms  ✓ Adapt → AdaptSparseArraysExt
    606.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    864.6 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    622.0 ms  ✓ SciMLStructures
    643.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    642.7 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1337.2 ms  ✓ PreallocationTools
  15404.6 ms  ✓ Parsers
    894.5 ms  ✓ InverseFunctions → InverseFunctionsTestExt
    728.4 ms  ✓ Accessors → TestExt
  17002.6 ms  ✓ StaticArrays
    715.9 ms  ✓ Rmath
   1679.7 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
    697.4 ms  ✓ BangBang
   1167.4 ms  ✓ MKL_jll
   2292.2 ms  ✓ SpecialFunctions
   1708.6 ms  ✓ SciMLOperators
   2861.9 ms  ✓ Roots
    983.2 ms  ✓ PDMats
   2570.9 ms  ✓ StatsBase
    828.6 ms  ✓ FiniteDiff
   1299.3 ms  ✓ SymbolicIndexingInterface
    760.7 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    739.9 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    733.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   2074.8 ms  ✓ JSON
    807.2 ms  ✓ Adapt → AdaptStaticArraysExt
    805.4 ms  ✓ Accessors → StaticArraysExt
   1086.1 ms  ✓ OhMyThreads
    791.4 ms  ✓ BangBang → BangBangStaticArraysExt
    779.3 ms  ✓ DiffRules
   1262.8 ms  ✓ HypergeometricFunctions
    561.1 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    742.3 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
    788.0 ms  ✓ FillArrays → FillArraysPDMatsExt
