nice: cannot set niceness: Permission denied
Precompiling packages...
   1557.7 ms  ✓ OpenSSL_jll
   1524.0 ms  ✓ MozillaCACerts_jll
   1639.7 ms  ✓ UUIDs
   1719.0 ms  ✓ Logging
   1719.6 ms  ✓ nghttp2_jll
   1800.9 ms  ✓ CompilerSupportLibraries_jll
   1823.5 ms  ✓ NetworkOptions
   1810.7 ms  ✓ Zlib_jll
   1830.1 ms  ✓ Unicode
   1917.0 ms  ✓ Base64
    688.9 ms  ✓ LibSSH2_jll
    599.0 ms  ✓ p7zip_jll
    684.9 ms  ✓ Printf
    504.1 ms  ✓ LibGit2_jll
    505.0 ms  ✓ LibCURL_jll
   3465.3 ms  ✓ ArgTools
    752.3 ms  ✓ LibCURL
    653.6 ms  ✓ Tar
   3041.0 ms  ✓ Dates
   3178.8 ms  ✓ LibGit2
    452.6 ms  ✓ TOML
   3150.9 ms  ✓ Downloads
   9723.6 ms  ✓ StyledStrings
   1748.0 ms  ✓ JuliaSyntaxHighlighting
   3903.4 ms  ✓ Markdown
  47588.4 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2418.4 ms  ✓ IteratorInterfaceExtensions
   2481.8 ms  ✓ Future
   2510.1 ms  ✓ MuladdMacro
   2706.0 ms  ✓ ExprTools
   2718.9 ms  ✓ ConcreteStructs
   2820.0 ms  ✓ StatsAPI
   3326.9 ms  ✓ PositiveFactorizations
   3416.2 ms  ✓ AbstractFFTs
   3921.1 ms  ✓ ADTypes
   4106.8 ms  ✓ Serialization
   2583.3 ms  ✓ OpenLibm_jll
   5206.6 ms  ✓ InitialValues
   5273.5 ms  ✓ FillArrays
   2612.7 ms  ✓ CommonSolve
   3032.2 ms  ✓ InverseFunctions
   3208.4 ms  ✓ Statistics
   5791.4 ms  ✓ Combinatorics
   2964.2 ms  ✓ SuiteSparse_jll
   3296.0 ms  ✓ IterTools
   2899.0 ms  ✓ ManualMemory
   2614.8 ms  ✓ EnumX
   2706.0 ms  ✓ SIMDTypes
   2739.8 ms  ✓ Reexport
   2408.2 ms  ✓ CompositionsBase
   2696.3 ms  ✓ Mmap
   2497.3 ms  ✓ PtrArrays
   3095.6 ms  ✓ AbstractTrees
   4700.8 ms  ✓ Requires
   3503.7 ms  ✓ DocStringExtensions
   9496.1 ms  ✓ Bessels
   5495.4 ms  ✓ SpatialIndexing
   2796.0 ms  ✓ FastPower
   2892.0 ms  ✓ HashArrayMappedTries
   2895.4 ms  ✓ TaskLocalValues
  11312.8 ms  ✓ FunctionWrappers
   2989.9 ms  ✓ StableTasks
   2531.4 ms  ✓ CommonWorldInvalidations
   2798.6 ms  ✓ IfElse
   2794.7 ms  ✓ AliasTables
   2797.5 ms  ✓ DataAPI
   3615.4 ms  ✓ EnzymeCore
   2709.9 ms  ✓ FastClosures
   2806.6 ms  ✓ ChunkSplitters
   2805.9 ms  ✓ SciMLPublic
   2909.5 ms  ✓ StaticArraysCore
   2920.9 ms  ✓ LoggingExtras
  10201.1 ms  ✓ OrderedCollections
   3786.7 ms  ✓ Preferences
  15314.5 ms  ✓ ExproniconLite
   4014.1 ms  ✓ CpuId
   2681.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5112.8 ms  ✓ LazyArtifacts
   3158.8 ms  ✓ FillArrays → FillArraysStatisticsExt
   2581.6 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2633.0 ms  ✓ ScopedValues
   3776.0 ms  ✓ Adapt
   9206.1 ms  ✓ Compat
  15439.9 ms  ✓ IrrationalConstants
