nice: cannot set niceness: Permission denied
Precompiling packages...
   1625.0 ms  ✓ UUIDs
   1621.8 ms  ✓ nghttp2_jll
   1659.7 ms  ✓ OpenSSL_jll
   1709.7 ms  ✓ MozillaCACerts_jll
   1721.0 ms  ✓ NetworkOptions
   1725.7 ms  ✓ Logging
   1732.5 ms  ✓ Zlib_jll
   1743.2 ms  ✓ CompilerSupportLibraries_jll
   1813.1 ms  ✓ Unicode
   1842.6 ms  ✓ Base64
    558.7 ms  ✓ LibSSH2_jll
    574.9 ms  ✓ p7zip_jll
    641.5 ms  ✓ Printf
    468.8 ms  ✓ LibGit2_jll
    472.3 ms  ✓ LibCURL_jll
   3272.2 ms  ✓ ArgTools
    771.8 ms  ✓ LibCURL
    649.4 ms  ✓ Tar
   2910.0 ms  ✓ Dates
   3000.4 ms  ✓ LibGit2
    447.6 ms  ✓ TOML
   3054.1 ms  ✓ Downloads
   9338.1 ms  ✓ StyledStrings
   1630.1 ms  ✓ JuliaSyntaxHighlighting
   3769.8 ms  ✓ Markdown
  46070.2 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2420.0 ms  ✓ IteratorInterfaceExtensions
   2526.1 ms  ✓ Future
   2538.1 ms  ✓ ConcreteStructs
   2619.0 ms  ✓ MuladdMacro
   2734.1 ms  ✓ StatsAPI
   3037.0 ms  ✓ ExprTools
   3125.7 ms  ✓ PositiveFactorizations
   3634.4 ms  ✓ AbstractFFTs
   4120.9 ms  ✓ Serialization
   4431.4 ms  ✓ ADTypes
   2686.6 ms  ✓ OpenLibm_jll
   2520.0 ms  ✓ CommonSolve
   2884.9 ms  ✓ InverseFunctions
   5508.6 ms  ✓ FillArrays
   5725.4 ms  ✓ InitialValues
   3590.0 ms  ✓ Statistics
   6223.7 ms  ✓ Combinatorics
   3493.6 ms  ✓ IterTools
   3128.4 ms  ✓ SuiteSparse_jll
   3083.8 ms  ✓ ManualMemory
   2605.6 ms  ✓ Reexport
   2911.9 ms  ✓ EnumX
   2690.7 ms  ✓ SIMDTypes
   4489.1 ms  ✓ Requires
   2774.0 ms  ✓ CompositionsBase
   2905.8 ms  ✓ Mmap
   2418.3 ms  ✓ PtrArrays
   3200.9 ms  ✓ AbstractTrees
   3688.0 ms  ✓ DocStringExtensions
   2508.9 ms  ✓ FastPower
   2902.3 ms  ✓ TaskLocalValues
   3108.8 ms  ✓ HashArrayMappedTries
   6182.6 ms  ✓ SpatialIndexing
  11716.7 ms  ✓ Bessels
   2699.1 ms  ✓ IfElse
   2507.3 ms  ✓ CommonWorldInvalidations
   3181.7 ms  ✓ StableTasks
   2686.7 ms  ✓ DataAPI
  13023.3 ms  ✓ FunctionWrappers
   4023.2 ms  ✓ EnzymeCore
   2905.2 ms  ✓ FastClosures
   2902.3 ms  ✓ ChunkSplitters
   3089.4 ms  ✓ SciMLPublic
   3103.6 ms  ✓ StaticArraysCore
   3183.9 ms  ✓ LoggingExtras
  10985.9 ms  ✓ OrderedCollections
   4012.6 ms  ✓ Preferences
   4422.6 ms  ✓ CpuId
  16515.9 ms  ✓ ExproniconLite
   2514.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5613.1 ms  ✓ LazyArtifacts
   2698.4 ms  ✓ FillArrays → FillArraysStatisticsExt
  11101.3 ms  ✓ ConstructionBase
   3078.3 ms  ✓ Adapt
  14999.7 ms  ✓ IrrationalConstants
   2585.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   3115.7 ms  ✓ AliasTables
  10920.5 ms  ✓ Compat
   3001.8 ms  ✓ ScopedValues
   9398.0 ms  ✓ RuntimeGeneratedFunctions
   2498.3 ms  ✓ FunctionWrappersWrappers
  20605.8 ms  ✓ MacroTools
  10596.9 ms  ✓ NaNMath
   3202.5 ms  ✓ DiffResults
   2499.8 ms  ✓ PrecompileTools
   4697.7 ms  ✓ LogExpFunctions
   3317.1 ms  ✓ JLLWrappers
  15099.8 ms  ✓ InteractiveUtils
