nice: cannot set niceness: Permission denied
Precompiling packages...
    421.2 ms  ✓ CPUTime
    432.0 ms  ✓ Reexport
    566.5 ms  ✓ ConstructionBase
    485.2 ms  ✓ StatsAPI
    610.4 ms  ✓ IterTools
   1335.4 ms  ✓ IrrationalConstants
    462.9 ms  ✓ CommonSolve
   1055.5 ms  ✓ Combinatorics
    580.8 ms  ✓ StableTasks
    521.6 ms  ✓ StaticArraysCore
    622.9 ms  ✓ Statistics
    522.2 ms  ✓ ChunkSplitters
    454.5 ms  ✓ IfElse
    734.1 ms  ✓ EnzymeCore
   1004.5 ms  ✓ SuiteSparse_jll
    480.9 ms  ✓ PtrArrays
    550.0 ms  ✓ Mmap
    449.8 ms  ✓ TaskLocalValues
    507.0 ms  ✓ ManualMemory
    536.1 ms  ✓ PositiveFactorizations
    504.9 ms  ✓ DataAPI
    455.9 ms  ✓ CommonWorldInvalidations
    440.9 ms  ✓ Future
    931.6 ms  ✓ SciMLPublic
    432.7 ms  ✓ FastPower
    521.0 ms  ✓ InverseFunctions
    439.1 ms  ✓ CompositionsBase
    633.6 ms  ✓ AbstractTrees
    488.4 ms  ✓ MuladdMacro
    676.4 ms  ✓ AbstractFFTs
    573.4 ms  ✓ EnumX
   2475.7 ms  ✓ ExproniconLite
   1420.7 ms  ✓ InitialValues
   6020.6 ms  ✓ MacroTools
    565.6 ms  ✓ ExprTools
    946.3 ms  ✓ OpenLibm_jll
    442.1 ms  ✓ ConcreteStructs
   1159.8 ms  ✓ FillArrays
    905.8 ms  ✓ SpatialIndexing
    639.2 ms  ✓ OrderedCollections
    498.9 ms  ✓ HashArrayMappedTries
    718.4 ms  ✓ ADTypes
    716.2 ms  ✓ Serialization
   1763.9 ms  ✓ Bessels
    683.0 ms  ✓ DocStringExtensions
    543.3 ms  ✓ FastClosures
    488.6 ms  ✓ SIMDTypes
    462.5 ms  ✓ IteratorInterfaceExtensions
    772.9 ms  ✓ Requires
    744.2 ms  ✓ CpuId
    600.4 ms  ✓ LoggingExtras
    611.5 ms  ✓ Compat
   1417.6 ms  ✓ InteractiveUtils
    449.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    901.1 ms  ✓ LazyArtifacts
    494.1 ms  ✓ DiffResults
    588.4 ms  ✓ AliasTables
    851.7 ms  ✓ Distances
   3966.4 ms  ✓ FunctionWrappers
    542.4 ms  ✓ Missings
    468.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    466.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2421.3 ms  ✓ Preferences
   1305.6 ms  ✓ ThreadingUtilities
    564.3 ms  ✓ NaNMath
    613.2 ms  ✓ CommonSubexpressions
    523.6 ms  ✓ FillArrays → FillArraysStatisticsExt
    419.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    463.1 ms  ✓ ScopedValues
    416.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1124.6 ms  ✓ DifferentiationInterface
   2051.7 ms  ✓ Jieko
   1856.9 ms  ✓ DataStructures
    490.8 ms  ✓ RuntimeGeneratedFunctions
    684.4 ms  ✓ LogExpFunctions
    502.8 ms  ✓ Adapt
    464.1 ms  ✓ Compat → CompatLinearAlgebraExt
    431.3 ms  ✓ FunctionWrappersWrappers
   2673.7 ms  ✓ Distributed
    483.0 ms  ✓ PrecompileTools
   1636.2 ms  ✓ Setfield
    573.2 ms  ✓ JLLWrappers
    609.7 ms  ✓ SciMLLogging
    553.3 ms  ✓ TruncatedStacktraces
   2659.3 ms  ✓ Accessors
   4472.1 ms  ✓ SparseArrays
    676.6 ms  ✓ SortingAlgorithms
    436.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    592.3 ms  ✓ ArrayInterface
    963.3 ms  ✓ QuadGK
    587.1 ms  ✓ GPUArraysCore
    449.8 ms  ✓ EnzymeCore → AdaptExt
    824.4 ms  ✓ ProgressMeter
   1968.1 ms  ✓ RecipesBase
  10327.4 ms  ✓ Test
    802.5 ms  ✓ Rmath_jll
    874.2 ms  ✓ OpenSpecFun_jll
  10926.3 ms  ✓ Moshi
   1333.0 ms  ✓ IntelOpenMP_jll
    723.4 ms  ✓ FFTW_jll
    632.1 ms  ✓ Accessors → LinearAlgebraExt
   1403.1 ms  ✓ oneTBB_jll
    858.3 ms  ✓ Statistics → SparseArraysExt
   1056.6 ms  ✓ BangBang
    870.4 ms  ✓ SuiteSparse
    871.7 ms  ✓ Distances → DistancesSparseArraysExt
    881.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    822.5 ms  ✓ Adapt → AdaptSparseArraysExt
    618.3 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    889.2 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    699.0 ms  ✓ SciMLStructures
    627.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1454.4 ms  ✓ PreallocationTools
    665.6 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
  15502.3 ms  ✓ Parsers
    847.2 ms  ✓ InverseFunctions → InverseFunctionsTestExt
    734.8 ms  ✓ Accessors → TestExt
  17222.1 ms  ✓ StaticArrays
    725.0 ms  ✓ Rmath
   1762.9 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   2290.5 ms  ✓ SpecialFunctions
   1642.0 ms  ✓ SciMLOperators
    679.8 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2820.0 ms  ✓ Roots
   1273.6 ms  ✓ MKL_jll
    917.4 ms  ✓ OhMyThreads
    870.6 ms  ✓ PDMats
    862.8 ms  ✓ FiniteDiff
   2619.1 ms  ✓ StatsBase
   1360.7 ms  ✓ SymbolicIndexingInterface
    770.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    758.8 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    722.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   2143.3 ms  ✓ JSON
    801.3 ms  ✓ Adapt → AdaptStaticArraysExt
    848.3 ms  ✓ Accessors → StaticArraysExt
    796.5 ms  ✓ BangBang → BangBangStaticArraysExt
   1269.9 ms  ✓ HypergeometricFunctions
    825.4 ms  ✓ DiffRules
    587.8 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    678.7 ms  ✓ OhMyThreads → MarkdownExt
    762.2 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
    747.9 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    809.2 ms  ✓ FillArrays → FillArraysPDMatsExt
    675.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    718.3 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    776.5 ms  ✓ PDMats → StatsBaseExt
   2078.3 ms  ✓ RecursiveArrayTools
  28523.2 ms  ✓ Static
   1766.0 ms  ✓ StatsFuns
    720.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   5434.5 ms  ✓ NearestNeighbors
   4464.7 ms  ✓ ForwardDiff
    710.8 ms  ✓ BitTwiddlingConvenienceFunctions
   1401.8 ms  ✓ CPUSummary
    705.0 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
  13777.2 ms  ✓ FFTW
   1156.9 ms  ✓ Neighborhood
   1887.5 ms  ✓ Clustering
  27446.0 ms  ✓ Polynomials
   5733.7 ms  ✓ Distributions
    602.4 ms  ✓ FastPower → FastPowerForwardDiffExt
    791.3 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  10919.2 ms  ✓ SciMLBase
    784.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    576.8 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    592.8 ms  ✓ Roots → RootsForwardDiffExt
    620.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    728.4 ms  ✓ PolyesterWeave
   1007.4 ms  ✓ StateSpaceSets
   1011.4 ms  ✓ Polynomials → PolynomialsFFTWExt
   1279.8 ms  ✓ Distributions → DistributionsTestExt
    806.6 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1140.0 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
    852.1 ms  ✓ NLSolversBase
   1309.8 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
    999.4 ms  ✓ LineSearches
   1756.1 ms  ✓ DelayEmbeddings
   2553.1 ms  ✓ DSP
   4563.3 ms  ✓ BlackBoxOptim
   2523.4 ms  ✓ Optim
   1721.6 ms  ✓ Wavelets
   2994.1 ms  ✓ ComplexityMeasures
  18802.0 ms  ✓ StaticArrayInterface
    436.7 ms  ✓ CloseOpenIntervals
    526.8 ms  ✓ LayoutPointers
    541.1 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
    681.4 ms  ✓ StrideArraysCore
    567.2 ms  ✓ Polyester
    572.1 ms  ✓ FastBroadcast
    504.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   1638.3 ms  ✓ DiffEqBase
    857.6 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1010.5 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   2582.6 ms  ✓ OrdinaryDiffEqCore
    757.0 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   9964.4 ms  ✓ OrdinaryDiffEqTsit5
   1656.2 ms  ✓ DynamicalSystemsBase
   3192.8 ms  ✓ Attractors
  199 dependencies successfully precompiled in 95 seconds. 27 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +nightly --project=A/Attractors/Multistability-Of-Discrete-Time-Systems -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 471.72
	System time (seconds): 37.20
	Percent of CPU this job got: 251%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:22.15
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2536280
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 858
	Minor (reclaiming a frame) page faults: 12906324
	Voluntary context switches: 35257
	Involuntary context switches: 13913
	Swaps: 0
	File system inputs: 0
	File system outputs: 1076888
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
