nice: cannot set niceness: Permission denied
Precompiling packages...
   1552.7 ms  ✓ OpenSSL_jll
   1596.4 ms  ✓ UUIDs
   1628.6 ms  ✓ MozillaCACerts_jll
   1699.6 ms  ✓ Logging
   1693.9 ms  ✓ Unicode
   1720.8 ms  ✓ CompilerSupportLibraries_jll
   1798.3 ms  ✓ nghttp2_jll
   1818.0 ms  ✓ Zlib_jll
   1830.6 ms  ✓ NetworkOptions
   1922.8 ms  ✓ Base64
    669.7 ms  ✓ LibSSH2_jll
    635.2 ms  ✓ p7zip_jll
    756.0 ms  ✓ Printf
    481.3 ms  ✓ LibGit2_jll
    479.7 ms  ✓ LibCURL_jll
   3330.4 ms  ✓ ArgTools
    762.1 ms  ✓ LibCURL
    640.4 ms  ✓ Tar
   2914.4 ms  ✓ Dates
   3024.4 ms  ✓ LibGit2
    440.5 ms  ✓ TOML
   3005.5 ms  ✓ Downloads
   9212.1 ms  ✓ StyledStrings
   1670.4 ms  ✓ JuliaSyntaxHighlighting
   3792.0 ms  ✓ Markdown
  46007.6 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2492.8 ms  ✓ ConcreteStructs
   2489.3 ms  ✓ IteratorInterfaceExtensions
   2555.7 ms  ✓ Future
   2600.0 ms  ✓ ExprTools
   2609.7 ms  ✓ MuladdMacro
   2688.9 ms  ✓ StatsAPI
   2799.5 ms  ✓ PositiveFactorizations
   3361.7 ms  ✓ AbstractFFTs
   4282.4 ms  ✓ ADTypes
   4377.9 ms  ✓ Serialization
   2502.4 ms  ✓ OpenLibm_jll
   2493.4 ms  ✓ CommonSolve
   3001.9 ms  ✓ InverseFunctions
   5496.5 ms  ✓ InitialValues
   5583.3 ms  ✓ FillArrays
   5792.7 ms  ✓ Combinatorics
   3109.4 ms  ✓ SuiteSparse_jll
   3527.6 ms  ✓ Statistics
   3496.8 ms  ✓ IterTools
   2943.5 ms  ✓ ManualMemory
   2711.2 ms  ✓ EnumX
   2300.1 ms  ✓ SIMDTypes
   2508.8 ms  ✓ Reexport
   2403.7 ms  ✓ CompositionsBase
   4301.0 ms  ✓ Requires
   2921.2 ms  ✓ Mmap
   2793.3 ms  ✓ PtrArrays
   3605.7 ms  ✓ DocStringExtensions
   3519.4 ms  ✓ AbstractTrees
   2504.9 ms  ✓ FastPower
   5301.9 ms  ✓ SpatialIndexing
  10483.2 ms  ✓ Bessels
   2885.6 ms  ✓ HashArrayMappedTries
   2694.9 ms  ✓ TaskLocalValues
   2986.3 ms  ✓ StableTasks
   2684.2 ms  ✓ IfElse
  11714.2 ms  ✓ FunctionWrappers
   2754.8 ms  ✓ CPUTime
   2888.1 ms  ✓ CommonWorldInvalidations
   3862.4 ms  ✓ EnzymeCore
   2513.4 ms  ✓ FastClosures
   2780.3 ms  ✓ DataAPI
   2989.9 ms  ✓ ChunkSplitters
   3005.0 ms  ✓ SciMLPublic
   3004.7 ms  ✓ StaticArraysCore
   3097.4 ms  ✓ LoggingExtras
  11116.7 ms  ✓ OrderedCollections
   3935.3 ms  ✓ Preferences
   4298.0 ms  ✓ CpuId
   2489.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
  16394.2 ms  ✓ ExproniconLite
   5549.7 ms  ✓ LazyArtifacts
   2564.5 ms  ✓ FillArrays → FillArraysStatisticsExt
   2609.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   9705.1 ms  ✓ ConstructionBase
  13800.1 ms  ✓ IrrationalConstants
   3388.0 ms  ✓ Adapt
   3088.6 ms  ✓ AliasTables
   2503.9 ms  ✓ FunctionWrappersWrappers
   2689.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   3104.1 ms  ✓ ScopedValues
   2605.6 ms  ✓ DiffResults
   9007.1 ms  ✓ RuntimeGeneratedFunctions
  10308.9 ms  ✓ Compat
  20396.9 ms  ✓ MacroTools
   9511.3 ms  ✓ NaNMath
   2896.8 ms  ✓ PrecompileTools
   3585.6 ms  ✓ JLLWrappers
   2389.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
