nice: cannot set niceness: Permission denied
Precompiling packages...
   1646.7 ms  ✓ OpenSSL_jll
   1698.6 ms  ✓ UUIDs
   1692.4 ms  ✓ Zlib_jll
   1704.2 ms  ✓ MozillaCACerts_jll
   1716.5 ms  ✓ Logging
   1783.2 ms  ✓ nghttp2_jll
   1827.7 ms  ✓ Unicode
   1863.2 ms  ✓ CompilerSupportLibraries_jll
   1890.4 ms  ✓ Base64
   1914.8 ms  ✓ NetworkOptions
    635.7 ms  ✓ LibSSH2_jll
    602.5 ms  ✓ p7zip_jll
    722.7 ms  ✓ Printf
    499.9 ms  ✓ LibGit2_jll
    498.5 ms  ✓ LibCURL_jll
   3265.2 ms  ✓ ArgTools
    768.6 ms  ✓ LibCURL
    652.9 ms  ✓ Tar
   2895.2 ms  ✓ Dates
   3011.6 ms  ✓ LibGit2
    436.4 ms  ✓ TOML
   2978.7 ms  ✓ Downloads
   9306.3 ms  ✓ StyledStrings
   1658.6 ms  ✓ JuliaSyntaxHighlighting
   3715.6 ms  ✓ Markdown
  46237.6 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2533.4 ms  ✓ Future
   2616.6 ms  ✓ MuladdMacro
   2715.2 ms  ✓ ConcreteStructs
   2715.2 ms  ✓ IteratorInterfaceExtensions
   2816.6 ms  ✓ StatsAPI
   2932.9 ms  ✓ ExprTools
   3015.2 ms  ✓ PositiveFactorizations
   3321.4 ms  ✓ AbstractFFTs
   4295.3 ms  ✓ Serialization
   4416.5 ms  ✓ ADTypes
   2602.1 ms  ✓ OpenLibm_jll
   2593.4 ms  ✓ CommonSolve
   5418.5 ms  ✓ FillArrays
   3005.7 ms  ✓ InverseFunctions
   5842.9 ms  ✓ Combinatorics
   3227.0 ms  ✓ Statistics
   3006.5 ms  ✓ SuiteSparse_jll
   6003.9 ms  ✓ InitialValues
   2896.8 ms  ✓ ManualMemory
   3820.9 ms  ✓ IterTools
   2700.9 ms  ✓ EnumX
   2481.7 ms  ✓ Reexport
   2493.0 ms  ✓ SIMDTypes
   2692.1 ms  ✓ CompositionsBase
   3005.4 ms  ✓ Mmap
   4611.6 ms  ✓ Requires
   3480.9 ms  ✓ DocStringExtensions
   3377.4 ms  ✓ AbstractTrees
   2702.7 ms  ✓ PtrArrays
   2673.4 ms  ✓ FastPower
   2725.4 ms  ✓ HashArrayMappedTries
   5411.4 ms  ✓ SpatialIndexing
   2895.2 ms  ✓ TaskLocalValues
  11538.0 ms  ✓ FunctionWrappers
  11612.3 ms  ✓ Bessels
   2683.4 ms  ✓ IfElse
   2832.4 ms  ✓ StableTasks
   2589.7 ms  ✓ CPUTime
   3191.0 ms  ✓ CommonWorldInvalidations
   2702.6 ms  ✓ DataAPI
   2576.4 ms  ✓ FastClosures
   2791.2 ms  ✓ ChunkSplitters
   4701.2 ms  ✓ EnzymeCore
   3007.0 ms  ✓ SciMLPublic
   2906.7 ms  ✓ StaticArraysCore
   3399.7 ms  ✓ LoggingExtras
  10893.9 ms  ✓ OrderedCollections
   4102.3 ms  ✓ Preferences
   4570.9 ms  ✓ CpuId
   2599.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2703.3 ms  ✓ FillArrays → FillArraysStatisticsExt
  17806.3 ms  ✓ ExproniconLite
  11908.4 ms  ✓ Distances
   9097.6 ms  ✓ ConstructionBase
   5593.5 ms  ✓ LazyArtifacts
   2867.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2900.6 ms  ✓ Adapt
   2798.0 ms  ✓ ScopedValues
   2398.7 ms  ✓ FunctionWrappersWrappers
   3089.7 ms  ✓ AliasTables
   8922.4 ms  ✓ RuntimeGeneratedFunctions
   2633.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
  20001.1 ms  ✓ MacroTools
  11080.4 ms  ✓ Compat
   9603.8 ms  ✓ NaNMath
   2714.5 ms  ✓ PrecompileTools
   3072.6 ms  ✓ DiffResults
  10499.0 ms  ✓ Missings
   3195.8 ms  ✓ JLLWrappers
   3499.4 ms  ✓ SciMLLogging
   2501.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2329.9 ms  ✓ EnzymeCore → AdaptExt
   2521.1 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2697.4 ms  ✓ Compat → CompatLinearAlgebraExt
  15002.6 ms  ✓ InteractiveUtils
   3295.5 ms  ✓ CommonSubexpressions
   3397.5 ms  ✓ GPUArraysCore
  13818.0 ms  ✓ DifferentiationInterface
  12394.6 ms  ✓ ThreadingUtilities
  14809.8 ms  ✓ IrrationalConstants
  10006.9 ms  ✓ DataStructures
   4013.8 ms  ✓ Rmath_jll
   4016.2 ms  ✓ FFTW_jll
   3898.3 ms  ✓ OpenSpecFun_jll
  10065.8 ms  ✓ Jieko
   9421.1 ms  ✓ ArrayInterface
   6894.1 ms  ✓ IntelOpenMP_jll
   3004.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   3883.1 ms  ✓ SortingAlgorithms
   8982.7 ms  ✓ RecipesBase
   4420.3 ms  ✓ TruncatedStacktraces
   4071.3 ms  ✓ LogExpFunctions
   6824.8 ms  ✓ Setfield
   9101.3 ms  ✓ oneTBB_jll
  17428.2 ms  ✓ Distributed
   2521.5 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2602.1 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2578.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4930.8 ms  ✓ Rmath
   4631.9 ms  ✓ PreallocationTools
   3189.9 ms  ✓ FiniteDiff
   3980.7 ms  ✓ ProgressMeter
   8806.7 ms  ✓ QuadGK
   6473.1 ms  ✓ SciMLStructures
   5599.2 ms  ✓ MKL_jll
  25921.6 ms  ✓ SparseArrays
   2403.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   3375.3 ms  ✓ SuiteSparse
   3403.8 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   3503.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3591.8 ms  ✓ Statistics → SparseArraysExt
   3596.8 ms  ✓ Adapt → AdaptSparseArraysExt
   3675.2 ms  ✓ Distances → DistancesSparseArraysExt
   3875.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
  16988.8 ms  ✓ Accessors
  11405.6 ms  ✓ SpecialFunctions
   2527.9 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
  21779.9 ms  ✓ Static
