nice: cannot set niceness: Permission denied
Precompiling packages...
   1525.6 ms  ✓ OpenSSL_jll
   1496.8 ms  ✓ Logging
   1523.1 ms  ✓ UUIDs
   1598.1 ms  ✓ MozillaCACerts_jll
   1608.9 ms  ✓ NetworkOptions
   1704.8 ms  ✓ nghttp2_jll
   1708.8 ms  ✓ Unicode
   1711.0 ms  ✓ Zlib_jll
   1798.7 ms  ✓ CompilerSupportLibraries_jll
   1818.1 ms  ✓ Base64
    601.7 ms  ✓ LibSSH2_jll
    596.8 ms  ✓ p7zip_jll
    717.8 ms  ✓ Printf
    512.9 ms  ✓ LibCURL_jll
    522.3 ms  ✓ LibGit2_jll
   3221.5 ms  ✓ ArgTools
    758.1 ms  ✓ LibCURL
    710.9 ms  ✓ Tar
   3051.9 ms  ✓ Dates
   3011.4 ms  ✓ LibGit2
    428.6 ms  ✓ TOML
   3140.8 ms  ✓ Downloads
   9341.8 ms  ✓ StyledStrings
   1670.7 ms  ✓ JuliaSyntaxHighlighting
   3711.7 ms  ✓ Markdown
  46082.6 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2376.5 ms  ✓ IteratorInterfaceExtensions
   2494.1 ms  ✓ ConcreteStructs
   2580.9 ms  ✓ Future
   2595.1 ms  ✓ MuladdMacro
   2591.3 ms  ✓ StatsAPI
   2877.6 ms  ✓ PositiveFactorizations
   2980.0 ms  ✓ ExprTools
   3682.4 ms  ✓ AbstractFFTs
   3977.7 ms  ✓ ADTypes
   4179.4 ms  ✓ Serialization
   2606.1 ms  ✓ OpenLibm_jll
   2586.6 ms  ✓ CommonSolve
   5271.4 ms  ✓ FillArrays
   5478.0 ms  ✓ InitialValues
   2997.7 ms  ✓ InverseFunctions
   5882.4 ms  ✓ Combinatorics
   3308.9 ms  ✓ Statistics
   3098.2 ms  ✓ SuiteSparse_jll
   3408.5 ms  ✓ IterTools
   2800.2 ms  ✓ ManualMemory
   2403.3 ms  ✓ Reexport
   2709.0 ms  ✓ EnumX
   2510.3 ms  ✓ SIMDTypes
   2595.2 ms  ✓ CompositionsBase
   4486.5 ms  ✓ Requires
   2397.7 ms  ✓ PtrArrays
   2916.8 ms  ✓ Mmap
   3681.7 ms  ✓ DocStringExtensions
   3469.2 ms  ✓ AbstractTrees
   2490.3 ms  ✓ FastPower
  10269.4 ms  ✓ Bessels
   5499.5 ms  ✓ SpatialIndexing
   2778.4 ms  ✓ TaskLocalValues
  10792.6 ms  ✓ FunctionWrappers
   3190.0 ms  ✓ HashArrayMappedTries
   2563.3 ms  ✓ IfElse
   2521.6 ms  ✓ CommonWorldInvalidations
   2716.0 ms  ✓ CPUTime
   3798.7 ms  ✓ StableTasks
   2591.1 ms  ✓ DataAPI
   2593.4 ms  ✓ FastClosures
   4306.1 ms  ✓ EnzymeCore
   2801.9 ms  ✓ ChunkSplitters
   3102.0 ms  ✓ SciMLPublic
   3097.9 ms  ✓ StaticArraysCore
   3360.4 ms  ✓ LoggingExtras
  10707.8 ms  ✓ OrderedCollections
  15834.6 ms  ✓ ExproniconLite
   4096.3 ms  ✓ Preferences
   4173.8 ms  ✓ CpuId
   2590.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2792.8 ms  ✓ FillArrays → FillArraysStatisticsExt
   5215.1 ms  ✓ LazyArtifacts
   9686.1 ms  ✓ ConstructionBase
   2649.6 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2792.4 ms  ✓ Adapt
  13582.1 ms  ✓ IrrationalConstants
   3104.2 ms  ✓ AliasTables
   2602.8 ms  ✓ FunctionWrappersWrappers
   2617.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2700.4 ms  ✓ DiffResults
   8694.0 ms  ✓ RuntimeGeneratedFunctions
   4107.0 ms  ✓ ScopedValues
  19891.4 ms  ✓ MacroTools
   9695.2 ms  ✓ NaNMath
  11198.3 ms  ✓ Compat
   2414.1 ms  ✓ PrecompileTools
  10747.9 ms  ✓ Distances
   3191.5 ms  ✓ JLLWrappers
  13699.4 ms  ✓ InteractiveUtils
