nice: cannot set niceness: Permission denied
Precompiling packages...
    410.0 ms  ✓ CPUTime
    416.1 ms  ✓ Reexport
    547.1 ms  ✓ ConstructionBase
    451.5 ms  ✓ StatsAPI
    603.6 ms  ✓ IterTools
    468.1 ms  ✓ CommonSolve
   1343.6 ms  ✓ IrrationalConstants
   1044.8 ms  ✓ Combinatorics
    583.0 ms  ✓ StableTasks
    548.9 ms  ✓ StaticArraysCore
    630.1 ms  ✓ Statistics
    517.7 ms  ✓ ChunkSplitters
    442.6 ms  ✓ IfElse
    854.5 ms  ✓ SuiteSparse_jll
    449.6 ms  ✓ PtrArrays
    719.8 ms  ✓ EnzymeCore
    520.1 ms  ✓ TaskLocalValues
    591.8 ms  ✓ Mmap
    583.3 ms  ✓ ManualMemory
    602.6 ms  ✓ PositiveFactorizations
    485.6 ms  ✓ DataAPI
    429.4 ms  ✓ CommonWorldInvalidations
    833.2 ms  ✓ SciMLPublic
    413.7 ms  ✓ Future
    427.6 ms  ✓ FastPower
    449.1 ms  ✓ CompositionsBase
    516.4 ms  ✓ InverseFunctions
    635.5 ms  ✓ AbstractTrees
    501.6 ms  ✓ MuladdMacro
    581.0 ms  ✓ EnumX
    717.4 ms  ✓ AbstractFFTs
   2293.8 ms  ✓ ExproniconLite
   1424.6 ms  ✓ InitialValues
   5797.5 ms  ✓ MacroTools
    557.9 ms  ✓ ExprTools
    711.5 ms  ✓ OpenLibm_jll
    421.8 ms  ✓ ConcreteStructs
   1127.9 ms  ✓ FillArrays
    912.8 ms  ✓ SpatialIndexing
    656.4 ms  ✓ OrderedCollections
    494.4 ms  ✓ HashArrayMappedTries
    723.9 ms  ✓ ADTypes
    721.2 ms  ✓ Serialization
   1773.2 ms  ✓ Bessels
    675.6 ms  ✓ DocStringExtensions
    498.1 ms  ✓ FastClosures
    439.8 ms  ✓ SIMDTypes
    445.2 ms  ✓ IteratorInterfaceExtensions
    765.0 ms  ✓ Requires
    581.9 ms  ✓ LoggingExtras
    767.9 ms  ✓ CpuId
    586.4 ms  ✓ Compat
   1293.3 ms  ✓ InteractiveUtils
    878.2 ms  ✓ LazyArtifacts
    517.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    494.7 ms  ✓ DiffResults
    560.8 ms  ✓ AliasTables
   3827.3 ms  ✓ FunctionWrappers
    809.5 ms  ✓ Distances
    540.1 ms  ✓ Missings
    471.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2139.9 ms  ✓ Preferences
    468.8 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1263.7 ms  ✓ ThreadingUtilities
    578.5 ms  ✓ CommonSubexpressions
    545.2 ms  ✓ NaNMath
    500.7 ms  ✓ FillArrays → FillArraysStatisticsExt
    473.5 ms  ✓ ScopedValues
    418.5 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    415.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1998.5 ms  ✓ Jieko
   1132.6 ms  ✓ DifferentiationInterface
   1810.6 ms  ✓ DataStructures
    450.9 ms  ✓ RuntimeGeneratedFunctions
    732.4 ms  ✓ LogExpFunctions
    571.1 ms  ✓ Adapt
    548.4 ms  ✓ Compat → CompatLinearAlgebraExt
   3969.7 ms  ✓ TimerOutputs
    485.7 ms  ✓ FunctionWrappersWrappers
   2853.4 ms  ✓ Distributed
    450.6 ms  ✓ PrecompileTools
    555.6 ms  ✓ JLLWrappers
   1539.8 ms  ✓ Setfield
    633.8 ms  ✓ SciMLLogging
    573.6 ms  ✓ TruncatedStacktraces
    531.4 ms  ✓ SortingAlgorithms
   4500.1 ms  ✓ SparseArrays
    418.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    971.2 ms  ✓ QuadGK
    612.7 ms  ✓ ArrayInterface
   2488.7 ms  ✓ Accessors
    649.8 ms  ✓ GPUArraysCore
    476.7 ms  ✓ EnzymeCore → AdaptExt
    805.4 ms  ✓ ProgressMeter
   1899.6 ms  ✓ RecipesBase
   9681.0 ms  ✓ Test
    789.6 ms  ✓ Rmath_jll
    830.4 ms  ✓ OpenSpecFun_jll
   1360.3 ms  ✓ IntelOpenMP_jll
  10795.2 ms  ✓ Moshi
    687.8 ms  ✓ FFTW_jll
   1230.8 ms  ✓ oneTBB_jll
    651.8 ms  ✓ Statistics → SparseArraysExt
    764.2 ms  ✓ FillArrays → FillArraysSparseArraysExt
