nice: cannot set niceness: Permission denied
Precompiling packages...
   1935.0 ms  ✓ LazyArtifacts
   1949.9 ms  ✓ MuladdMacro
   2004.7 ms  ✓ IteratorInterfaceExtensions
   2037.7 ms  ✓ StatsAPI
   2150.6 ms  ✓ ConcreteStructs
   2233.6 ms  ✓ ExprTools
   2342.5 ms  ✓ PositiveFactorizations
   2811.0 ms  ✓ AbstractFFTs
   3035.8 ms  ✓ ADTypes
   1743.7 ms  ✓ CommonSolve
   1890.7 ms  ✓ OpenLibm_jll
   3952.1 ms  ✓ FunctionWrappers
   4189.9 ms  ✓ Combinatorics
   4203.0 ms  ✓ InitialValues
   2207.8 ms  ✓ CompilerSupportLibraries_jll
   2340.9 ms  ✓ InverseFunctions
   4501.9 ms  ✓ FillArrays
   2361.8 ms  ✓ SuiteSparse_jll
   2186.6 ms  ✓ ManualMemory
   3002.8 ms  ✓ IterTools
   1799.4 ms  ✓ EnumX
   2304.0 ms  ✓ Requires
   2094.7 ms  ✓ Reexport
   1974.8 ms  ✓ SIMDTypes
   2669.0 ms  ✓ Compat
   2890.4 ms  ✓ OrderedCollections
   3492.7 ms  ✓ Preferences
   2635.2 ms  ✓ DocStringExtensions
   1714.5 ms  ✓ CompositionsBase
   8011.8 ms  ✓ Bessels
   3953.9 ms  ✓ SpatialIndexing
   1789.4 ms  ✓ FastPower
   3097.2 ms  ✓ AbstractTrees
   8405.8 ms  ✓ ExproniconLite
   1906.5 ms  ✓ TaskLocalValues
   2183.8 ms  ✓ PtrArrays
   2139.9 ms  ✓ HashArrayMappedTries
   2758.5 ms  ✓ StableTasks
   1902.8 ms  ✓ CPUTime
   3488.9 ms  ✓ CpuId
   2996.9 ms  ✓ EnzymeCore
   2018.1 ms  ✓ DataAPI
   2663.5 ms  ✓ IfElse
   2216.9 ms  ✓ CommonWorldInvalidations
   2073.5 ms  ✓ FastClosures
   2199.2 ms  ✓ ChunkSplitters
   2656.8 ms  ✓ ConstructionBase
   2100.9 ms  ✓ SciMLPublic
   5765.0 ms  ✓ IrrationalConstants
   9084.2 ms  ✓ Distributed
   2972.1 ms  ✓ LoggingExtras
   2339.9 ms  ✓ RuntimeGeneratedFunctions
   2036.2 ms  ✓ Compat → CompatLinearAlgebraExt
   3100.6 ms  ✓ StaticArraysCore
   2565.6 ms  ✓ Adapt
   2829.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2906.0 ms  ✓ NaNMath
  10625.4 ms  ✓ MacroTools
   3200.6 ms  ✓ FunctionWrappersWrappers
   2462.8 ms  ✓ PrecompileTools
  13797.9 ms  ✓ Test
   3024.6 ms  ✓ JLLWrappers
   2087.2 ms  ✓ ScopedValues
   2401.7 ms  ✓ AliasTables
   1709.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   4528.8 ms  ✓ ThreadingUtilities
   2001.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1945.8 ms  ✓ Missings
   2002.9 ms  ✓ DiffResults
   5499.9 ms  ✓ DifferentiationInterface
   2398.4 ms  ✓ SciMLLogging
   2277.7 ms  ✓ GPUArraysCore
   2540.8 ms  ✓ ArrayInterface
   3283.8 ms  ✓ LogExpFunctions
   1812.4 ms  ✓ EnzymeCore → AdaptExt
   2001.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   3499.7 ms  ✓ ProgressMeter
   2196.9 ms  ✓ TruncatedStacktraces
   2106.7 ms  ✓ CommonSubexpressions
   7899.2 ms  ✓ DataStructures
   2505.5 ms  ✓ IntelOpenMP_jll
   1892.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2784.1 ms  ✓ Rmath_jll
   2442.8 ms  ✓ FFTW_jll
   3098.0 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2500.3 ms  ✓ OpenSpecFun_jll
   3607.6 ms  ✓ Static
   2995.1 ms  ✓ oneTBB_jll
   8531.5 ms  ✓ Jieko
   2032.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1991.1 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2196.5 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   5461.2 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
