nice: cannot set niceness: Permission denied
Precompiling packages...
    446.8 ms  ✓ CPUTime
    453.0 ms  ✓ Reexport
    589.1 ms  ✓ ConstructionBase
    482.2 ms  ✓ StatsAPI
    643.7 ms  ✓ IterTools
   1348.1 ms  ✓ IrrationalConstants
    485.1 ms  ✓ CommonSolve
   1064.5 ms  ✓ Combinatorics
    595.0 ms  ✓ StableTasks
    630.3 ms  ✓ Statistics
    565.3 ms  ✓ StaticArraysCore
    551.6 ms  ✓ ChunkSplitters
    981.4 ms  ✓ SuiteSparse_jll
    458.9 ms  ✓ PtrArrays
    724.9 ms  ✓ EnzymeCore
    829.5 ms  ✓ Distances
    487.4 ms  ✓ TaskLocalValues
    565.3 ms  ✓ Mmap
    544.9 ms  ✓ ManualMemory
    586.3 ms  ✓ PositiveFactorizations
    498.0 ms  ✓ DataAPI
    455.0 ms  ✓ CommonWorldInvalidations
    453.5 ms  ✓ Future
   1010.8 ms  ✓ SciMLPublic
    443.2 ms  ✓ FastPower
    540.0 ms  ✓ InverseFunctions
    474.8 ms  ✓ CompositionsBase
    687.7 ms  ✓ AbstractTrees
    580.0 ms  ✓ MuladdMacro
   2423.1 ms  ✓ ExproniconLite
    776.5 ms  ✓ AbstractFFTs
   5871.6 ms  ✓ MacroTools
    614.1 ms  ✓ EnumX
   1589.0 ms  ✓ InitialValues
    492.4 ms  ✓ ExprTools
    841.8 ms  ✓ OpenLibm_jll
    478.9 ms  ✓ ConcreteStructs
    959.2 ms  ✓ SpatialIndexing
   1114.3 ms  ✓ FillArrays
    682.9 ms  ✓ OrderedCollections
    507.3 ms  ✓ HashArrayMappedTries
    714.0 ms  ✓ ADTypes
    793.1 ms  ✓ Serialization
    686.2 ms  ✓ DocStringExtensions
   1768.0 ms  ✓ Bessels
    544.7 ms  ✓ FastClosures
    481.1 ms  ✓ SIMDTypes
    457.3 ms  ✓ IteratorInterfaceExtensions
    816.2 ms  ✓ Requires
    805.3 ms  ✓ CpuId
    646.5 ms  ✓ LoggingExtras
    617.5 ms  ✓ Compat
   1432.5 ms  ✓ InteractiveUtils
