nice: cannot set niceness: Permission denied
Precompiling packages...
   1476.2 ms  ✓ UUIDs
   1477.2 ms  ✓ Logging
   1576.6 ms  ✓ Zlib_jll
   1657.1 ms  ✓ MozillaCACerts_jll
   1689.5 ms  ✓ OpenSSL_jll
   1658.2 ms  ✓ nghttp2_jll
   1661.5 ms  ✓ CompilerSupportLibraries_jll
   1672.4 ms  ✓ Unicode
   1689.6 ms  ✓ NetworkOptions
   1781.2 ms  ✓ Base64
    474.3 ms  ✓ LibSSH2_jll
    549.6 ms  ✓ p7zip_jll
    661.3 ms  ✓ Printf
    491.4 ms  ✓ LibGit2_jll
    491.7 ms  ✓ LibCURL_jll
   3272.8 ms  ✓ ArgTools
    762.3 ms  ✓ LibCURL
    647.2 ms  ✓ Tar
   2938.9 ms  ✓ Dates
   3111.4 ms  ✓ LibGit2
    464.2 ms  ✓ TOML
   3092.3 ms  ✓ Downloads
   9255.5 ms  ✓ StyledStrings
   1718.6 ms  ✓ JuliaSyntaxHighlighting
   3874.8 ms  ✓ Markdown
  47580.9 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2282.5 ms  ✓ IteratorInterfaceExtensions
   2357.2 ms  ✓ ConcreteStructs
   2485.7 ms  ✓ StatsAPI
   2484.9 ms  ✓ Future
   2686.1 ms  ✓ ExprTools
   2670.4 ms  ✓ OpenLibm_jll
   2776.2 ms  ✓ PositiveFactorizations
   3599.9 ms  ✓ AbstractFFTs
   3961.6 ms  ✓ Serialization
   4078.0 ms  ✓ Gamma
   4349.3 ms  ✓ ADTypes
   2308.8 ms  ✓ CommonSolve
   2769.2 ms  ✓ InverseFunctions
   5084.4 ms  ✓ FillArrays
   5189.1 ms  ✓ InitialValues
   5690.2 ms  ✓ Combinatorics
   3095.9 ms  ✓ SuiteSparse_jll
   3521.0 ms  ✓ Statistics
   3400.7 ms  ✓ IterTools
   2603.4 ms  ✓ EnumX
   2632.9 ms  ✓ Reexport
   2794.9 ms  ✓ Mmap
   2401.4 ms  ✓ CompositionsBase
   3376.2 ms  ✓ DocStringExtensions
   3133.2 ms  ✓ AbstractTrees
   4593.8 ms  ✓ Requires
   2497.4 ms  ✓ PtrArrays
   2606.9 ms  ✓ FastPower
   2785.5 ms  ✓ HashArrayMappedTries
   4970.2 ms  ✓ SpatialIndexing
   2793.8 ms  ✓ TaskLocalValues
   3007.8 ms  ✓ StableTasks
  10879.3 ms  ✓ Bessels
   3007.3 ms  ✓ Inflate
   2703.4 ms  ✓ PackageExtensionCompat
   2907.3 ms  ✓ DataAPI
   3283.6 ms  ✓ VectorInterface
   2600.5 ms  ✓ FastClosures
   3159.0 ms  ✓ Adapt
   3822.4 ms  ✓ EnzymeCore
   3036.0 ms  ✓ ChunkSplitters
  12185.1 ms  ✓ FunctionWrappers
   2813.0 ms  ✓ SciMLPublic
  10212.3 ms  ✓ OrderedCollections
   3058.5 ms  ✓ StaticArraysCore
   2891.6 ms  ✓ BinaryHeaps
   3178.8 ms  ✓ LoggingExtras
   3890.5 ms  ✓ Preferences
   3033.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5672.3 ms  ✓ LazyArtifacts
   5097.0 ms  ✓ HypergeometricFunctions
   2593.7 ms  ✓ FillArrays → FillArraysStatisticsExt
   9602.8 ms  ✓ ConstructionBase
   2409.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  14099.5 ms  ✓ IrrationalConstants
   2510.3 ms  ✓ ScopedValues
   2929.7 ms  ✓ AliasTables
   9978.1 ms  ✓ Compat
   9298.3 ms  ✓ RuntimeGeneratedFunctions
   9789.5 ms  ✓ NaNMath
   2256.7 ms  ✓ EnzymeCore → AdaptExt
   3485.9 ms  ✓ GPUArraysCore
   3312.2 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
  21184.5 ms  ✓ TimerOutputs
   2606.9 ms  ✓ DiffResults
  13606.7 ms  ✓ InteractiveUtils
   3392.9 ms  ✓ JLLWrappers
   3300.2 ms  ✓ PrecompileTools
  12598.6 ms  ✓ DifferentiationInterface
   2399.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3300.5 ms  ✓ SciMLLogging
   2503.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  12099.8 ms  ✓ Distances
   9180.6 ms  ✓ KrylovKit
   9379.2 ms  ✓ Missings
   2590.0 ms  ✓ Compat → CompatLinearAlgebraExt
   9586.6 ms  ✓ ArrayInterface
   3999.0 ms  ✓ LogExpFunctions
  16006.2 ms  ✓ Distributed
   3925.2 ms  ✓ Rmath_jll
   2499.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   3801.9 ms  ✓ OpenSpecFun_jll
   2191.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   4308.7 ms  ✓ FFTW_jll
  19019.8 ms  ✓ MacroTools
   2478.8 ms  ✓ ArrayInterface → ArrayInterfaceFillArraysExt
   3199.1 ms  ✓ FastBroadcast
  10028.8 ms  ✓ DataStructures
   5028.6 ms  ✓ MuladdMacro
   2609.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   6486.6 ms  ✓ IntelOpenMP_jll
   6887.3 ms  ✓ oneTBB_jll
   2498.3 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2992.1 ms  ✓ CommonSubexpressions
   4394.3 ms  ✓ PoissonRandom
   4310.2 ms  ✓ ProgressMeter
   4107.8 ms  ✓ Rmath
   3479.0 ms  ✓ TruncatedStacktraces
   8836.2 ms  ✓ RecipesBase
   3703.7 ms  ✓ MaybeInplace
   4070.1 ms  ✓ SimpleTraits
   2516.9 ms  ✓ SortingAlgorithms
   6916.4 ms  ✓ PreallocationTools
   5730.2 ms  ✓ Setfield
   8395.8 ms  ✓ SciMLStructures
  24825.0 ms  ✓ SparseArrays
   1769.5 ms  ✓ FiniteDiff
   4887.4 ms  ✓ MKL_jll
   2984.7 ms  ✓ SuiteSparse
   3117.3 ms  ✓ Adapt → AdaptSparseArraysExt
   3192.2 ms  ✓ Distances → DistancesSparseArraysExt
   3187.1 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   3121.0 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3229.4 ms  ✓ Statistics → SparseArraysExt
   3321.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
