nice: cannot set niceness: Permission denied
Precompiling packages...
   1623.5 ms  ✓ nghttp2_jll
   1628.5 ms  ✓ Logging
   1640.8 ms  ✓ UUIDs
   1704.2 ms  ✓ MozillaCACerts_jll
   1749.8 ms  ✓ OpenSSL_jll
   1736.9 ms  ✓ Zlib_jll
   1806.2 ms  ✓ CompilerSupportLibraries_jll
   1804.2 ms  ✓ Unicode
   1833.4 ms  ✓ NetworkOptions
   1831.1 ms  ✓ Base64
    516.4 ms  ✓ LibSSH2_jll
    550.6 ms  ✓ p7zip_jll
    646.4 ms  ✓ Printf
    468.7 ms  ✓ LibCURL_jll
    472.8 ms  ✓ LibGit2_jll
   3206.6 ms  ✓ ArgTools
    762.1 ms  ✓ LibCURL
    631.5 ms  ✓ Tar
   2976.7 ms  ✓ Dates
   3066.2 ms  ✓ LibGit2
    444.0 ms  ✓ TOML
   3032.1 ms  ✓ Downloads
   9449.0 ms  ✓ StyledStrings
   1772.8 ms  ✓ JuliaSyntaxHighlighting
   3972.4 ms  ✓ Markdown
  47063.2 ms  ✓ Pkg
  26 dependencies successfully precompiled in 62 seconds
Precompiling packages...
   2417.4 ms  ✓ Future
   2424.2 ms  ✓ ConcreteStructs
   2429.8 ms  ✓ IteratorInterfaceExtensions
   2428.6 ms  ✓ StatsAPI
   2706.5 ms  ✓ ExprTools
   2922.1 ms  ✓ PositiveFactorizations
   2954.0 ms  ✓ OpenLibm_jll
   3217.4 ms  ✓ AbstractFFTs
   3908.0 ms  ✓ ADTypes
   3920.6 ms  ✓ Gamma
   4508.4 ms  ✓ Serialization
   2488.5 ms  ✓ CommonSolve
   2805.1 ms  ✓ InverseFunctions
   5273.3 ms  ✓ FillArrays
   5298.6 ms  ✓ InitialValues
   2816.8 ms  ✓ SuiteSparse_jll
   3296.9 ms  ✓ Statistics
   3404.9 ms  ✓ IterTools
   5920.5 ms  ✓ Combinatorics
   3007.5 ms  ✓ EnumX
   2584.4 ms  ✓ Reexport
   4697.2 ms  ✓ Requires
   2813.1 ms  ✓ Mmap
   2684.1 ms  ✓ CompositionsBase
   2497.4 ms  ✓ PtrArrays
   2313.1 ms  ✓ FastPower
   3372.6 ms  ✓ DocStringExtensions
   3463.4 ms  ✓ AbstractTrees
   2872.7 ms  ✓ HashArrayMappedTries
   5385.1 ms  ✓ SpatialIndexing
   9792.4 ms  ✓ Bessels
   3004.8 ms  ✓ TaskLocalValues
   3315.1 ms  ✓ StableTasks
   2624.0 ms  ✓ DataAPI
   2800.7 ms  ✓ Inflate
   3093.8 ms  ✓ VectorInterface
   3080.8 ms  ✓ Adapt
   2834.5 ms  ✓ FastClosures
   3100.5 ms  ✓ PackageExtensionCompat
   3899.2 ms  ✓ EnzymeCore
   2906.6 ms  ✓ ChunkSplitters
   2510.6 ms  ✓ SciMLPublic
  12613.1 ms  ✓ FunctionWrappers
   2592.9 ms  ✓ BinaryHeaps
   3381.9 ms  ✓ StaticArraysCore
  10420.4 ms  ✓ OrderedCollections
   3013.9 ms  ✓ LoggingExtras
   3921.7 ms  ✓ Preferences
   2382.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5063.3 ms  ✓ LazyArtifacts
   5185.3 ms  ✓ HypergeometricFunctions
   2433.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   3296.9 ms  ✓ FillArrays → FillArraysStatisticsExt
  10093.4 ms  ✓ ConstructionBase
  14123.7 ms  ✓ IrrationalConstants
   2741.6 ms  ✓ AliasTables
   2512.7 ms  ✓ ScopedValues
  10318.5 ms  ✓ Compat
   3599.0 ms  ✓ GPUArraysCore
   9810.0 ms  ✓ NaNMath
  19285.9 ms  ✓ MacroTools
