nice: cannot set niceness: Permission denied
Precompiling packages...
   1909.1 ms  ✓ LazyArtifacts
   1987.2 ms  ✓ IteratorInterfaceExtensions
   1990.7 ms  ✓ ConcreteStructs
   1991.6 ms  ✓ MuladdMacro
   2006.4 ms  ✓ ExprTools
   2096.6 ms  ✓ StatsAPI
   2211.8 ms  ✓ PositiveFactorizations
   2796.8 ms  ✓ AbstractFFTs
   2982.6 ms  ✓ ADTypes
   3399.0 ms  ✓ FunctionWrappers
   1615.3 ms  ✓ CommonSolve
   1798.4 ms  ✓ OpenLibm_jll
   3847.8 ms  ✓ InitialValues
   2097.1 ms  ✓ CompilerSupportLibraries_jll
   4279.5 ms  ✓ Combinatorics
   2196.9 ms  ✓ InverseFunctions
   4283.1 ms  ✓ FillArrays
   2379.7 ms  ✓ SuiteSparse_jll
   2710.9 ms  ✓ IterTools
   2101.1 ms  ✓ ManualMemory
   1710.6 ms  ✓ Reexport
   1903.7 ms  ✓ EnumX
   1785.5 ms  ✓ SIMDTypes
   2299.6 ms  ✓ Requires
   2591.9 ms  ✓ Compat
   2803.7 ms  ✓ OrderedCollections
   3209.5 ms  ✓ Preferences
   2806.2 ms  ✓ DocStringExtensions
   2794.4 ms  ✓ AbstractTrees
   1809.7 ms  ✓ PtrArrays
   1914.5 ms  ✓ CompositionsBase
   7984.9 ms  ✓ ExproniconLite
   8040.2 ms  ✓ Bessels
   2003.7 ms  ✓ FastPower
   4141.8 ms  ✓ SpatialIndexing
   2222.3 ms  ✓ HashArrayMappedTries
   2384.5 ms  ✓ TaskLocalValues
   2297.5 ms  ✓ StableTasks
   2097.6 ms  ✓ IfElse
   1797.7 ms  ✓ CommonWorldInvalidations
   1925.9 ms  ✓ CPUTime
   1798.7 ms  ✓ FastClosures
   3716.1 ms  ✓ CpuId
   2322.9 ms  ✓ DataAPI
   2599.6 ms  ✓ ConstructionBase
   8398.7 ms  ✓ Distributed
   3196.7 ms  ✓ EnzymeCore
   2101.3 ms  ✓ SciMLPublic
   2799.0 ms  ✓ ChunkSplitters
   6103.6 ms  ✓ IrrationalConstants
   2699.9 ms  ✓ StaticArraysCore
   3405.9 ms  ✓ LoggingExtras
   2193.7 ms  ✓ FunctionWrappersWrappers
   2484.9 ms  ✓ RuntimeGeneratedFunctions
   2497.4 ms  ✓ NaNMath
   2509.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2323.1 ms  ✓ Compat → CompatLinearAlgebraExt
  13309.5 ms  ✓ Test
   2902.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2712.8 ms  ✓ Adapt
  10800.1 ms  ✓ MacroTools
   2514.7 ms  ✓ JLLWrappers
   2304.6 ms  ✓ AliasTables
   2015.9 ms  ✓ ScopedValues
   2697.5 ms  ✓ PrecompileTools
   2188.5 ms  ✓ Missings
   5488.9 ms  ✓ DifferentiationInterface
   1988.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1982.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2409.1 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2401.7 ms  ✓ SciMLLogging
   1885.4 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   1889.8 ms  ✓ DiffResults
   3286.6 ms  ✓ ProgressMeter
   2105.5 ms  ✓ EnzymeCore → AdaptExt
   4603.8 ms  ✓ ThreadingUtilities
   3499.0 ms  ✓ LogExpFunctions
   2593.0 ms  ✓ GPUArraysCore
   2099.1 ms  ✓ CommonSubexpressions
   2316.2 ms  ✓ TruncatedStacktraces
   3388.6 ms  ✓ ArrayInterface
   8994.3 ms  ✓ TimerOutputs
   2819.4 ms  ✓ Rmath_jll
   5689.9 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   2906.8 ms  ✓ oneTBB_jll
   3091.6 ms  ✓ IntelOpenMP_jll
   7476.4 ms  ✓ Jieko
   2693.1 ms  ✓ FFTW_jll
   2398.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2792.3 ms  ✓ OpenSpecFun_jll
   9360.5 ms  ✓ DataStructures
   2104.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   1897.3 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1820.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3980.0 ms  ✓ Static
   2733.0 ms  ✓ SciMLStructures
   3391.9 ms  ✓ MaybeInplace
   6606.3 ms  ✓ Setfield
   2601.5 ms  ✓ MKL_jll
   2263.5 ms  ✓ SortingAlgorithms
   3201.2 ms  ✓ Rmath
   5621.9 ms  ✓ RecipesBase
   1820.9 ms  ✓ BitTwiddlingConvenienceFunctions
   4194.6 ms  ✓ PreallocationTools
   3309.7 ms  ✓ QuadGK
   2402.6 ms  ✓ FiniteDiff
   2812.2 ms  ✓ CPUSummary
   7012.0 ms  ✓ Accessors
  15289.8 ms  ✓ SparseArrays
   4300.3 ms  ✓ StaticArrayInterface
   1902.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1988.0 ms  ✓ PolyesterWeave
   1998.4 ms  ✓ Accessors → LinearAlgebraExt
   2204.6 ms  ✓ SuiteSparse
   2405.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2589.1 ms  ✓ Adapt → AdaptSparseArraysExt
   2596.0 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2907.1 ms  ✓ Statistics
   2110.3 ms  ✓ CloseOpenIntervals
   2606.0 ms  ✓ LayoutPointers
   2407.6 ms  ✓ Accessors → TestExt
   2408.6 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   9907.0 ms  ✓ SpecialFunctions
   3706.0 ms  ✓ BangBang
   2599.3 ms  ✓ FillArrays → FillArraysStatisticsExt
   3802.4 ms  ✓ PDMats
   3803.3 ms  ✓ Distances
   2602.6 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3594.0 ms  ✓ StrideArraysCore
   2525.1 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   5395.6 ms  ✓ SymbolicIndexingInterface
   2596.4 ms  ✓ DiffRules
   2592.8 ms  ✓ FillArrays → FillArraysPDMatsExt
   4182.0 ms  ✓ HypergeometricFunctions
   7394.8 ms  ✓ SciMLOperators
   2193.6 ms  ✓ Distances → DistancesSparseArraysExt
   3522.8 ms  ✓ OhMyThreads
   2494.8 ms  ✓ Polyester
   1902.5 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   8264.1 ms  ✓ StatsBase
   2270.8 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   2185.9 ms  ✓ OhMyThreads → MarkdownExt
   2997.1 ms  ✓ FastBroadcast
  11707.3 ms  ✓ Roots
   3039.4 ms  ✓ PDMats → StatsBaseExt
   6412.2 ms  ✓ StatsFuns
   2397.6 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
  27323.5 ms  ✓ StaticArrays
  22493.2 ms  ✓ FFTW
  13366.2 ms  ✓ ForwardDiff
   2761.6 ms  ✓ Adapt → AdaptStaticArraysExt
   2879.2 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   2977.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3258.5 ms  ✓ FillArrays → FillArraysStaticArraysExt
  14884.7 ms  ✓ RecursiveArrayTools
   4272.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3303.1 ms  ✓ FastPower → FastPowerForwardDiffExt
   3592.4 ms  ✓ Roots → RootsForwardDiffExt
   3401.6 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   4225.9 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   3811.6 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   4159.9 ms  ✓ Accessors → StaticArraysExt
   4700.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   3904.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   4205.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
  32134.8 ms  ✓ Moshi
   4584.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   6103.4 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   2945.5 ms  ✓ BangBang → BangBangStaticArraysExt
   2727.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   3009.6 ms  ✓ NLSolversBase
  36302.5 ms  ✓ Parsers
    983.9 ms  ✓ LineSearches
   1231.3 ms  ✓ JSON
  15761.0 ms  ✓ Distributions
   8742.2 ms  ✓ NearestNeighbors
   1367.8 ms  ✓ Distributions → DistributionsTestExt
   1174.1 ms  ✓ Neighborhood
   3306.9 ms  ✓ Optim
   1685.6 ms  ✓ Clustering
    900.3 ms  ✓ StateSpaceSets
   3587.4 ms  ✓ BlackBoxOptim
   1454.3 ms  ✓ DelayEmbeddings
  40252.1 ms  ✓ Polynomials
  11681.4 ms  ✓ SciMLBase
    932.8 ms  ✓ Polynomials → PolynomialsRecipesBaseExt
    982.8 ms  ✓ Polynomials → PolynomialsFFTWExt
    852.8 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1069.6 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
   1128.9 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   1895.8 ms  ✓ DSP
   1823.1 ms  ✓ SciMLJacobianOperators
   1470.2 ms  ✓ Wavelets
   2322.6 ms  ✓ ComplexityMeasures
   4089.9 ms  ✓ NonlinearSolveBase
    854.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   1041.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   2671.7 ms  ✓ BracketingNonlinearSolve
   1014.9 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   1973.7 ms  ✓ DiffEqBase
    872.0 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1026.8 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   2821.4 ms  ✓ OrdinaryDiffEqCore
   1006.1 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
   3954.5 ms  ✓ OrdinaryDiffEqTsit5
   1904.8 ms  ✓ DynamicalSystemsBase
   3005.9 ms  ✓ Attractors
  207 dependencies successfully precompiled in 93 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=A/Attractors/Multistability-Of-Discrete-Time-Systems -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 298.75
	System time (seconds): 38.27
	Percent of CPU this job got: 357%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 1:34.26
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 925448
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 678
	Minor (reclaiming a frame) page faults: 9152124
	Voluntary context switches: 249089
	Involuntary context switches: 123797
	Swaps: 0
	File system inputs: 79328
	File system outputs: 756440
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
