nice: cannot set niceness: Permission denied
Precompiling packages...
   1867.5 ms  ✓ LazyArtifacts
   1915.3 ms  ✓ IteratorInterfaceExtensions
   1972.1 ms  ✓ StatsAPI
   2011.0 ms  ✓ MuladdMacro
   2014.0 ms  ✓ ConcreteStructs
   2193.0 ms  ✓ ExprTools
   2306.3 ms  ✓ PositiveFactorizations
   2821.2 ms  ✓ AbstractFFTs
   2866.2 ms  ✓ ADTypes
   3619.5 ms  ✓ FunctionWrappers
   1711.2 ms  ✓ CommonSolve
   1909.4 ms  ✓ OpenLibm_jll
   4055.5 ms  ✓ Combinatorics
   1999.0 ms  ✓ CompilerSupportLibraries_jll
   3919.3 ms  ✓ InitialValues
   2296.1 ms  ✓ InverseFunctions
   4423.4 ms  ✓ FillArrays
   2396.3 ms  ✓ SuiteSparse_jll
   2112.4 ms  ✓ ManualMemory
   3006.6 ms  ✓ IterTools
   1909.6 ms  ✓ EnumX
   1888.1 ms  ✓ Reexport
   2399.5 ms  ✓ Requires
   1852.0 ms  ✓ SIMDTypes
   2810.6 ms  ✓ Compat
   3284.5 ms  ✓ Preferences
   3200.1 ms  ✓ OrderedCollections
   2701.8 ms  ✓ DocStringExtensions
   2685.1 ms  ✓ AbstractTrees
   7672.8 ms  ✓ Bessels
   2178.1 ms  ✓ CompositionsBase
   4105.3 ms  ✓ SpatialIndexing
   8103.5 ms  ✓ ExproniconLite
   1911.7 ms  ✓ FastPower
   2198.8 ms  ✓ PtrArrays
   2082.7 ms  ✓ TaskLocalValues
   2231.7 ms  ✓ HashArrayMappedTries
   1896.7 ms  ✓ IfElse
   2890.5 ms  ✓ StableTasks
   2003.9 ms  ✓ CPUTime
   1978.1 ms  ✓ FastClosures
   3303.1 ms  ✓ CpuId
   2091.3 ms  ✓ CommonWorldInvalidations
   2498.3 ms  ✓ ConstructionBase
   2107.6 ms  ✓ ChunkSplitters
   2216.5 ms  ✓ DataAPI
   5393.7 ms  ✓ IrrationalConstants
   1992.7 ms  ✓ SciMLPublic
   3290.3 ms  ✓ EnzymeCore
   8708.1 ms  ✓ Distributed
   3391.7 ms  ✓ LoggingExtras
   2270.7 ms  ✓ FunctionWrappersWrappers
   2319.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1990.9 ms  ✓ PrecompileTools
   2696.2 ms  ✓ NaNMath
   3072.3 ms  ✓ RuntimeGeneratedFunctions
   3417.0 ms  ✓ StaticArraysCore
   2497.5 ms  ✓ JLLWrappers
   2607.4 ms  ✓ Adapt
   2904.3 ms  ✓ Compat → CompatLinearAlgebraExt
  10822.4 ms  ✓ MacroTools
  14361.3 ms  ✓ Test
   4083.3 ms  ✓ ThreadingUtilities
   2063.7 ms  ✓ ScopedValues
   2069.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2416.5 ms  ✓ AliasTables
   2008.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   5112.8 ms  ✓ DifferentiationInterface
   2339.2 ms  ✓ Missings
   1960.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2504.3 ms  ✓ SciMLLogging
   3195.0 ms  ✓ LogExpFunctions
   3506.8 ms  ✓ ProgressMeter
   2037.7 ms  ✓ DiffResults
   2600.7 ms  ✓ IntelOpenMP_jll
   2793.6 ms  ✓ Rmath_jll
   2697.0 ms  ✓ oneTBB_jll
   3439.2 ms  ✓ Static
   3099.8 ms  ✓ OpenSpecFun_jll
   2993.6 ms  ✓ ArrayInterface
   9176.6 ms  ✓ TimerOutputs
   2607.6 ms  ✓ GPUArraysCore
   3733.1 ms  ✓ FFTW_jll
   2976.6 ms  ✓ EnzymeCore → AdaptExt
   2488.1 ms  ✓ TruncatedStacktraces
