nice: cannot set niceness: Permission denied
Precompiling packages...
    432.8 ms  ✓ CPUTime
    449.4 ms  ✓ Reexport
    586.0 ms  ✓ ConstructionBase
    464.0 ms  ✓ StatsAPI
    616.8 ms  ✓ IterTools
    471.6 ms  ✓ CommonSolve
   1374.2 ms  ✓ IrrationalConstants
    595.5 ms  ✓ StableTasks
   1074.5 ms  ✓ Combinatorics
    538.8 ms  ✓ StaticArraysCore
    631.3 ms  ✓ Statistics
    527.4 ms  ✓ ChunkSplitters
    460.6 ms  ✓ IfElse
    718.3 ms  ✓ EnzymeCore
    473.6 ms  ✓ PtrArrays
   1034.0 ms  ✓ SuiteSparse_jll
    536.1 ms  ✓ Mmap
    475.2 ms  ✓ TaskLocalValues
    538.9 ms  ✓ ManualMemory
    569.2 ms  ✓ PositiveFactorizations
    551.5 ms  ✓ DataAPI
    439.7 ms  ✓ CommonWorldInvalidations
    432.2 ms  ✓ Future
    938.9 ms  ✓ SciMLPublic
    451.7 ms  ✓ FastPower
    455.0 ms  ✓ CompositionsBase
    526.6 ms  ✓ InverseFunctions
    633.4 ms  ✓ AbstractTrees
    519.8 ms  ✓ MuladdMacro
    761.2 ms  ✓ AbstractFFTs
    568.2 ms  ✓ EnumX
   2396.0 ms  ✓ ExproniconLite
   5908.6 ms  ✓ MacroTools
   1493.7 ms  ✓ InitialValues
    571.3 ms  ✓ ExprTools
    835.2 ms  ✓ OpenLibm_jll
    449.3 ms  ✓ ConcreteStructs
   1170.9 ms  ✓ FillArrays
    984.4 ms  ✓ SpatialIndexing
    652.8 ms  ✓ OrderedCollections
    514.3 ms  ✓ HashArrayMappedTries
    784.7 ms  ✓ ADTypes
    743.8 ms  ✓ Serialization
   1838.3 ms  ✓ Bessels
    709.3 ms  ✓ DocStringExtensions
    515.3 ms  ✓ FastClosures
    456.9 ms  ✓ SIMDTypes
    467.2 ms  ✓ IteratorInterfaceExtensions
    791.7 ms  ✓ Requires
    612.5 ms  ✓ LoggingExtras
    801.4 ms  ✓ CpuId
    618.0 ms  ✓ Compat
   1469.1 ms  ✓ InteractiveUtils
    470.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    914.7 ms  ✓ LazyArtifacts
    482.8 ms  ✓ DiffResults
    584.6 ms  ✓ AliasTables
   4012.8 ms  ✓ FunctionWrappers
    847.6 ms  ✓ Distances
    539.3 ms  ✓ Missings
    462.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    471.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2463.6 ms  ✓ Preferences
   1302.2 ms  ✓ ThreadingUtilities
    621.2 ms  ✓ CommonSubexpressions
    556.4 ms  ✓ NaNMath
    501.7 ms  ✓ FillArrays → FillArraysStatisticsExt
    435.4 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    478.8 ms  ✓ ScopedValues
    439.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2135.4 ms  ✓ Jieko
   1831.8 ms  ✓ DataStructures
   1125.5 ms  ✓ DifferentiationInterface
    456.0 ms  ✓ RuntimeGeneratedFunctions
    697.7 ms  ✓ LogExpFunctions
    598.8 ms  ✓ Adapt
    548.6 ms  ✓ Compat → CompatLinearAlgebraExt
   4282.7 ms  ✓ TimerOutputs
   2820.0 ms  ✓ Distributed
    463.3 ms  ✓ FunctionWrappersWrappers
    525.2 ms  ✓ PrecompileTools
   1660.6 ms  ✓ Setfield
    576.7 ms  ✓ JLLWrappers
    616.1 ms  ✓ SciMLLogging
    567.8 ms  ✓ TruncatedStacktraces
   4488.3 ms  ✓ SparseArrays
    621.1 ms  ✓ SortingAlgorithms
   2701.6 ms  ✓ Accessors
   1029.2 ms  ✓ QuadGK
    463.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    648.9 ms  ✓ ArrayInterface
    458.1 ms  ✓ EnzymeCore → AdaptExt
    590.6 ms  ✓ GPUArraysCore
    829.3 ms  ✓ ProgressMeter
   1917.1 ms  ✓ RecipesBase
  10250.0 ms  ✓ Test
    822.9 ms  ✓ Rmath_jll
    803.6 ms  ✓ OpenSpecFun_jll
  10496.2 ms  ✓ Moshi
   1283.4 ms  ✓ IntelOpenMP_jll
    716.7 ms  ✓ FFTW_jll
   1280.2 ms  ✓ oneTBB_jll
    781.6 ms  ✓ Statistics → SparseArraysExt
    914.1 ms  ✓ FillArrays → FillArraysSparseArraysExt
    870.1 ms  ✓ SuiteSparse
    878.4 ms  ✓ Distances → DistancesSparseArraysExt
    846.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    827.0 ms  ✓ Adapt → AdaptSparseArraysExt
    699.3 ms  ✓ Accessors → LinearAlgebraExt
    618.2 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   1019.0 ms  ✓ MaybeInplace
    837.2 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    949.3 ms  ✓ SciMLStructures
    644.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1817.2 ms  ✓ PreallocationTools
  14882.7 ms  ✓ Parsers
    644.6 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
  16239.7 ms  ✓ StaticArrays
    690.4 ms  ✓ InverseFunctions → InverseFunctionsTestExt
    604.3 ms  ✓ Accessors → TestExt
    733.1 ms  ✓ Rmath
   1638.5 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1163.6 ms  ✓ MKL_jll
    818.9 ms  ✓ PDMats
