nice: cannot set niceness: Permission denied
Precompiling packages...
    478.6 ms  ✓ CPUTime
    494.1 ms  ✓ Reexport
    633.2 ms  ✓ ConstructionBase
    491.9 ms  ✓ StatsAPI
    639.3 ms  ✓ IterTools
   1411.3 ms  ✓ IrrationalConstants
    474.4 ms  ✓ CommonSolve
   1051.9 ms  ✓ Combinatorics
    595.9 ms  ✓ StableTasks
    544.2 ms  ✓ StaticArraysCore
    637.2 ms  ✓ Statistics
    527.6 ms  ✓ ChunkSplitters
    456.5 ms  ✓ IfElse
   1005.2 ms  ✓ SuiteSparse_jll
    738.4 ms  ✓ EnzymeCore
    483.4 ms  ✓ PtrArrays
    578.7 ms  ✓ Mmap
    473.0 ms  ✓ TaskLocalValues
    523.7 ms  ✓ ManualMemory
    557.7 ms  ✓ PositiveFactorizations
    516.2 ms  ✓ DataAPI
    456.9 ms  ✓ CommonWorldInvalidations
    449.0 ms  ✓ Future
    436.5 ms  ✓ FastPower
   1069.2 ms  ✓ SciMLPublic
    528.1 ms  ✓ InverseFunctions
    449.9 ms  ✓ CompositionsBase
    632.7 ms  ✓ AbstractTrees
    514.3 ms  ✓ MuladdMacro
   2337.8 ms  ✓ ExproniconLite
    734.0 ms  ✓ AbstractFFTs
    599.9 ms  ✓ EnumX
   1563.1 ms  ✓ InitialValues
   6186.8 ms  ✓ MacroTools
    575.9 ms  ✓ ExprTools
    911.7 ms  ✓ OpenLibm_jll
    440.5 ms  ✓ ConcreteStructs
   1198.0 ms  ✓ FillArrays
    925.1 ms  ✓ SpatialIndexing
    668.5 ms  ✓ OrderedCollections
    539.1 ms  ✓ HashArrayMappedTries
    717.8 ms  ✓ ADTypes
    757.6 ms  ✓ Serialization
   1804.9 ms  ✓ Bessels
    700.7 ms  ✓ DocStringExtensions
    553.8 ms  ✓ FastClosures
    451.3 ms  ✓ SIMDTypes
    464.0 ms  ✓ IteratorInterfaceExtensions
    821.9 ms  ✓ Requires
    601.4 ms  ✓ LoggingExtras
    825.9 ms  ✓ CpuId
    612.9 ms  ✓ Compat
   1457.5 ms  ✓ InteractiveUtils
    470.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    940.9 ms  ✓ LazyArtifacts
    515.3 ms  ✓ DiffResults
    592.9 ms  ✓ AliasTables
    864.4 ms  ✓ Distances
   4163.1 ms  ✓ FunctionWrappers
    573.0 ms  ✓ Missings
    482.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    474.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2354.7 ms  ✓ Preferences
   1359.3 ms  ✓ ThreadingUtilities
    604.5 ms  ✓ CommonSubexpressions
    559.1 ms  ✓ NaNMath
    478.7 ms  ✓ ScopedValues
    430.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    453.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2014.4 ms  ✓ Jieko
   1139.5 ms  ✓ DifferentiationInterface
   1845.8 ms  ✓ DataStructures
    540.5 ms  ✓ RuntimeGeneratedFunctions
   2673.6 ms  ✓ Accessors
    741.1 ms  ✓ LogExpFunctions
    500.0 ms  ✓ Adapt
    469.6 ms  ✓ Compat → CompatLinearAlgebraExt
    582.7 ms  ✓ ArrayInterface
   2802.6 ms  ✓ Distributed
    592.9 ms  ✓ FillArrays → FillArraysStatisticsExt
    499.9 ms  ✓ PrecompileTools
   1643.0 ms  ✓ Setfield
    621.3 ms  ✓ JLLWrappers
    608.4 ms  ✓ SciMLLogging
    580.4 ms  ✓ TruncatedStacktraces
    548.9 ms  ✓ SortingAlgorithms
   4364.4 ms  ✓ SparseArrays
    968.4 ms  ✓ QuadGK
    563.0 ms  ✓ Accessors → LinearAlgebraExt
    462.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    439.5 ms  ✓ EnzymeCore → AdaptExt
    591.4 ms  ✓ GPUArraysCore
    484.0 ms  ✓ FunctionWrappersWrappers
    469.8 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    510.5 ms  ✓ SciMLStructures
    868.9 ms  ✓ ProgressMeter
   2007.2 ms  ✓ RecipesBase
  10737.1 ms  ✓ Test
   1127.7 ms  ✓ PreallocationTools
    825.0 ms  ✓ Rmath_jll
  10990.7 ms  ✓ Moshi
    725.7 ms  ✓ OpenSpecFun_jll
   1194.9 ms  ✓ IntelOpenMP_jll
   1360.0 ms  ✓ oneTBB_jll
    894.8 ms  ✓ FFTW_jll
    801.0 ms  ✓ Statistics → SparseArraysExt
    951.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
    866.9 ms  ✓ SuiteSparse
    869.3 ms  ✓ Distances → DistancesSparseArraysExt
    894.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    898.6 ms  ✓ Adapt → AdaptSparseArraysExt
    849.7 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1089.3 ms  ✓ BangBang
  15312.1 ms  ✓ Parsers
    595.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2324.9 ms  ✓ SciMLOperators
    589.4 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
  17271.4 ms  ✓ StaticArrays
   3775.8 ms  ✓ Roots
    817.3 ms  ✓ FiniteDiff
    594.8 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   1107.8 ms  ✓ SymbolicIndexingInterface
    614.3 ms  ✓ Accessors → TestExt
    721.9 ms  ✓ Rmath
   1508.5 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1182.8 ms  ✓ MKL_jll
    889.2 ms  ✓ PDMats
   2532.4 ms  ✓ SpecialFunctions
   2461.2 ms  ✓ StatsBase
    588.1 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1092.5 ms  ✓ OhMyThreads
    738.1 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    815.2 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   2200.7 ms  ✓ JSON
    835.0 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    812.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    825.8 ms  ✓ Accessors → StaticArraysExt
    742.5 ms  ✓ Adapt → AdaptStaticArraysExt
    806.6 ms  ✓ BangBang → BangBangStaticArraysExt
    745.5 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    725.0 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    659.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    795.7 ms  ✓ FillArrays → FillArraysPDMatsExt
   2110.4 ms  ✓ RecursiveArrayTools
   1333.7 ms  ✓ HypergeometricFunctions
    798.6 ms  ✓ DiffRules
    796.0 ms  ✓ PDMats → StatsBaseExt
    710.6 ms  ✓ OhMyThreads → MarkdownExt
    792.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  27937.9 ms  ✓ Static
   1718.9 ms  ✓ StatsFuns
   5330.6 ms  ✓ NearestNeighbors
    574.7 ms  ✓ BitTwiddlingConvenienceFunctions
   1206.5 ms  ✓ CPUSummary
   4753.0 ms  ✓ ForwardDiff
    691.3 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
  13575.7 ms  ✓ FFTW
  10172.2 ms  ✓ SciMLBase
   1226.9 ms  ✓ Neighborhood
    834.1 ms  ✓ PolyesterWeave
   1997.1 ms  ✓ Clustering
    853.7 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    638.1 ms  ✓ FastPower → FastPowerForwardDiffExt
    864.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    697.9 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   5917.8 ms  ✓ Distributions
    720.6 ms  ✓ Roots → RootsForwardDiffExt
    759.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    894.8 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1305.6 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
  27135.7 ms  ✓ Polynomials
   1004.3 ms  ✓ StateSpaceSets
    858.9 ms  ✓ NLSolversBase
   1263.1 ms  ✓ Distributions → DistributionsTestExt
    954.6 ms  ✓ Polynomials → PolynomialsFFTWExt
   1329.8 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
    921.0 ms  ✓ LineSearches
   1794.2 ms  ✓ DelayEmbeddings
   2458.5 ms  ✓ DSP
   4368.1 ms  ✓ BlackBoxOptim
   2570.7 ms  ✓ Optim
   1740.8 ms  ✓ Wavelets
   3041.0 ms  ✓ ComplexityMeasures
  18342.0 ms  ✓ StaticArrayInterface
    437.0 ms  ✓ CloseOpenIntervals
    521.7 ms  ✓ LayoutPointers
    554.8 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
    687.1 ms  ✓ StrideArraysCore
    577.2 ms  ✓ Polyester
    586.0 ms  ✓ FastBroadcast
    505.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   1648.5 ms  ✓ DiffEqBase
    848.4 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
    868.3 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   2553.3 ms  ✓ OrdinaryDiffEqCore
    752.0 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   9869.5 ms  ✓ OrdinaryDiffEqTsit5
   1653.3 ms  ✓ DynamicalSystemsBase
   3035.2 ms  ✓ Attractors
  199 dependencies successfully precompiled in 95 seconds. 27 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +nightly --project=A/Attractors/Multistability-Of-Discrete-Time-Systems -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 472.72
	System time (seconds): 37.71
	Percent of CPU this job got: 251%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:22.75
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2529816
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 859
	Minor (reclaiming a frame) page faults: 12836271
	Voluntary context switches: 35382
	Involuntary context switches: 13630
	Swaps: 0
	File system inputs: 0
	File system outputs: 1073240
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
