nice: cannot set niceness: Permission denied
Precompiling packages...
   1646.2 ms  ✓ OpenSSL_jll
   1617.1 ms  ✓ UUIDs
   1703.5 ms  ✓ nghttp2_jll
   1707.7 ms  ✓ Logging
   1698.1 ms  ✓ Zlib_jll
   1719.2 ms  ✓ CompilerSupportLibraries_jll
   1736.3 ms  ✓ MozillaCACerts_jll
   1794.1 ms  ✓ Unicode
   1821.0 ms  ✓ NetworkOptions
   1843.8 ms  ✓ Base64
    580.0 ms  ✓ LibSSH2_jll
    676.8 ms  ✓ p7zip_jll
    716.6 ms  ✓ Printf
    530.8 ms  ✓ LibGit2_jll
    534.4 ms  ✓ LibCURL_jll
   3308.9 ms  ✓ ArgTools
    806.8 ms  ✓ LibCURL
    652.9 ms  ✓ Tar
   2940.1 ms  ✓ Dates
   3048.8 ms  ✓ LibGit2
    444.8 ms  ✓ TOML
   3146.0 ms  ✓ Downloads
   9765.0 ms  ✓ StyledStrings
   1722.6 ms  ✓ JuliaSyntaxHighlighting
   4012.3 ms  ✓ Markdown
  47481.2 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2421.6 ms  ✓ IteratorInterfaceExtensions
   2431.6 ms  ✓ MuladdMacro
   2441.3 ms  ✓ Future
   2643.6 ms  ✓ ConcreteStructs
   2847.2 ms  ✓ StatsAPI
   3243.1 ms  ✓ PositiveFactorizations
   3324.6 ms  ✓ ExprTools
   3423.9 ms  ✓ AbstractFFTs
   3818.6 ms  ✓ ADTypes
   4207.1 ms  ✓ Serialization
   2412.8 ms  ✓ CommonSolve
   2698.8 ms  ✓ OpenLibm_jll
   5331.3 ms  ✓ FillArrays
   3097.4 ms  ✓ InverseFunctions
   3200.5 ms  ✓ Statistics
   5658.7 ms  ✓ Combinatorics
   5643.5 ms  ✓ InitialValues
   2601.2 ms  ✓ ManualMemory
   2808.6 ms  ✓ SuiteSparse_jll
   3283.4 ms  ✓ IterTools
   2693.2 ms  ✓ EnumX
   2476.7 ms  ✓ Reexport
   2520.5 ms  ✓ SIMDTypes
   3077.8 ms  ✓ DocStringExtensions
   2715.4 ms  ✓ Mmap
   2700.8 ms  ✓ CompositionsBase
   4602.6 ms  ✓ Requires
   3174.2 ms  ✓ AbstractTrees
   2621.3 ms  ✓ PtrArrays
   5101.5 ms  ✓ SpatialIndexing
  10226.2 ms  ✓ Bessels
   2673.0 ms  ✓ FastPower
   2701.7 ms  ✓ TaskLocalValues
   3017.1 ms  ✓ HashArrayMappedTries
   2418.8 ms  ✓ IfElse
   3015.2 ms  ✓ StableTasks
   3203.7 ms  ✓ VectorInterface
   2901.3 ms  ✓ CommonWorldInvalidations
  12058.0 ms  ✓ FunctionWrappers
   3299.7 ms  ✓ Adapt
   3994.7 ms  ✓ EnzymeCore
   2574.5 ms  ✓ PackageExtensionCompat
   2720.2 ms  ✓ DataAPI
   2705.7 ms  ✓ FastClosures
   2900.4 ms  ✓ ChunkSplitters
   3201.3 ms  ✓ SciMLPublic
   2893.5 ms  ✓ StaticArraysCore
  11117.7 ms  ✓ OrderedCollections
   3279.5 ms  ✓ LoggingExtras
  15239.3 ms  ✓ ExproniconLite
   3789.8 ms  ✓ Preferences
   4408.2 ms  ✓ CpuId
   2383.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2703.4 ms  ✓ FillArrays → FillArraysStatisticsExt
   5395.4 ms  ✓ LazyArtifacts
   2566.8 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  14519.8 ms  ✓ IrrationalConstants
   2307.5 ms  ✓ ScopedValues
   3012.0 ms  ✓ AliasTables
  18994.0 ms  ✓ MacroTools
  10180.9 ms  ✓ Compat
   2411.3 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2888.1 ms  ✓ EnzymeCore → AdaptExt
   9378.8 ms  ✓ NaNMath
   9874.6 ms  ✓ RuntimeGeneratedFunctions
  11710.5 ms  ✓ DifferentiationInterface
   4507.7 ms  ✓ GPUArraysCore
   3025.6 ms  ✓ CommonSubexpressions
   2376.5 ms  ✓ DiffResults
  13902.9 ms  ✓ InteractiveUtils
  10980.1 ms  ✓ Distances
   9817.5 ms  ✓ ConstructionBase
   3017.9 ms  ✓ JLLWrappers
   2690.9 ms  ✓ PrecompileTools
   2894.2 ms  ✓ SciMLLogging
  12771.4 ms  ✓ ThreadingUtilities
   2319.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2795.9 ms  ✓ Compat → CompatLinearAlgebraExt
  10217.6 ms  ✓ ArrayInterface
   3998.6 ms  ✓ LogExpFunctions
  16291.0 ms  ✓ Distributed
   3300.3 ms  ✓ TruncatedStacktraces
   2300.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2976.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   8328.0 ms  ✓ KrylovKit
   4196.2 ms  ✓ Rmath_jll
   8910.2 ms  ✓ DataStructures
   3710.2 ms  ✓ FFTW_jll
  20698.0 ms  ✓ TimerOutputs
   3496.6 ms  ✓ FastBroadcast
   3621.0 ms  ✓ MaybeInplace
  11229.2 ms  ✓ Jieko
   2475.9 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   5404.3 ms  ✓ OpenSpecFun_jll
   2709.8 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   6706.6 ms  ✓ IntelOpenMP_jll
   9617.4 ms  ✓ Missings
