nice: cannot set niceness: Permission denied
Precompiling packages...
   1985.5 ms  ✓ LazyArtifacts
   2001.0 ms  ✓ MuladdMacro
   2000.2 ms  ✓ ConcreteStructs
   1998.6 ms  ✓ IteratorInterfaceExtensions
   2094.2 ms  ✓ StatsAPI
   2213.2 ms  ✓ OpenLibm_jll
   2299.7 ms  ✓ PositiveFactorizations
   2382.4 ms  ✓ ExprTools
   2906.9 ms  ✓ AbstractFFTs
   3193.4 ms  ✓ ADTypes
   3685.6 ms  ✓ FunctionWrappers
   1709.9 ms  ✓ CommonSolve
   3956.3 ms  ✓ Combinatorics
   3967.7 ms  ✓ FillArrays
   3977.3 ms  ✓ InitialValues
   2084.1 ms  ✓ CompilerSupportLibraries_jll
   2399.3 ms  ✓ InverseFunctions
   2493.8 ms  ✓ IterTools
   2498.8 ms  ✓ SuiteSparse_jll
   2593.8 ms  ✓ Compat
   3205.5 ms  ✓ Preferences
   1708.8 ms  ✓ Reexport
   2089.3 ms  ✓ EnumX
   2905.3 ms  ✓ OrderedCollections
   2504.8 ms  ✓ Requires
   1902.7 ms  ✓ CompositionsBase
   2789.0 ms  ✓ DocStringExtensions
   2807.7 ms  ✓ AbstractTrees
   2214.2 ms  ✓ PtrArrays
   7275.9 ms  ✓ Bessels
   1899.8 ms  ✓ FastPower
   1975.0 ms  ✓ HashArrayMappedTries
   3887.7 ms  ✓ SpatialIndexing
   1999.5 ms  ✓ TaskLocalValues
   2499.9 ms  ✓ StableTasks
   2496.7 ms  ✓ VectorInterface
   2511.5 ms  ✓ Inflate
   2203.1 ms  ✓ Adapt
   1796.2 ms  ✓ PackageExtensionCompat
   1763.9 ms  ✓ FastClosures
   2400.1 ms  ✓ ConstructionBase
   2127.0 ms  ✓ DataAPI
   3104.1 ms  ✓ EnzymeCore
   2217.0 ms  ✓ ChunkSplitters
   2037.1 ms  ✓ SciMLPublic
   7860.3 ms  ✓ Distributed
   5791.5 ms  ✓ IrrationalConstants
   2891.5 ms  ✓ LoggingExtras
   2490.9 ms  ✓ RuntimeGeneratedFunctions
   2689.8 ms  ✓ NaNMath
   3000.5 ms  ✓ StaticArraysCore
   2335.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1924.0 ms  ✓ PrecompileTools
   2993.0 ms  ✓ Compat → CompatLinearAlgebraExt
  12303.4 ms  ✓ Test
  10396.7 ms  ✓ MacroTools
   2118.2 ms  ✓ ScopedValues
   3196.8 ms  ✓ JLLWrappers
   2718.2 ms  ✓ AliasTables
   1887.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2200.4 ms  ✓ ArrayInterface
   2216.4 ms  ✓ GPUArraysCore
   4695.8 ms  ✓ DifferentiationInterface
   1596.3 ms  ✓ EnzymeCore → AdaptExt
   1889.7 ms  ✓ Missings
   1597.1 ms  ✓ CommonSolve → CommonSolveEnzymeCoreExt
   1801.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1809.1 ms  ✓ DiffResults
   2210.2 ms  ✓ SciMLLogging
   3301.1 ms  ✓ ProgressMeter
   3190.3 ms  ✓ LogExpFunctions
   2014.4 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2012.5 ms  ✓ CommonSubexpressions
   7501.0 ms  ✓ TimerOutputs
   2405.6 ms  ✓ TruncatedStacktraces
   5601.1 ms  ✓ KrylovKit
   7409.6 ms  ✓ DataStructures
   1899.8 ms  ✓ Rmath_jll
   2008.2 ms  ✓ IntelOpenMP_jll
   2098.8 ms  ✓ oneTBB_jll
   2196.3 ms  ✓ FFTW_jll
   3179.5 ms  ✓ SimpleTraits
   4791.8 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   2191.0 ms  ✓ OpenSpecFun_jll
   1598.0 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   5082.3 ms  ✓ RecipesBase
   2196.2 ms  ✓ FastBroadcast
   2773.6 ms  ✓ MaybeInplace
   2388.0 ms  ✓ SciMLStructures
   1775.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1995.7 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1822.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   1793.1 ms  ✓ SortingAlgorithms
   4017.8 ms  ✓ Setfield
   1417.9 ms  ✓ MKL_jll
   2206.3 ms  ✓ FunctionWrappersWrappers
CompositionsBaseInverseFunctionsExt Waiting for background task / IO / timer.
[pid 2165370] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x88111f0->0x7b91fdbcf2e0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   2122.0 ms  ✓ Rmath
  12122.0 ms  ✓ SparseArrays
   3297.1 ms  ✓ PreallocationTools
   2609.7 ms  ✓ QuadGK
   2896.3 ms  ✓ PoissonRandom
   1784.4 ms  ✓ FiniteDiff
