nice: cannot set niceness: Permission denied
Precompiling packages...
   1662.6 ms  ✓ OpenSSL_jll
   1633.8 ms  ✓ Logging
   1635.9 ms  ✓ CompilerSupportLibraries_jll
   1704.4 ms  ✓ Unicode
   1717.9 ms  ✓ UUIDs
   1722.1 ms  ✓ nghttp2_jll
   1740.0 ms  ✓ NetworkOptions
   1742.1 ms  ✓ MozillaCACerts_jll
   1826.5 ms  ✓ Zlib_jll
   1933.7 ms  ✓ Base64
    594.6 ms  ✓ LibSSH2_jll
    670.8 ms  ✓ p7zip_jll
    731.8 ms  ✓ Printf
    458.2 ms  ✓ LibGit2_jll
    477.1 ms  ✓ LibCURL_jll
   3234.3 ms  ✓ ArgTools
    764.6 ms  ✓ LibCURL
    644.1 ms  ✓ Tar
   2926.4 ms  ✓ Dates
   3003.5 ms  ✓ LibGit2
    447.3 ms  ✓ TOML
   3029.2 ms  ✓ Downloads
   9362.8 ms  ✓ StyledStrings
   1672.3 ms  ✓ JuliaSyntaxHighlighting
   3709.3 ms  ✓ Markdown
  45938.3 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2510.8 ms  ✓ MuladdMacro
   2604.5 ms  ✓ Future
   2709.3 ms  ✓ ExprTools
   2726.7 ms  ✓ StatsAPI
   3033.0 ms  ✓ PositiveFactorizations
   3031.9 ms  ✓ IteratorInterfaceExtensions
   3219.1 ms  ✓ ConcreteStructs
   3427.7 ms  ✓ AbstractFFTs
   4208.2 ms  ✓ Serialization
   4301.3 ms  ✓ ADTypes
   2797.0 ms  ✓ OpenLibm_jll
   2683.2 ms  ✓ CommonSolve
   5606.1 ms  ✓ FillArrays
   3016.1 ms  ✓ InverseFunctions
   5736.4 ms  ✓ Combinatorics
   3525.6 ms  ✓ Statistics
   6302.5 ms  ✓ InitialValues
   3330.9 ms  ✓ SuiteSparse_jll
   3401.6 ms  ✓ IterTools
   3084.6 ms  ✓ ManualMemory
   2803.5 ms  ✓ EnumX
   2492.2 ms  ✓ SIMDTypes
   2590.9 ms  ✓ Reexport
   2497.0 ms  ✓ PtrArrays
   3599.5 ms  ✓ DocStringExtensions
   5112.5 ms  ✓ Requires
   3180.2 ms  ✓ Mmap
   3570.4 ms  ✓ AbstractTrees
   2400.0 ms  ✓ FastPower
   5403.5 ms  ✓ SpatialIndexing
  11109.6 ms  ✓ FunctionWrappers
   2905.6 ms  ✓ TaskLocalValues
   3190.9 ms  ✓ HashArrayMappedTries
  11298.4 ms  ✓ Bessels
   2705.1 ms  ✓ IfElse
   3125.1 ms  ✓ StableTasks
   2810.2 ms  ✓ CPUTime
   2602.9 ms  ✓ CommonWorldInvalidations
   4078.4 ms  ✓ EnzymeCore
   2818.0 ms  ✓ DataAPI
   2599.3 ms  ✓ FastClosures
   2999.7 ms  ✓ ChunkSplitters
   3193.2 ms  ✓ StaticArraysCore
   3295.4 ms  ✓ SciMLPublic
   3383.0 ms  ✓ LoggingExtras
  11294.9 ms  ✓ OrderedCollections
  16521.2 ms  ✓ ExproniconLite
   4395.9 ms  ✓ CpuId
   4097.6 ms  ✓ Preferences
   2596.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5474.8 ms  ✓ LazyArtifacts
   9517.4 ms  ✓ ConstructionBase
   2884.7 ms  ✓ FillArrays → FillArraysStatisticsExt
   2704.5 ms  ✓ CompositionsBase
  13907.0 ms  ✓ IrrationalConstants
   2729.3 ms  ✓ AliasTables
   2797.1 ms  ✓ FunctionWrappersWrappers
   3604.9 ms  ✓ Adapt
   2996.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   3397.9 ms  ✓ ScopedValues
   8890.7 ms  ✓ RuntimeGeneratedFunctions
  20096.8 ms  ✓ MacroTools
   2583.0 ms  ✓ DiffResults
   9612.7 ms  ✓ NaNMath
  11292.6 ms  ✓ Compat
   2796.8 ms  ✓ PrecompileTools
   2487.0 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   3103.8 ms  ✓ SciMLLogging
   2901.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
  14092.8 ms  ✓ InteractiveUtils
   2494.6 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  12525.1 ms  ✓ DifferentiationInterface
  11701.4 ms  ✓ Distances
   3631.4 ms  ✓ LogExpFunctions
   2526.0 ms  ✓ EnzymeCore → AdaptExt
   2681.5 ms  ✓ Compat → CompatLinearAlgebraExt
   3319.0 ms  ✓ GPUArraysCore
   3222.9 ms  ✓ JLLWrappers
   9412.8 ms  ✓ Missings
   3503.4 ms  ✓ CommonSubexpressions
  12794.3 ms  ✓ ThreadingUtilities
  17397.4 ms  ✓ Distributed
   2305.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2685.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   3508.1 ms  ✓ TruncatedStacktraces
  10877.6 ms  ✓ DataStructures
  10101.4 ms  ✓ ArrayInterface
  10206.2 ms  ✓ Jieko
  27801.6 ms  ✓ SparseArrays
   4412.8 ms  ✓ Rmath_jll
   3275.1 ms  ✓ SortingAlgorithms
   3996.7 ms  ✓ FFTW_jll
   9473.2 ms  ✓ RecipesBase
   2315.5 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   4203.5 ms  ✓ OpenSpecFun_jll
   9479.0 ms  ✓ Setfield
   3593.9 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   7201.8 ms  ✓ IntelOpenMP_jll
   5496.7 ms  ✓ ProgressMeter
   7400.4 ms  ✓ oneTBB_jll
   3393.6 ms  ✓ SuiteSparse
   3983.9 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3504.7 ms  ✓ Statistics → SparseArraysExt
   3121.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3423.1 ms  ✓ Adapt → AdaptSparseArraysExt
   5410.5 ms  ✓ PreallocationTools
   3527.2 ms  ✓ Distances → DistancesSparseArraysExt
   3373.3 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
  10913.9 ms  ✓ QuadGK
   3999.7 ms  ✓ Rmath
   7933.1 ms  ✓ SciMLStructures
   3281.8 ms  ✓ FiniteDiff
   3408.1 ms  ✓ PDMats
