nice: cannot set niceness: Permission denied
Precompiling packages...
    406.9 ms  ✓ CPUTime
    413.0 ms  ✓ Reexport
    538.8 ms  ✓ ConstructionBase
    464.8 ms  ✓ StatsAPI
    608.3 ms  ✓ IterTools
    447.9 ms  ✓ CommonSolve
   1364.5 ms  ✓ IrrationalConstants
    574.2 ms  ✓ StableTasks
   1060.4 ms  ✓ Combinatorics
    519.5 ms  ✓ StaticArraysCore
    613.1 ms  ✓ Statistics
    513.1 ms  ✓ ChunkSplitters
    450.8 ms  ✓ IfElse
    854.8 ms  ✓ SuiteSparse_jll
    467.7 ms  ✓ PtrArrays
    735.2 ms  ✓ EnzymeCore
    457.6 ms  ✓ TaskLocalValues
    547.4 ms  ✓ Mmap
    525.8 ms  ✓ ManualMemory
    553.7 ms  ✓ PositiveFactorizations
    480.9 ms  ✓ DataAPI
    425.0 ms  ✓ CommonWorldInvalidations
    854.5 ms  ✓ SciMLPublic
    410.3 ms  ✓ Future
    425.4 ms  ✓ FastPower
    445.1 ms  ✓ CompositionsBase
    517.3 ms  ✓ InverseFunctions
    664.3 ms  ✓ AbstractTrees
    514.5 ms  ✓ MuladdMacro
    591.1 ms  ✓ EnumX
    718.8 ms  ✓ AbstractFFTs
   2380.3 ms  ✓ ExproniconLite
   5666.7 ms  ✓ MacroTools
   1416.8 ms  ✓ InitialValues
    504.3 ms  ✓ ExprTools
    690.1 ms  ✓ OpenLibm_jll
    432.9 ms  ✓ ConcreteStructs
   1116.4 ms  ✓ FillArrays
    903.7 ms  ✓ SpatialIndexing
    676.8 ms  ✓ OrderedCollections
    487.2 ms  ✓ HashArrayMappedTries
    730.0 ms  ✓ ADTypes
   1744.3 ms  ✓ Bessels
    720.2 ms  ✓ Serialization
    673.2 ms  ✓ DocStringExtensions
    500.4 ms  ✓ FastClosures
    459.4 ms  ✓ SIMDTypes
    437.8 ms  ✓ IteratorInterfaceExtensions
    759.7 ms  ✓ Requires
    569.7 ms  ✓ LoggingExtras
    787.6 ms  ✓ CpuId
    587.8 ms  ✓ Compat
   1261.6 ms  ✓ InteractiveUtils
    908.9 ms  ✓ LazyArtifacts
    503.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    482.4 ms  ✓ DiffResults
    575.4 ms  ✓ AliasTables
   3742.8 ms  ✓ FunctionWrappers
    829.7 ms  ✓ Distances
    452.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    521.5 ms  ✓ Missings
   2208.0 ms  ✓ Preferences
    475.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1276.9 ms  ✓ ThreadingUtilities
    588.9 ms  ✓ CommonSubexpressions
    534.1 ms  ✓ NaNMath
    495.9 ms  ✓ FillArrays → FillArraysStatisticsExt
    531.4 ms  ✓ ScopedValues
    479.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    417.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2045.3 ms  ✓ Jieko
   1136.2 ms  ✓ DifferentiationInterface
   1871.3 ms  ✓ DataStructures
    448.5 ms  ✓ RuntimeGeneratedFunctions
    703.7 ms  ✓ LogExpFunctions
    586.3 ms  ✓ Adapt
    528.6 ms  ✓ Compat → CompatLinearAlgebraExt
   4120.3 ms  ✓ TimerOutputs
   2829.1 ms  ✓ Distributed
