nice: cannot set niceness: Permission denied
Precompiling packages...
   1853.7 ms  ✓ nghttp2_jll
   1859.0 ms  ✓ p7zip_jll
   1916.0 ms  ✓ Logging
   1920.6 ms  ✓ UUIDs
   1957.0 ms  ✓ OpenSSL_jll
   1916.8 ms  ✓ Zlib_jll
   1930.0 ms  ✓ MozillaCACerts_jll
   2036.6 ms  ✓ Unicode
   2054.3 ms  ✓ NetworkOptions
   2112.9 ms  ✓ Base64
    495.2 ms  ✓ LibSSH2_jll
    654.0 ms  ✓ Printf
    514.5 ms  ✓ LibGit2_jll
    532.0 ms  ✓ LibCURL_jll
   3573.6 ms  ✓ ArgTools
    872.7 ms  ✓ LibCURL
    695.7 ms  ✓ Tar
   2421.3 ms  ✓ Dates
   2448.2 ms  ✓ LibGit2
    494.2 ms  ✓ TOML
   2869.2 ms  ✓ Downloads
   9320.6 ms  ✓ StyledStrings
   1871.6 ms  ✓ JuliaSyntaxHighlighting
   4126.1 ms  ✓ Markdown
  52808.0 ms  ✓ Pkg
  25 dependencies successfully precompiled in 68 seconds
Precompiling packages...
   2612.6 ms  ✓ Future
   2696.2 ms  ✓ StatsAPI
   2909.7 ms  ✓ SimpleUnPack
   2887.1 ms  ✓ UnPack
   2934.5 ms  ✓ PositiveFactorizations
   2933.3 ms  ✓ ExprTools
   3036.3 ms  ✓ ConcreteStructs
   3514.7 ms  ✓ AbstractFFTs
   3593.2 ms  ✓ IteratorInterfaceExtensions
   3920.5 ms  ✓ MuladdMacro
   4910.0 ms  ✓ FunctionWrappers
   4882.1 ms  ✓ Serialization
   5088.8 ms  ✓ ADTypes
   5476.0 ms  ✓ FillArrays
   2565.9 ms  ✓ CommonSolve
   3108.2 ms  ✓ OpenLibm_jll
   5826.0 ms  ✓ Combinatorics
   3214.2 ms  ✓ Statistics
   3312.0 ms  ✓ InverseFunctions
   3317.7 ms  ✓ CompilerSupportLibraries_jll
   3401.6 ms  ✓ IterTools
   2999.1 ms  ✓ ManualMemory
   3789.9 ms  ✓ SuiteSparse_jll
   2906.5 ms  ✓ EnumX
   2595.4 ms  ✓ SIMDTypes
   3530.6 ms  ✓ OrderedCollections
   2997.2 ms  ✓ Reexport
   8920.5 ms  ✓ ExproniconLite
   2984.4 ms  ✓ CompositionsBase
   3702.8 ms  ✓ DocStringExtensions
   3086.2 ms  ✓ PtrArrays
   4696.5 ms  ✓ Requires
   3503.4 ms  ✓ Mmap
   3217.5 ms  ✓ FastPower
   5005.6 ms  ✓ SpatialIndexing
   2913.4 ms  ✓ IfElse
   2773.0 ms  ✓ CPUTime
   3933.3 ms  ✓ EnzymeCore
   2734.4 ms  ✓ CommonWorldInvalidations
   2975.1 ms  ✓ DataAPI
   2811.7 ms  ✓ FastClosures
   4099.5 ms  ✓ ConstructionBase
   3099.1 ms  ✓ SciMLPublic
   3206.2 ms  ✓ StaticArraysCore
   3482.1 ms  ✓ LoggingExtras
   2558.4 ms  ✓ FunctionWrappersWrappers
   2901.2 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   8190.4 ms  ✓ IrrationalConstants
  11786.1 ms  ✓ Bessels
   4700.8 ms  ✓ Preferences
   4302.9 ms  ✓ Compat
   3424.8 ms  ✓ RuntimeGeneratedFunctions
  11905.0 ms  ✓ MacroTools
   5366.5 ms  ✓ CpuId
   3405.4 ms  ✓ NaNMath
   3209.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   3511.1 ms  ✓ FillArrays → FillArraysStatisticsExt
   4485.1 ms  ✓ Distances
   3190.8 ms  ✓ Parameters
   2772.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2782.3 ms  ✓ AliasTables
   6496.6 ms  ✓ DifferentiationInterface
   8900.0 ms  ✓ InteractiveUtils
   3117.4 ms  ✓ CommonSubexpressions
   3294.9 ms  ✓ Adapt
   7600.6 ms  ✓ LazyArtifacts
   2593.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   5218.1 ms  ✓ ThreadingUtilities
   3386.3 ms  ✓ Missings
   3105.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   3095.9 ms  ✓ DiffResults
   2791.1 ms  ✓ PrecompileTools
   2582.7 ms  ✓ Compat → CompatLinearAlgebraExt
   3303.8 ms  ✓ JLLWrappers
   2413.4 ms  ✓ EnzymeCore → AdaptExt
   4302.3 ms  ✓ LogExpFunctions
   3583.5 ms  ✓ SciMLLogging
   3510.2 ms  ✓ TruncatedStacktraces
   3407.3 ms  ✓ GPUArraysCore
   3918.6 ms  ✓ ArrayInterface
   9205.0 ms  ✓ DataStructures
   3906.2 ms  ✓ Rmath_jll
  10689.1 ms  ✓ Jieko
   3505.3 ms  ✓ OpenSpecFun_jll
   4388.5 ms  ✓ FFTW_jll
   3580.4 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   7887.0 ms  ✓ Setfield
   2577.1 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3012.9 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3402.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   7213.7 ms  ✓ oneTBB_jll
  10996.5 ms  ✓ Distributed
   8584.9 ms  ✓ RecipesBase
   3411.1 ms  ✓ SciMLStructures
   8321.9 ms  ✓ IntelOpenMP_jll
   4214.4 ms  ✓ SortingAlgorithms
  11615.9 ms  ✓ Accessors
   5410.7 ms  ✓ PreallocationTools
   3723.9 ms  ✓ Rmath
   3322.7 ms  ✓ FiniteDiff
  19332.2 ms  ✓ SparseArrays
   5533.8 ms  ✓ QuadGK
   2885.9 ms  ✓ Accessors → LinearAlgebraExt
   4906.5 ms  ✓ ProgressMeter
   2700.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   3296.5 ms  ✓ FillArrays → FillArraysSparseArraysExt
   6696.6 ms  ✓ MKL_jll
   3999.0 ms  ✓ Distances → DistancesSparseArraysExt
   4271.6 ms  ✓ SuiteSparse
   4613.9 ms  ✓ Statistics → SparseArraysExt
   5089.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   4497.7 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
  20623.3 ms  ✓ Test
   5272.7 ms  ✓ Adapt → AdaptSparseArraysExt
   4096.4 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
  18284.2 ms  ✓ Static
  12914.9 ms  ✓ SpecialFunctions
   3221.5 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   4602.8 ms  ✓ PDMats
   3726.9 ms  ✓ Accessors → TestExt
   3706.4 ms  ✓ BitTwiddlingConvenienceFunctions
   6235.9 ms  ✓ SymbolicIndexingInterface
   5584.9 ms  ✓ CPUSummary
   8794.0 ms  ✓ SciMLOperators
   3687.3 ms  ✓ DiffRules
   7486.1 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   4067.5 ms  ✓ FillArrays → FillArraysPDMatsExt
   5381.5 ms  ✓ HypergeometricFunctions
  10106.2 ms  ✓ StatsBase
   3311.8 ms  ✓ PolyesterWeave
   3107.7 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   3781.6 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  14580.9 ms  ✓ Roots
   7683.6 ms  ✓ RecursiveArrayTools
   6098.8 ms  ✓ StatsFuns
   2995.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  34113.4 ms  ✓ StaticArrays
   2216.7 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   3118.9 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3279.7 ms  ✓ Adapt → AdaptStaticArraysExt
   3291.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3467.1 ms  ✓ Accessors → StaticArraysExt
   3505.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3610.4 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
  13733.4 ms  ✓ ForwardDiff
   4478.6 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   4798.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   4907.1 ms  ✓ FastPower → FastPowerForwardDiffExt
   5605.1 ms  ✓ Roots → RootsForwardDiffExt
   6463.2 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  45911.7 ms  ✓ Parsers
   7865.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   4907.2 ms  ✓ NLSolversBase
  42493.8 ms  ✓ Moshi
  13810.8 ms  ✓ NearestNeighbors
  35536.3 ms  ✓ FFTW
   6612.1 ms  ✓ JSON
  19842.6 ms  ✓ Distributions
   2299.1 ms  ✓ Neighborhood
   5198.2 ms  ✓ LineSearches
   3802.0 ms  ✓ Clustering
   1978.1 ms  ✓ StateSpaceSets
   2352.5 ms  ✓ Distributions → DistributionsTestExt
   2441.2 ms  ✓ DelayEmbeddings
   3768.8 ms  ✓ Optim
   6654.5 ms  ✓ BlackBoxOptim
  43634.8 ms  ✓ StaticArrayInterface
    599.9 ms  ✓ CloseOpenIntervals
    705.7 ms  ✓ LayoutPointers
    744.7 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
  16458.8 ms  ✓ SciMLBase
   1916.8 ms  ✓ StrideArraysCore
   3334.6 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   3005.6 ms  ✓ Polyester
   3845.3 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   4151.2 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
    966.0 ms  ✓ FastBroadcast
  58091.6 ms  ✓ Polynomials
    647.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
    888.8 ms  ✓ Polynomials → PolynomialsFFTWExt
   1971.7 ms  ✓ DiffEqBase
   2399.8 ms  ✓ DSP
   1268.7 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   1307.6 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1865.1 ms  ✓ Wavelets
   3312.6 ms  ✓ OrdinaryDiffEqCore
   1060.9 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   3381.8 ms  ✓ ComplexityMeasures
   5071.5 ms  ✓ OrdinaryDiffEqTsit5
   1855.7 ms  ✓ DynamicalSystemsBase
   3108.8 ms  ✓ Attractors
  191 dependencies successfully precompiled in 110 seconds. 25 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +1.12.1 --project=A/Attractors/Multistability-Of-Discrete-Time-Systems -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 540.08
	System time (seconds): 52.11
	Percent of CPU this job got: 331%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:58.78
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2152532
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 587
	Minor (reclaiming a frame) page faults: 10485596
	Voluntary context switches: 30605
	Involuntary context switches: 67138
	Swaps: 0
	File system inputs: 576
	File system outputs: 999952
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
