nice: cannot set niceness: Permission denied
Precompiling packages...
    396.4 ms  ✓ CPUTime
    401.8 ms  ✓ Reexport
    557.2 ms  ✓ ConstructionBase
    463.5 ms  ✓ StatsAPI
    601.2 ms  ✓ IterTools
    447.8 ms  ✓ CommonSolve
   1322.2 ms  ✓ IrrationalConstants
    564.9 ms  ✓ StableTasks
   1041.8 ms  ✓ Combinatorics
    535.8 ms  ✓ StaticArraysCore
    606.8 ms  ✓ Statistics
    510.7 ms  ✓ ChunkSplitters
    452.6 ms  ✓ IfElse
    869.2 ms  ✓ SuiteSparse_jll
    710.0 ms  ✓ EnzymeCore
    463.0 ms  ✓ PtrArrays
    445.2 ms  ✓ TaskLocalValues
    514.4 ms  ✓ Mmap
    509.2 ms  ✓ ManualMemory
    508.5 ms  ✓ PositiveFactorizations
    483.4 ms  ✓ DataAPI
    409.4 ms  ✓ CommonWorldInvalidations
    855.1 ms  ✓ SciMLPublic
    403.8 ms  ✓ Future
    412.9 ms  ✓ FastPower
    418.9 ms  ✓ CompositionsBase
    518.5 ms  ✓ InverseFunctions
    580.3 ms  ✓ AbstractTrees
    507.6 ms  ✓ MuladdMacro
    701.2 ms  ✓ AbstractFFTs
    577.9 ms  ✓ EnumX
   2378.6 ms  ✓ ExproniconLite
   1382.4 ms  ✓ InitialValues
   5678.3 ms  ✓ MacroTools
    481.7 ms  ✓ ExprTools
    757.7 ms  ✓ OpenLibm_jll
    418.1 ms  ✓ ConcreteStructs
    886.5 ms  ✓ SpatialIndexing
   1127.4 ms  ✓ FillArrays
    636.5 ms  ✓ OrderedCollections
    462.6 ms  ✓ HashArrayMappedTries
    687.5 ms  ✓ ADTypes
    685.4 ms  ✓ Serialization
   1809.8 ms  ✓ Bessels
    663.0 ms  ✓ DocStringExtensions
    506.1 ms  ✓ FastClosures
    455.0 ms  ✓ SIMDTypes
    432.7 ms  ✓ IteratorInterfaceExtensions
    763.3 ms  ✓ Requires
    739.2 ms  ✓ CpuId
    574.1 ms  ✓ LoggingExtras
    592.9 ms  ✓ Compat
   1379.2 ms  ✓ InteractiveUtils
    880.6 ms  ✓ LazyArtifacts
    466.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    478.1 ms  ✓ DiffResults
    572.1 ms  ✓ AliasTables
    809.7 ms  ✓ Distances
   3853.6 ms  ✓ FunctionWrappers
    526.5 ms  ✓ Missings
   2179.0 ms  ✓ Preferences
    473.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    462.8 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1292.5 ms  ✓ ThreadingUtilities
    573.9 ms  ✓ CommonSubexpressions
    526.5 ms  ✓ NaNMath
    487.1 ms  ✓ FillArrays → FillArraysStatisticsExt
    475.2 ms  ✓ ScopedValues
    405.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    408.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2039.3 ms  ✓ Jieko
   1110.8 ms  ✓ DifferentiationInterface
   1817.1 ms  ✓ DataStructures
    436.4 ms  ✓ RuntimeGeneratedFunctions
    694.8 ms  ✓ LogExpFunctions
    560.8 ms  ✓ Adapt
    506.2 ms  ✓ Compat → CompatLinearAlgebraExt
   3987.2 ms  ✓ TimerOutputs
   2860.9 ms  ✓ Distributed
    461.3 ms  ✓ FunctionWrappersWrappers
    444.5 ms  ✓ PrecompileTools
    649.6 ms  ✓ JLLWrappers
   1614.0 ms  ✓ Setfield
    625.1 ms  ✓ SciMLLogging
    509.4 ms  ✓ TruncatedStacktraces
    533.3 ms  ✓ SortingAlgorithms
   4556.5 ms  ✓ SparseArrays
    408.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    943.7 ms  ✓ QuadGK
    649.3 ms  ✓ ArrayInterface
   2550.4 ms  ✓ Accessors
    647.1 ms  ✓ GPUArraysCore
    451.4 ms  ✓ EnzymeCore → AdaptExt
    800.6 ms  ✓ ProgressMeter
   1891.9 ms  ✓ RecipesBase
   9676.9 ms  ✓ Test
    721.2 ms  ✓ Rmath_jll
    788.8 ms  ✓ OpenSpecFun_jll
   1371.4 ms  ✓ IntelOpenMP_jll
  10693.1 ms  ✓ Moshi
    664.0 ms  ✓ FFTW_jll
   1237.0 ms  ✓ oneTBB_jll
    596.2 ms  ✓ Statistics → SparseArraysExt
    689.6 ms  ✓ FillArrays → FillArraysSparseArraysExt
    715.1 ms  ✓ SuiteSparse
    774.9 ms  ✓ Distances → DistancesSparseArraysExt
    805.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    811.6 ms  ✓ Adapt → AdaptSparseArraysExt
    593.6 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    985.5 ms  ✓ MaybeInplace
    798.0 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    860.5 ms  ✓ SciMLStructures
    685.0 ms  ✓ Accessors → LinearAlgebraExt
   1712.6 ms  ✓ PreallocationTools
    594.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    598.9 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    804.7 ms  ✓ InverseFunctions → InverseFunctionsTestExt
  16275.4 ms  ✓ StaticArrays
  15770.0 ms  ✓ Parsers
    611.1 ms  ✓ Accessors → TestExt
    727.4 ms  ✓ Rmath
   1474.7 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1268.2 ms  ✓ MKL_jll
   1006.1 ms  ✓ PDMats
   2719.2 ms  ✓ SpecialFunctions
   2818.6 ms  ✓ StatsBase
    715.3 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
    860.6 ms  ✓ FiniteDiff
    891.0 ms  ✓ BangBang
   1295.9 ms  ✓ SymbolicIndexingInterface
   2052.6 ms  ✓ SciMLOperators
    696.1 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    712.8 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    776.2 ms  ✓ FillArrays → FillArraysStaticArraysExt
    717.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    663.3 ms  ✓ Adapt → AdaptStaticArraysExt
   3388.1 ms  ✓ Roots
    771.4 ms  ✓ Accessors → StaticArraysExt
    739.6 ms  ✓ FillArrays → FillArraysPDMatsExt
   2067.4 ms  ✓ JSON
   1250.6 ms  ✓ HypergeometricFunctions
    781.6 ms  ✓ DiffRules
    738.8 ms  ✓ PDMats → StatsBaseExt
    690.1 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    629.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    710.5 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    781.8 ms  ✓ BangBang → BangBangStaticArraysExt
   1091.1 ms  ✓ OhMyThreads
  27199.9 ms  ✓ Static
    472.7 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    653.4 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   1533.4 ms  ✓ StatsFuns
   5091.6 ms  ✓ RecursiveArrayTools
    886.7 ms  ✓ OhMyThreads → MarkdownExt
    793.2 ms  ✓ BitTwiddlingConvenienceFunctions
   6364.3 ms  ✓ NearestNeighbors
   5495.8 ms  ✓ ForwardDiff
   1502.6 ms  ✓ CPUSummary
    690.9 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
    994.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  14697.3 ms  ✓ FFTW
    704.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   1101.2 ms  ✓ Neighborhood
    788.4 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   1983.5 ms  ✓ Clustering
    570.8 ms  ✓ FastPower → FastPowerForwardDiffExt
