nice: cannot set niceness: Permission denied
Precompiling packages...
    398.0 ms  ✓ CPUTime
    409.3 ms  ✓ Reexport
    555.9 ms  ✓ ConstructionBase
    452.0 ms  ✓ StatsAPI
    615.0 ms  ✓ IterTools
    450.4 ms  ✓ CommonSolve
   1354.4 ms  ✓ IrrationalConstants
   1024.0 ms  ✓ Combinatorics
    576.6 ms  ✓ StableTasks
    531.7 ms  ✓ StaticArraysCore
    625.6 ms  ✓ Statistics
    531.0 ms  ✓ ChunkSplitters
    431.1 ms  ✓ IfElse
    872.5 ms  ✓ SuiteSparse_jll
    703.4 ms  ✓ EnzymeCore
    463.4 ms  ✓ PtrArrays
    534.7 ms  ✓ Mmap
    470.5 ms  ✓ TaskLocalValues
    506.9 ms  ✓ ManualMemory
    538.1 ms  ✓ PositiveFactorizations
    490.1 ms  ✓ DataAPI
    425.5 ms  ✓ CommonWorldInvalidations
    858.2 ms  ✓ SciMLPublic
    405.2 ms  ✓ Future
    422.3 ms  ✓ FastPower
    450.7 ms  ✓ CompositionsBase
    543.2 ms  ✓ InverseFunctions
    663.0 ms  ✓ AbstractTrees
    544.6 ms  ✓ MuladdMacro
    713.1 ms  ✓ AbstractFFTs
    576.0 ms  ✓ EnumX
   2402.0 ms  ✓ ExproniconLite
   5576.8 ms  ✓ MacroTools
   1407.0 ms  ✓ InitialValues
    485.0 ms  ✓ ExprTools
    704.1 ms  ✓ OpenLibm_jll
    425.1 ms  ✓ ConcreteStructs
    907.9 ms  ✓ SpatialIndexing
   1111.7 ms  ✓ FillArrays
    664.9 ms  ✓ OrderedCollections
    490.0 ms  ✓ HashArrayMappedTries
    801.3 ms  ✓ ADTypes
   1794.0 ms  ✓ Bessels
    743.0 ms  ✓ Serialization
    721.1 ms  ✓ DocStringExtensions
    493.9 ms  ✓ FastClosures
    439.6 ms  ✓ SIMDTypes
    429.2 ms  ✓ IteratorInterfaceExtensions
    763.8 ms  ✓ Requires
    573.2 ms  ✓ LoggingExtras
    754.3 ms  ✓ CpuId
    584.0 ms  ✓ Compat
   1356.4 ms  ✓ InteractiveUtils
    893.9 ms  ✓ LazyArtifacts
    501.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    510.0 ms  ✓ DiffResults
    563.3 ms  ✓ AliasTables
   3773.1 ms  ✓ FunctionWrappers
    839.2 ms  ✓ Distances
   2132.9 ms  ✓ Preferences
    551.9 ms  ✓ Missings
    475.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    466.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1219.1 ms  ✓ ThreadingUtilities
    574.3 ms  ✓ CommonSubexpressions
    543.4 ms  ✓ NaNMath
    493.3 ms  ✓ FillArrays → FillArraysStatisticsExt
    456.2 ms  ✓ ScopedValues
    419.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    445.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2021.0 ms  ✓ Jieko
   1120.5 ms  ✓ DifferentiationInterface
   1795.2 ms  ✓ DataStructures
    447.7 ms  ✓ RuntimeGeneratedFunctions
    657.3 ms  ✓ LogExpFunctions
    597.2 ms  ✓ Adapt
    555.9 ms  ✓ Compat → CompatLinearAlgebraExt
   3891.1 ms  ✓ TimerOutputs
    419.5 ms  ✓ FunctionWrappersWrappers
   2937.7 ms  ✓ Distributed
    509.1 ms  ✓ PrecompileTools
   1503.9 ms  ✓ Setfield
    598.1 ms  ✓ JLLWrappers
    629.4 ms  ✓ SciMLLogging
    525.9 ms  ✓ TruncatedStacktraces
    526.8 ms  ✓ SortingAlgorithms
   4634.3 ms  ✓ SparseArrays
    429.4 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    936.9 ms  ✓ QuadGK
    665.4 ms  ✓ ArrayInterface
    634.1 ms  ✓ GPUArraysCore
   2539.0 ms  ✓ Accessors
    414.1 ms  ✓ EnzymeCore → AdaptExt
    824.1 ms  ✓ ProgressMeter
   1895.1 ms  ✓ RecipesBase
   9612.4 ms  ✓ Test
    790.2 ms  ✓ Rmath_jll
    798.1 ms  ✓ OpenSpecFun_jll
   1374.8 ms  ✓ IntelOpenMP_jll
  10625.8 ms  ✓ Moshi
    677.6 ms  ✓ FFTW_jll
   1203.4 ms  ✓ oneTBB_jll
    569.8 ms  ✓ Statistics → SparseArraysExt
    700.6 ms  ✓ FillArrays → FillArraysSparseArraysExt
    672.1 ms  ✓ SuiteSparse
    801.2 ms  ✓ Distances → DistancesSparseArraysExt
    864.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    807.3 ms  ✓ Adapt → AdaptSparseArraysExt
    546.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    848.2 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1018.4 ms  ✓ MaybeInplace
    900.3 ms  ✓ SciMLStructures
    562.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1849.6 ms  ✓ PreallocationTools
    637.1 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    691.9 ms  ✓ Accessors → LinearAlgebraExt
    806.3 ms  ✓ InverseFunctions → InverseFunctionsTestExt
  16456.2 ms  ✓ StaticArrays
  15780.9 ms  ✓ Parsers
    588.9 ms  ✓ Accessors → TestExt
    720.9 ms  ✓ Rmath
   1413.4 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1348.8 ms  ✓ MKL_jll
   1025.2 ms  ✓ PDMats
   2936.3 ms  ✓ SpecialFunctions
   2800.3 ms  ✓ StatsBase
    857.4 ms  ✓ FiniteDiff
    688.7 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
    912.1 ms  ✓ BangBang
   1288.7 ms  ✓ SymbolicIndexingInterface
   1951.4 ms  ✓ SciMLOperators
    728.7 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    693.4 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    787.9 ms  ✓ FillArrays → FillArraysStaticArraysExt
    719.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    697.6 ms  ✓ Adapt → AdaptStaticArraysExt
