nice: cannot set niceness: Permission denied
Precompiling packages...
    402.0 ms  ✓ CPUTime
    418.3 ms  ✓ Reexport
    549.3 ms  ✓ ConstructionBase
    470.0 ms  ✓ StatsAPI
    606.7 ms  ✓ IterTools
   1323.6 ms  ✓ IrrationalConstants
    455.4 ms  ✓ CommonSolve
   1036.2 ms  ✓ Combinatorics
    590.3 ms  ✓ StableTasks
    532.7 ms  ✓ StaticArraysCore
    635.3 ms  ✓ Statistics
    504.8 ms  ✓ ChunkSplitters
    431.9 ms  ✓ IfElse
    871.1 ms  ✓ SuiteSparse_jll
    472.6 ms  ✓ PtrArrays
    731.6 ms  ✓ EnzymeCore
    450.6 ms  ✓ TaskLocalValues
    524.9 ms  ✓ Mmap
    502.3 ms  ✓ ManualMemory
    505.6 ms  ✓ AliasTables
    490.4 ms  ✓ DataAPI
    466.0 ms  ✓ CommonWorldInvalidations
    486.0 ms  ✓ Future
    985.1 ms  ✓ SciMLPublic
    514.1 ms  ✓ FastPower
    554.8 ms  ✓ CompositionsBase
    630.0 ms  ✓ InverseFunctions
   4722.9 ms  ✓ MacroTools
    699.0 ms  ✓ AbstractTrees
    485.7 ms  ✓ MuladdMacro
    489.3 ms  ✓ EnumX
    592.2 ms  ✓ AbstractFFTs
   2377.4 ms  ✓ ExproniconLite
    699.5 ms  ✓ OpenLibm_jll
   1246.6 ms  ✓ InitialValues
    528.9 ms  ✓ ExprTools
    408.0 ms  ✓ ConcreteStructs
   1085.8 ms  ✓ FillArrays
    920.4 ms  ✓ SpatialIndexing
    643.0 ms  ✓ OrderedCollections
    499.8 ms  ✓ HashArrayMappedTries
    692.3 ms  ✓ ADTypes
    692.6 ms  ✓ Serialization
   1784.6 ms  ✓ Bessels
    681.5 ms  ✓ DocStringExtensions
    518.5 ms  ✓ FastClosures
    494.7 ms  ✓ SIMDTypes
    428.0 ms  ✓ IteratorInterfaceExtensions
    743.1 ms  ✓ Requires
    760.3 ms  ✓ CpuId
    575.9 ms  ✓ LoggingExtras
    679.9 ms  ✓ Compat
   1497.7 ms  ✓ InteractiveUtils
   3080.0 ms  ✓ FunctionWrappers
    501.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    989.2 ms  ✓ LazyArtifacts
    472.1 ms  ✓ DiffResults
    800.2 ms  ✓ Distances
    522.6 ms  ✓ PositiveFactorizations
   1772.0 ms  ✓ Preferences
    593.7 ms  ✓ Missings
    474.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    484.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    593.0 ms  ✓ CommonSubexpressions
    499.0 ms  ✓ FillArrays → FillArraysStatisticsExt
    534.3 ms  ✓ NaNMath
   1672.4 ms  ✓ Setfield
    491.7 ms  ✓ ScopedValues
    458.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    406.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1120.3 ms  ✓ DifferentiationInterface
   2020.2 ms  ✓ Jieko
   1863.7 ms  ✓ DataStructures
    467.3 ms  ✓ RuntimeGeneratedFunctions
    682.3 ms  ✓ LogExpFunctions
    512.6 ms  ✓ Adapt
    440.5 ms  ✓ Compat → CompatLinearAlgebraExt
    451.2 ms  ✓ FunctionWrappersWrappers
   2322.1 ms  ✓ Distributed
    487.1 ms  ✓ PrecompileTools
    566.4 ms  ✓ JLLWrappers
   1227.4 ms  ✓ ThreadingUtilities
    615.6 ms  ✓ SciMLLogging
    557.2 ms  ✓ TruncatedStacktraces
    533.8 ms  ✓ SortingAlgorithms
   3884.9 ms  ✓ SparseArrays
    422.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    927.7 ms  ✓ QuadGK
    664.2 ms  ✓ ArrayInterface
   2534.3 ms  ✓ Accessors
    642.4 ms  ✓ GPUArraysCore
    428.3 ms  ✓ EnzymeCore → AdaptExt
    802.8 ms  ✓ ProgressMeter
   1925.1 ms  ✓ RecipesBase
   8620.3 ms  ✓ Test
    690.3 ms  ✓ Rmath_jll
    811.3 ms  ✓ OpenSpecFun_jll
   1359.1 ms  ✓ IntelOpenMP_jll
  10546.4 ms  ✓ Moshi
   1325.8 ms  ✓ oneTBB_jll
    693.0 ms  ✓ FFTW_jll
    702.0 ms  ✓ Statistics → SparseArraysExt
    827.6 ms  ✓ FillArrays → FillArraysSparseArraysExt
    750.4 ms  ✓ SuiteSparse
    801.5 ms  ✓ Distances → DistancesSparseArraysExt
    850.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    823.2 ms  ✓ Adapt → AdaptSparseArraysExt
    642.0 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    832.8 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    614.9 ms  ✓ SciMLStructures
    706.0 ms  ✓ Accessors → LinearAlgebraExt
   1365.5 ms  ✓ PreallocationTools
    601.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    613.4 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    826.0 ms  ✓ InverseFunctions → InverseFunctionsTestExt
  15467.3 ms  ✓ StaticArrays
    722.3 ms  ✓ Accessors → TestExt
  15696.7 ms  ✓ Parsers
   1589.9 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
    783.9 ms  ✓ Rmath
   1354.7 ms  ✓ MKL_jll
    993.2 ms  ✓ PDMats
   2825.0 ms  ✓ SpecialFunctions
    830.4 ms  ✓ FiniteDiff
   2803.9 ms  ✓ StatsBase
    903.6 ms  ✓ BangBang
   1273.1 ms  ✓ SymbolicIndexingInterface
    715.7 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   2070.8 ms  ✓ SciMLOperators
    727.5 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    740.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    730.2 ms  ✓ Adapt → AdaptStaticArraysExt
    783.6 ms  ✓ Accessors → StaticArraysExt
   3403.7 ms  ✓ Roots
    743.7 ms  ✓ FillArrays → FillArraysPDMatsExt
   2104.6 ms  ✓ JSON
   1326.5 ms  ✓ HypergeometricFunctions
    764.1 ms  ✓ DiffRules
    745.0 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    738.7 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    616.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    817.8 ms  ✓ PDMats → StatsBaseExt
   1133.6 ms  ✓ OhMyThreads
    773.7 ms  ✓ BangBang → BangBangStaticArraysExt
  26614.3 ms  ✓ Static
    462.0 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1705.5 ms  ✓ RecursiveArrayTools
    646.2 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   1907.9 ms  ✓ StatsFuns
    727.1 ms  ✓ OhMyThreads → MarkdownExt
    790.0 ms  ✓ BitTwiddlingConvenienceFunctions
   5741.9 ms  ✓ NearestNeighbors
   1594.0 ms  ✓ CPUSummary
   5250.7 ms  ✓ ForwardDiff
   1025.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    695.6 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
  13776.3 ms  ✓ FFTW
   1132.2 ms  ✓ Neighborhood
   1929.3 ms  ✓ Clustering
  26909.5 ms  ✓ Polynomials
    656.2 ms  ✓ PolyesterWeave
    728.3 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    547.2 ms  ✓ FastPower → FastPowerForwardDiffExt
   5108.5 ms  ✓ Distributions
    601.8 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    705.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    602.0 ms  ✓ Roots → RootsForwardDiffExt
    626.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    960.0 ms  ✓ StateSpaceSets
    930.6 ms  ✓ Polynomials → PolynomialsFFTWExt
   1250.5 ms  ✓ Distributions → DistributionsTestExt
