nice: cannot set niceness: Permission denied
Precompiling packages...
   1706.8 ms  ✓ nghttp2_jll
   1721.8 ms  ✓ Logging
   1718.8 ms  ✓ MozillaCACerts_jll
   1782.0 ms  ✓ Zlib_jll
   1896.8 ms  ✓ NetworkOptions
   1999.5 ms  ✓ UUIDs
   2039.6 ms  ✓ OpenSSL_jll
   2011.0 ms  ✓ CompilerSupportLibraries_jll
   2045.7 ms  ✓ Unicode
   2099.8 ms  ✓ Base64
    713.9 ms  ✓ LibSSH2_jll
    948.0 ms  ✓ p7zip_jll
   1165.2 ms  ✓ Printf
    791.3 ms  ✓ LibGit2_jll
    814.4 ms  ✓ LibCURL_jll
   4322.5 ms  ✓ ArgTools
   1459.2 ms  ✓ LibCURL
   1041.0 ms  ✓ Tar
   5033.4 ms  ✓ Dates
   5097.6 ms  ✓ LibGit2
    553.8 ms  ✓ TOML
   4747.6 ms  ✓ Downloads
  13545.4 ms  ✓ StyledStrings
   2064.0 ms  ✓ JuliaSyntaxHighlighting
   4710.2 ms  ✓ Markdown
  65365.1 ms  ✓ Pkg
  26 dependencies successfully precompiled in 86 seconds
Precompiling packages...
   1897.5 ms  ✓ IteratorInterfaceExtensions
   2065.7 ms  ✓ StatsAPI
   2099.3 ms  ✓ MuladdMacro
   2405.8 ms  ✓ ExprTools
   2495.2 ms  ✓ AbstractFFTs
   2568.7 ms  ✓ Future
   2674.5 ms  ✓ PositiveFactorizations
   3273.0 ms  ✓ ADTypes
   3818.8 ms  ✓ ConcreteStructs
   1668.1 ms  ✓ CommonSolve
   2505.9 ms  ✓ OpenLibm_jll
   2812.9 ms  ✓ SuiteSparse_jll
   3315.0 ms  ✓ Statistics
   5530.0 ms  ✓ Combinatorics
   2320.9 ms  ✓ ManualMemory
   5797.8 ms  ✓ FillArrays
   5998.1 ms  ✓ Serialization
   4734.1 ms  ✓ InverseFunctions
   4402.1 ms  ✓ IterTools
   2603.6 ms  ✓ EnumX
   7164.5 ms  ✓ InitialValues
   2559.4 ms  ✓ SIMDTypes
   2873.0 ms  ✓ DocStringExtensions
   3181.1 ms  ✓ Reexport
   1700.8 ms  ✓ CompositionsBase
   5028.1 ms  ✓ Requires
   3492.9 ms  ✓ AbstractTrees
   2558.3 ms  ✓ FastPower
