nice: cannot set niceness: Permission denied
Precompiling packages...
   1594.9 ms  ✓ nghttp2_jll
   1603.1 ms  ✓ Logging
   1624.8 ms  ✓ UUIDs
   1627.3 ms  ✓ MozillaCACerts_jll
   1673.1 ms  ✓ Unicode
   1699.3 ms  ✓ NetworkOptions
   1701.5 ms  ✓ Zlib_jll
   1747.7 ms  ✓ OpenSSL_jll
   1723.4 ms  ✓ CompilerSupportLibraries_jll
   1798.6 ms  ✓ Base64
    454.7 ms  ✓ LibSSH2_jll
    535.5 ms  ✓ p7zip_jll
    669.9 ms  ✓ Printf
    462.7 ms  ✓ LibCURL_jll
    469.2 ms  ✓ LibGit2_jll
   3162.1 ms  ✓ ArgTools
    777.8 ms  ✓ LibCURL
    644.9 ms  ✓ Tar
   2921.0 ms  ✓ Dates
   2949.3 ms  ✓ LibGit2
    443.8 ms  ✓ TOML
   3057.0 ms  ✓ Downloads
   9363.3 ms  ✓ StyledStrings
   1699.6 ms  ✓ JuliaSyntaxHighlighting
   3760.1 ms  ✓ Markdown
  46544.4 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2405.9 ms  ✓ IteratorInterfaceExtensions
   2432.7 ms  ✓ StatsAPI
   2508.4 ms  ✓ Future
   2609.3 ms  ✓ MuladdMacro
   2632.3 ms  ✓ ConcreteStructs
   3206.7 ms  ✓ ExprTools
   3228.4 ms  ✓ AbstractFFTs
   3426.9 ms  ✓ PositiveFactorizations
   3988.9 ms  ✓ Serialization
   4208.0 ms  ✓ ADTypes
   2406.8 ms  ✓ CommonSolve
   2606.6 ms  ✓ OpenLibm_jll
   5007.3 ms  ✓ FillArrays
   2983.1 ms  ✓ InverseFunctions
   5828.2 ms  ✓ InitialValues
   3404.6 ms  ✓ Statistics
   2817.1 ms  ✓ SuiteSparse_jll
   6137.8 ms  ✓ Combinatorics
   3599.1 ms  ✓ IterTools
   2899.7 ms  ✓ ManualMemory
   2495.5 ms  ✓ Reexport
   2493.6 ms  ✓ SIMDTypes
   2992.8 ms  ✓ EnumX
   4516.0 ms  ✓ Requires
   2497.5 ms  ✓ PtrArrays
   2901.7 ms  ✓ Mmap
   2882.9 ms  ✓ CompositionsBase
   3288.8 ms  ✓ DocStringExtensions
   3407.7 ms  ✓ AbstractTrees
   2599.4 ms  ✓ FastPower
   5407.4 ms  ✓ SpatialIndexing
   2808.6 ms  ✓ TaskLocalValues
   3099.7 ms  ✓ HashArrayMappedTries
  11085.1 ms  ✓ Bessels
   2578.6 ms  ✓ IfElse
   2488.7 ms  ✓ CommonWorldInvalidations
   3082.2 ms  ✓ StableTasks
  12226.4 ms  ✓ FunctionWrappers
   3082.4 ms  ✓ DataAPI
   3997.5 ms  ✓ EnzymeCore
   2802.7 ms  ✓ FastClosures
   2708.2 ms  ✓ ChunkSplitters
   2889.9 ms  ✓ StaticArraysCore
   3191.1 ms  ✓ SciMLPublic
   3209.1 ms  ✓ LoggingExtras
  10916.9 ms  ✓ OrderedCollections
   4020.6 ms  ✓ Preferences
   4220.3 ms  ✓ CpuId
   2607.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
  17222.3 ms  ✓ ExproniconLite
   5119.5 ms  ✓ LazyArtifacts
   2881.3 ms  ✓ FillArrays → FillArraysStatisticsExt
  10611.0 ms  ✓ ConstructionBase
   2995.6 ms  ✓ Adapt
   3204.6 ms  ✓ AliasTables
  14707.2 ms  ✓ IrrationalConstants
   2819.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   3195.8 ms  ✓ ScopedValues
  10892.1 ms  ✓ Compat
   9999.7 ms  ✓ RuntimeGeneratedFunctions
  20579.1 ms  ✓ MacroTools
   3489.5 ms  ✓ FunctionWrappersWrappers
   3495.2 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
  10810.0 ms  ✓ NaNMath
   3599.1 ms  ✓ DiffResults
  10493.9 ms  ✓ Distances
   2497.1 ms  ✓ PrecompileTools
  14705.0 ms  ✓ InteractiveUtils
   3216.1 ms  ✓ JLLWrappers
  12816.4 ms  ✓ DifferentiationInterface
   2503.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3501.9 ms  ✓ SciMLLogging
   2599.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2584.0 ms  ✓ EnzymeCore → AdaptExt
   3200.2 ms  ✓ GPUArraysCore
   2704.0 ms  ✓ Compat → CompatLinearAlgebraExt
  12210.3 ms  ✓ ThreadingUtilities
   3107.0 ms  ✓ CommonSubexpressions
   3714.1 ms  ✓ LogExpFunctions
  10198.7 ms  ✓ Missings
  18593.8 ms  ✓ Distributed
   8791.4 ms  ✓ DataStructures
   3505.5 ms  ✓ TruncatedStacktraces
  20813.5 ms  ✓ TimerOutputs
   9816.0 ms  ✓ Jieko
   4990.7 ms  ✓ Rmath_jll
   3996.9 ms  ✓ OpenSpecFun_jll
   5278.2 ms  ✓ FFTW_jll
   3692.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2392.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   8920.8 ms  ✓ RecipesBase
   7280.9 ms  ✓ IntelOpenMP_jll
  11689.2 ms  ✓ ArrayInterface
   3006.9 ms  ✓ SortingAlgorithms
   9096.7 ms  ✓ oneTBB_jll
   5078.8 ms  ✓ ProgressMeter
   2191.0 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3607.2 ms  ✓ Rmath
   2291.7 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   7801.2 ms  ✓ Setfield
   3212.5 ms  ✓ MaybeInplace
   2694.1 ms  ✓ FiniteDiff
  26272.4 ms  ✓ SparseArrays
   5489.2 ms  ✓ PreallocationTools
   7776.7 ms  ✓ SciMLStructures
   2900.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   5899.0 ms  ✓ MKL_jll
  10589.0 ms  ✓ QuadGK
   3502.2 ms  ✓ SuiteSparse
   3611.9 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3697.8 ms  ✓ Statistics → SparseArraysExt
   3701.2 ms  ✓ Adapt → AdaptSparseArraysExt
   3786.0 ms  ✓ Distances → DistancesSparseArraysExt
   2989.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2616.7 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
  16105.0 ms  ✓ Accessors
   3094.1 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3093.3 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
  12794.1 ms  ✓ SpecialFunctions
   3886.0 ms  ✓ PDMats
  21116.2 ms  ✓ Test
   2817.1 ms  ✓ Accessors → LinearAlgebraExt
   2807.4 ms  ✓ DiffRules
   3117.9 ms  ✓ FillArrays → FillArraysPDMatsExt
   3190.5 ms  ✓ Accessors → TestExt
   3201.0 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   4592.3 ms  ✓ HypergeometricFunctions
  26309.4 ms  ✓ Static
   3791.0 ms  ✓ BangBang
   2403.1 ms  ✓ BitTwiddlingConvenienceFunctions
   7373.6 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   4799.6 ms  ✓ CPUSummary
   9921.1 ms  ✓ SymbolicIndexingInterface
   2790.7 ms  ✓ PolyesterWeave
  15525.3 ms  ✓ StatsBase
  12231.1 ms  ✓ SciMLOperators
   9307.7 ms  ✓ OhMyThreads
   3076.8 ms  ✓ PDMats → StatsBaseExt
   3071.1 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  12818.5 ms  ✓ StatsFuns
  39784.4 ms  ✓ StaticArrays
   3599.0 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   3993.8 ms  ✓ OhMyThreads → MarkdownExt
  17472.6 ms  ✓ Roots
   2683.1 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   3181.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3217.2 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3294.0 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3407.3 ms  ✓ FillArrays → FillArraysStaticArraysExt
   3483.7 ms  ✓ Adapt → AdaptStaticArraysExt
   3591.8 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   2997.8 ms  ✓ Accessors → StaticArraysExt
   2807.5 ms  ✓ BangBang → BangBangStaticArraysExt
  19590.3 ms  ✓ ForwardDiff
   5583.0 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   6299.2 ms  ✓ FastPower → FastPowerForwardDiffExt
   7505.1 ms  ✓ Roots → RootsForwardDiffExt
  38126.7 ms  ✓ FFTW
  12525.9 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  48604.3 ms  ✓ Moshi
  14499.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  25197.1 ms  ✓ RecursiveArrayTools
  33209.9 ms  ✓ StaticArrayInterface
  21218.7 ms  ✓ Distributions
  17907.1 ms  ✓ NearestNeighbors
   2314.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   2582.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2708.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   3101.2 ms  ✓ NLSolversBase
   1986.4 ms  ✓ CloseOpenIntervals
   2268.8 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   2228.3 ms  ✓ LayoutPointers
   2183.7 ms  ✓ Neighborhood
   2897.3 ms  ✓ Distributions → DistributionsTestExt
   1453.4 ms  ✓ StrideArraysCore
   3510.7 ms  ✓ Clustering
   1039.9 ms  ✓ Polyester
   3199.1 ms  ✓ LineSearches
    930.4 ms  ✓ FastBroadcast
   2888.6 ms  ✓ StateSpaceSets
    888.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2938.8 ms  ✓ Optim
   7729.5 ms  ✓ BlackBoxOptim
   3043.3 ms  ✓ DelayEmbeddings
  54976.7 ms  ✓ Polynomials
    772.0 ms  ✓ Polynomials → PolynomialsFFTWExt
    775.0 ms  ✓ Polynomials → PolynomialsRecipesBaseExt
  14662.8 ms  ✓ SciMLBase
   2259.3 ms  ✓ DSP
    889.0 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1210.3 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
   1858.3 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2700.8 ms  ✓ Wavelets
   3182.6 ms  ✓ SciMLJacobianOperators
   3058.9 ms  ✓ ComplexityMeasures
   6035.5 ms  ✓ NonlinearSolveBase
   1085.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   3205.5 ms  ✓ BracketingNonlinearSolve
   4493.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   1509.4 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   2760.6 ms  ✓ DiffEqBase
   1115.2 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
