nice: cannot set niceness: Permission denied
Precompiling packages...
    414.9 ms  ✓ CPUTime
    427.8 ms  ✓ Reexport
    551.6 ms  ✓ ConstructionBase
    457.2 ms  ✓ StatsAPI
    596.1 ms  ✓ IterTools
   1333.4 ms  ✓ IrrationalConstants
    467.4 ms  ✓ CommonSolve
   1034.8 ms  ✓ Combinatorics
    563.7 ms  ✓ StableTasks
    523.4 ms  ✓ StaticArraysCore
    615.7 ms  ✓ Statistics
    528.3 ms  ✓ ChunkSplitters
    482.8 ms  ✓ IfElse
    933.3 ms  ✓ SuiteSparse_jll
    479.2 ms  ✓ PtrArrays
    748.6 ms  ✓ EnzymeCore
    536.4 ms  ✓ Mmap
    455.7 ms  ✓ TaskLocalValues
    521.6 ms  ✓ ManualMemory
    527.1 ms  ✓ PositiveFactorizations
    491.3 ms  ✓ DataAPI
    424.5 ms  ✓ CommonWorldInvalidations
    840.1 ms  ✓ SciMLPublic
    409.0 ms  ✓ Future
    427.6 ms  ✓ FastPower
    445.2 ms  ✓ CompositionsBase
    504.3 ms  ✓ InverseFunctions
    660.3 ms  ✓ AbstractTrees
    512.4 ms  ✓ MuladdMacro
    696.7 ms  ✓ AbstractFFTs
    589.3 ms  ✓ EnumX
   2397.3 ms  ✓ ExproniconLite
   5623.3 ms  ✓ MacroTools
   1428.8 ms  ✓ InitialValues
    476.2 ms  ✓ ExprTools
    716.1 ms  ✓ OpenLibm_jll
    433.8 ms  ✓ ConcreteStructs
   1095.6 ms  ✓ FillArrays
    901.9 ms  ✓ SpatialIndexing
    671.2 ms  ✓ OrderedCollections
    497.6 ms  ✓ HashArrayMappedTries
    693.9 ms  ✓ ADTypes
    719.6 ms  ✓ Serialization
   1787.2 ms  ✓ Bessels
    671.9 ms  ✓ DocStringExtensions
    515.1 ms  ✓ FastClosures
    459.5 ms  ✓ SIMDTypes
    441.3 ms  ✓ IteratorInterfaceExtensions
    776.7 ms  ✓ Requires
    746.9 ms  ✓ CpuId
    598.5 ms  ✓ LoggingExtras
    588.3 ms  ✓ Compat
   1267.2 ms  ✓ InteractiveUtils
    890.5 ms  ✓ LazyArtifacts
    503.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    500.3 ms  ✓ DiffResults
    563.3 ms  ✓ AliasTables
   3721.5 ms  ✓ FunctionWrappers
    823.8 ms  ✓ Distances
    478.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2155.5 ms  ✓ Preferences
    530.9 ms  ✓ Missings
    481.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1261.6 ms  ✓ ThreadingUtilities
    631.1 ms  ✓ CommonSubexpressions
    582.0 ms  ✓ NaNMath
    518.4 ms  ✓ FillArrays → FillArraysStatisticsExt
    475.0 ms  ✓ ScopedValues
    430.0 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    429.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2038.9 ms  ✓ Jieko
   1129.3 ms  ✓ DifferentiationInterface
   1848.9 ms  ✓ DataStructures
    457.5 ms  ✓ RuntimeGeneratedFunctions
    729.3 ms  ✓ LogExpFunctions
    565.7 ms  ✓ Adapt
    539.9 ms  ✓ Compat → CompatLinearAlgebraExt
   4116.3 ms  ✓ TimerOutputs
   2804.5 ms  ✓ Distributed
    491.6 ms  ✓ FunctionWrappersWrappers
    468.6 ms  ✓ PrecompileTools
    581.6 ms  ✓ JLLWrappers
