nice: cannot set niceness: Permission denied
Precompiling packages...
   1585.6 ms  ✓ OpenSSL_jll
   1555.0 ms  ✓ CompilerSupportLibraries_jll
   1553.6 ms  ✓ nghttp2_jll
   1562.5 ms  ✓ Logging
   1564.1 ms  ✓ NetworkOptions
   1649.7 ms  ✓ UUIDs
   1664.0 ms  ✓ MozillaCACerts_jll
   1684.5 ms  ✓ Unicode
   1721.6 ms  ✓ Zlib_jll
   1782.6 ms  ✓ Base64
    547.5 ms  ✓ LibSSH2_jll
    627.8 ms  ✓ p7zip_jll
    673.4 ms  ✓ Printf
    469.7 ms  ✓ LibCURL_jll
    473.1 ms  ✓ LibGit2_jll
   3163.3 ms  ✓ ArgTools
    770.6 ms  ✓ LibCURL
    638.2 ms  ✓ Tar
   2866.2 ms  ✓ Dates
   2995.9 ms  ✓ LibGit2
    452.9 ms  ✓ TOML
   3028.8 ms  ✓ Downloads
   9161.9 ms  ✓ StyledStrings
   1620.3 ms  ✓ JuliaSyntaxHighlighting
   3852.8 ms  ✓ Markdown
  46737.9 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2293.4 ms  ✓ IteratorInterfaceExtensions
   2474.7 ms  ✓ MuladdMacro
   2483.2 ms  ✓ ConcreteStructs
   2491.8 ms  ✓ Future
   2586.4 ms  ✓ ExprTools
   2780.3 ms  ✓ StatsAPI
   2885.9 ms  ✓ PositiveFactorizations
   3299.4 ms  ✓ AbstractFFTs
   4188.2 ms  ✓ ADTypes
   4182.0 ms  ✓ Serialization
   2493.3 ms  ✓ OpenLibm_jll
   2299.0 ms  ✓ CommonSolve
   5262.6 ms  ✓ FillArrays
   2924.8 ms  ✓ InverseFunctions
   5481.7 ms  ✓ InitialValues
   5759.3 ms  ✓ Combinatorics
   3313.5 ms  ✓ Statistics
   3116.6 ms  ✓ SuiteSparse_jll
   2800.6 ms  ✓ ManualMemory
   3792.8 ms  ✓ IterTools
   2706.5 ms  ✓ EnumX
   2290.5 ms  ✓ SIMDTypes
   2522.3 ms  ✓ Reexport
   2479.0 ms  ✓ CompositionsBase
   4498.6 ms  ✓ Requires
   2874.7 ms  ✓ Mmap
   3393.9 ms  ✓ DocStringExtensions
   2510.5 ms  ✓ PtrArrays
   3420.4 ms  ✓ AbstractTrees
   5295.3 ms  ✓ SpatialIndexing
   2594.8 ms  ✓ FastPower
   2599.1 ms  ✓ TaskLocalValues
   2999.6 ms  ✓ HashArrayMappedTries
  10768.6 ms  ✓ Bessels
   2819.1 ms  ✓ StableTasks
   2593.9 ms  ✓ CommonWorldInvalidations
  11689.5 ms  ✓ FunctionWrappers
   3025.7 ms  ✓ IfElse
   3103.4 ms  ✓ DataAPI
   3981.6 ms  ✓ EnzymeCore
   2783.4 ms  ✓ ChunkSplitters
   2804.9 ms  ✓ FastClosures
   2885.1 ms  ✓ SciMLPublic
   2894.8 ms  ✓ StaticArraysCore
   3093.5 ms  ✓ LoggingExtras
  11095.8 ms  ✓ OrderedCollections
   4292.3 ms  ✓ CpuId
   4200.0 ms  ✓ Preferences
  16286.4 ms  ✓ ExproniconLite
   2601.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5218.6 ms  ✓ LazyArtifacts
   2709.8 ms  ✓ FillArrays → FillArraysStatisticsExt
   2511.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  10613.1 ms  ✓ ConstructionBase
   2686.4 ms  ✓ Adapt
  14881.3 ms  ✓ IrrationalConstants
   2790.8 ms  ✓ AliasTables
  19389.0 ms  ✓ MacroTools
   3213.6 ms  ✓ ScopedValues
   3390.5 ms  ✓ FunctionWrappersWrappers
   9674.9 ms  ✓ RuntimeGeneratedFunctions
   9798.6 ms  ✓ NaNMath
  11592.9 ms  ✓ Compat
   3307.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2807.0 ms  ✓ DiffResults
   2603.6 ms  ✓ PrecompileTools
  12610.8 ms  ✓ DifferentiationInterface
  14300.6 ms  ✓ InteractiveUtils
   3186.8 ms  ✓ JLLWrappers
   2693.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
  10994.3 ms  ✓ Distances
   2309.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   3438.8 ms  ✓ SciMLLogging
  12096.7 ms  ✓ ThreadingUtilities
   2497.5 ms  ✓ Compat → CompatLinearAlgebraExt
   2286.5 ms  ✓ EnzymeCore → AdaptExt
   3200.9 ms  ✓ GPUArraysCore
   3023.7 ms  ✓ CommonSubexpressions
   3756.9 ms  ✓ LogExpFunctions
  10202.2 ms  ✓ Missings
   9000.1 ms  ✓ DataStructures
   3793.4 ms  ✓ TruncatedStacktraces
  19599.1 ms  ✓ Distributed
  20817.5 ms  ✓ TimerOutputs
   5112.4 ms  ✓ Rmath_jll
   4437.1 ms  ✓ FFTW_jll
  10294.1 ms  ✓ ArrayInterface
   4003.4 ms  ✓ OpenSpecFun_jll
   2478.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   8714.0 ms  ✓ RecipesBase
  11805.1 ms  ✓ Jieko
   7091.9 ms  ✓ IntelOpenMP_jll
   2799.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   3497.9 ms  ✓ SortingAlgorithms
   2388.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2203.7 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   6706.0 ms  ✓ Setfield
   9185.0 ms  ✓ oneTBB_jll
   3308.5 ms  ✓ MaybeInplace
   3992.3 ms  ✓ Rmath
   4418.6 ms  ✓ ProgressMeter
   2414.2 ms  ✓ FiniteDiff
  25796.0 ms  ✓ SparseArrays
   5991.0 ms  ✓ PreallocationTools
   2002.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   5800.2 ms  ✓ MKL_jll
   9994.6 ms  ✓ QuadGK
   8494.8 ms  ✓ SciMLStructures
   3089.5 ms  ✓ SuiteSparse
   3190.1 ms  ✓ Statistics → SparseArraysExt
   3287.0 ms  ✓ Adapt → AdaptSparseArraysExt
   3497.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3603.9 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3211.1 ms  ✓ Distances → DistancesSparseArraysExt
   3182.3 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2203.4 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2691.6 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
  14996.6 ms  ✓ Accessors
  10489.6 ms  ✓ SpecialFunctions
   3194.3 ms  ✓ PDMats
   2498.2 ms  ✓ Accessors → LinearAlgebraExt
  21672.1 ms  ✓ Test
  24793.5 ms  ✓ Static
   3800.0 ms  ✓ DiffRules
   3608.8 ms  ✓ FillArrays → FillArraysPDMatsExt
   5673.3 ms  ✓ HypergeometricFunctions
   2591.6 ms  ✓ BitTwiddlingConvenienceFunctions
   4103.1 ms  ✓ BangBang
   3805.5 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   4187.3 ms  ✓ Accessors → TestExt
   5189.7 ms  ✓ CPUSummary
   7424.0 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   2695.8 ms  ✓ PolyesterWeave
  14709.0 ms  ✓ StatsBase
  10221.4 ms  ✓ SymbolicIndexingInterface
   3091.5 ms  ✓ PDMats → StatsBaseExt
   9010.0 ms  ✓ OhMyThreads
  13313.8 ms  ✓ SciMLOperators
  38991.8 ms  ✓ StaticArrays
  11212.9 ms  ✓ StatsFuns
   2786.2 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   3697.9 ms  ✓ OhMyThreads → MarkdownExt
   3607.1 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3292.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3405.2 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3105.5 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3607.0 ms  ✓ Adapt → AdaptStaticArraysExt
   3611.9 ms  ✓ FillArrays → FillArraysStaticArraysExt
   3699.8 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
  18705.6 ms  ✓ Roots
   3093.3 ms  ✓ Accessors → StaticArraysExt
   2403.4 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   2921.7 ms  ✓ BangBang → BangBangStaticArraysExt
  20422.6 ms  ✓ ForwardDiff
  34402.3 ms  ✓ FFTW
   6301.4 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   6366.2 ms  ✓ FastPower → FastPowerForwardDiffExt
   7099.5 ms  ✓ Roots → RootsForwardDiffExt
   9603.9 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  46899.2 ms  ✓ Moshi
  24505.1 ms  ✓ RecursiveArrayTools
  32891.1 ms  ✓ StaticArrayInterface
  11621.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   1464.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   1579.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   1521.2 ms  ✓ CloseOpenIntervals
   1534.0 ms  ✓ LayoutPointers
   1766.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   1727.2 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
  19397.3 ms  ✓ Distributions
  19809.4 ms  ✓ NearestNeighbors
   2195.0 ms  ✓ NLSolversBase
   2073.6 ms  ✓ StrideArraysCore
   1677.2 ms  ✓ Neighborhood
   2310.9 ms  ✓ Distributions → DistributionsTestExt
   1315.8 ms  ✓ Polyester
   2785.8 ms  ✓ Clustering
   1115.6 ms  ✓ FastBroadcast
   3257.7 ms  ✓ LineSearches
    912.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2651.8 ms  ✓ StateSpaceSets
   2749.3 ms  ✓ Optim
   6954.9 ms  ✓ BlackBoxOptim
   2805.2 ms  ✓ DelayEmbeddings
  54790.5 ms  ✓ Polynomials
    769.1 ms  ✓ Polynomials → PolynomialsFFTWExt
    786.1 ms  ✓ Polynomials → PolynomialsRecipesBaseExt
  15220.6 ms  ✓ SciMLBase
   2319.8 ms  ✓ DSP
    909.7 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1204.2 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
   1868.1 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2621.6 ms  ✓ Wavelets
   3177.1 ms  ✓ SciMLJacobianOperators
   3091.0 ms  ✓ ComplexityMeasures
   6091.1 ms  ✓ NonlinearSolveBase
   1091.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   3156.9 ms  ✓ BracketingNonlinearSolve
   4544.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   1579.8 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   2736.9 ms  ✓ DiffEqBase
   1119.7 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   3314.0 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   3811.7 ms  ✓ OrdinaryDiffEqCore
   1167.2 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
   4691.4 ms  ✓ OrdinaryDiffEqTsit5
   2650.7 ms  ✓ DynamicalSystemsBase
   3512.6 ms  ✓ Attractors
  208 dependencies successfully precompiled in 132 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +release --project=A/Attractors/Multistability-Of-Discrete-Time-Systems -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 587.96
	System time (seconds): 49.29
	Percent of CPU this job got: 328%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:14.16
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2191488
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 871
	Minor (reclaiming a frame) page faults: 12462084
	Voluntary context switches: 34097
	Involuntary context switches: 56286
	Swaps: 0
	File system inputs: 0
	File system outputs: 1084768
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
