nice: cannot set niceness: Permission denied
Precompiling packages...
    402.4 ms  ✓ CPUTime
    419.1 ms  ✓ Reexport
    546.2 ms  ✓ ConstructionBase
    473.8 ms  ✓ StatsAPI
    609.1 ms  ✓ IterTools
    455.5 ms  ✓ CommonSolve
   1338.0 ms  ✓ IrrationalConstants
   1062.8 ms  ✓ Combinatorics
    586.2 ms  ✓ StableTasks
    539.3 ms  ✓ StaticArraysCore
    632.7 ms  ✓ Statistics
    499.1 ms  ✓ ChunkSplitters
    439.2 ms  ✓ IfElse
    893.3 ms  ✓ SuiteSparse_jll
    467.4 ms  ✓ PtrArrays
    737.9 ms  ✓ EnzymeCore
    530.5 ms  ✓ Mmap
    471.4 ms  ✓ TaskLocalValues
    513.4 ms  ✓ ManualMemory
    549.8 ms  ✓ PositiveFactorizations
    478.6 ms  ✓ DataAPI
    440.3 ms  ✓ CommonWorldInvalidations
    483.9 ms  ✓ Future
    993.7 ms  ✓ SciMLPublic
    516.2 ms  ✓ FastPower
    544.9 ms  ✓ CompositionsBase
    651.2 ms  ✓ InverseFunctions
    546.8 ms  ✓ SimpleUnPack
   4745.5 ms  ✓ MacroTools
    455.7 ms  ✓ MuladdMacro
    486.1 ms  ✓ EnumX
    597.8 ms  ✓ AbstractFFTs
   2399.1 ms  ✓ ExproniconLite
    678.9 ms  ✓ OpenLibm_jll
    501.0 ms  ✓ ExprTools
   1255.8 ms  ✓ InitialValues
    417.6 ms  ✓ ConcreteStructs
   1110.0 ms  ✓ FillArrays
    628.4 ms  ✓ OrderedCollections
    924.3 ms  ✓ SpatialIndexing
    489.5 ms  ✓ HashArrayMappedTries
    692.6 ms  ✓ ADTypes
    689.8 ms  ✓ Serialization
    685.8 ms  ✓ DocStringExtensions
   1805.4 ms  ✓ Bessels
    499.0 ms  ✓ SIMDTypes
    514.3 ms  ✓ FastClosures
    413.3 ms  ✓ IteratorInterfaceExtensions
    757.1 ms  ✓ Requires
    761.1 ms  ✓ CpuId
    587.0 ms  ✓ LoggingExtras
    648.0 ms  ✓ Compat
   1499.3 ms  ✓ InteractiveUtils
   3089.3 ms  ✓ FunctionWrappers
    561.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    993.5 ms  ✓ LazyArtifacts
    487.4 ms  ✓ DiffResults
    503.6 ms  ✓ AliasTables
    818.0 ms  ✓ Distances
   1743.5 ms  ✓ Preferences
    598.2 ms  ✓ Missings
    516.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    446.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    613.2 ms  ✓ CommonSubexpressions
   1300.7 ms  ✓ ThreadingUtilities
    536.3 ms  ✓ NaNMath
    515.5 ms  ✓ FillArrays → FillArraysStatisticsExt
    488.2 ms  ✓ ScopedValues
    428.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    406.2 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1106.3 ms  ✓ DifferentiationInterface
   2041.4 ms  ✓ Jieko
   1839.4 ms  ✓ DataStructures
    447.9 ms  ✓ RuntimeGeneratedFunctions
    689.9 ms  ✓ LogExpFunctions
    502.0 ms  ✓ Adapt
    461.7 ms  ✓ Compat → CompatLinearAlgebraExt
    410.7 ms  ✓ FunctionWrappersWrappers
   2342.7 ms  ✓ Distributed
    520.7 ms  ✓ PrecompileTools
    556.1 ms  ✓ JLLWrappers
    592.9 ms  ✓ SciMLLogging
   1626.8 ms  ✓ Setfield
    610.4 ms  ✓ TruncatedStacktraces
    532.9 ms  ✓ SortingAlgorithms
   3965.4 ms  ✓ SparseArrays
    426.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    946.5 ms  ✓ QuadGK
    610.1 ms  ✓ ArrayInterface
    646.2 ms  ✓ GPUArraysCore
   2525.4 ms  ✓ Accessors
    504.7 ms  ✓ EnzymeCore → AdaptExt
    799.7 ms  ✓ ProgressMeter
   1910.1 ms  ✓ RecipesBase
   8719.4 ms  ✓ Test
    667.6 ms  ✓ Rmath_jll
    816.8 ms  ✓ OpenSpecFun_jll
   1387.3 ms  ✓ IntelOpenMP_jll
  10568.9 ms  ✓ Moshi
   1350.0 ms  ✓ oneTBB_jll
    670.2 ms  ✓ FFTW_jll
    652.2 ms  ✓ Statistics → SparseArraysExt
    777.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
    695.1 ms  ✓ SuiteSparse
    752.3 ms  ✓ Distances → DistancesSparseArraysExt
    854.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    842.0 ms  ✓ Adapt → AdaptSparseArraysExt
    598.4 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    854.9 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    624.5 ms  ✓ SciMLStructures
    679.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1342.7 ms  ✓ PreallocationTools
    614.8 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    688.9 ms  ✓ Accessors → LinearAlgebraExt
    879.0 ms  ✓ InverseFunctions → InverseFunctionsTestExt
  15584.7 ms  ✓ StaticArrays
    719.5 ms  ✓ Accessors → TestExt
  15815.8 ms  ✓ Parsers
   1661.9 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
    812.1 ms  ✓ Rmath
   1441.0 ms  ✓ MKL_jll
   1013.5 ms  ✓ PDMats
   2948.6 ms  ✓ SpecialFunctions
    834.0 ms  ✓ FiniteDiff
   2890.8 ms  ✓ StatsBase
    913.3 ms  ✓ BangBang
   1293.0 ms  ✓ SymbolicIndexingInterface
   2074.5 ms  ✓ SciMLOperators
    740.3 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    702.1 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    715.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    718.7 ms  ✓ Adapt → AdaptStaticArraysExt
    732.3 ms  ✓ Accessors → StaticArraysExt
   3426.6 ms  ✓ Roots
    780.5 ms  ✓ FillArrays → FillArraysPDMatsExt
   2149.2 ms  ✓ JSON
   1281.2 ms  ✓ HypergeometricFunctions
    799.6 ms  ✓ DiffRules
    728.2 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    725.0 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    681.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    812.0 ms  ✓ PDMats → StatsBaseExt
   1064.5 ms  ✓ OhMyThreads
  26562.8 ms  ✓ Static
    719.4 ms  ✓ BangBang → BangBangStaticArraysExt
    450.9 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    639.9 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   1591.4 ms  ✓ RecursiveArrayTools
   1756.7 ms  ✓ StatsFuns
    743.2 ms  ✓ OhMyThreads → MarkdownExt
   3344.6 ms  ✓ NearestNeighbors
    648.7 ms  ✓ BitTwiddlingConvenienceFunctions
   1311.0 ms  ✓ CPUSummary
   1086.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   5055.5 ms  ✓ ForwardDiff
    695.8 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
  13493.9 ms  ✓ FFTW
   1104.1 ms  ✓ Neighborhood
   1908.7 ms  ✓ Clustering
    805.5 ms  ✓ PolyesterWeave
  27635.6 ms  ✓ Polynomials
   5451.6 ms  ✓ Distributions
    761.0 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    560.2 ms  ✓ FastPower → FastPowerForwardDiffExt
    737.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    605.1 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    597.0 ms  ✓ Roots → RootsForwardDiffExt
    627.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    942.0 ms  ✓ StateSpaceSets
    936.7 ms  ✓ Polynomials → PolynomialsFFTWExt
   1259.6 ms  ✓ Distributions → DistributionsTestExt
    980.4 ms  ✓ NLSolversBase
   9586.5 ms  ✓ SciMLBase
   1060.2 ms  ✓ LineSearches
   1783.1 ms  ✓ DelayEmbeddings
   2666.7 ms  ✓ DSP
   1163.8 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
    793.2 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   4639.8 ms  ✓ BlackBoxOptim
   1462.4 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
  16097.6 ms  ✓ StaticArrayInterface
   2058.1 ms  ✓ Wavelets
    551.7 ms  ✓ CloseOpenIntervals
    626.1 ms  ✓ LayoutPointers
    646.5 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   2720.4 ms  ✓ Optim
    716.0 ms  ✓ StrideArraysCore
    586.5 ms  ✓ Polyester
    593.5 ms  ✓ FastBroadcast
    519.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   3066.9 ms  ✓ ComplexityMeasures
   1538.3 ms  ✓ DiffEqBase
    855.0 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1022.6 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   2638.1 ms  ✓ OrdinaryDiffEqCore
    755.0 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   9156.3 ms  ✓ OrdinaryDiffEqTsit5
   1684.3 ms  ✓ DynamicalSystemsBase
   3097.6 ms  ✓ Attractors
  199 dependencies successfully precompiled in 88 seconds. 27 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +alpha --project=A/Attractors/Multistability-Of-Discrete-Time-Systems -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 432.42
	System time (seconds): 35.98
	Percent of CPU this job got: 264%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:57.29
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2632008
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 758
	Minor (reclaiming a frame) page faults: 12407559
	Voluntary context switches: 35300
	Involuntary context switches: 14176
	Swaps: 0
	File system inputs: 256
	File system outputs: 1054240
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
