nice: cannot set niceness: Permission denied
Precompiling packages...
   1578.5 ms  ✓ OpenSSL_jll
   1545.1 ms  ✓ MozillaCACerts_jll
   1631.1 ms  ✓ Unicode
   1734.9 ms  ✓ nghttp2_jll
   1741.1 ms  ✓ Logging
   1749.9 ms  ✓ UUIDs
   1834.8 ms  ✓ NetworkOptions
   1868.8 ms  ✓ CompilerSupportLibraries_jll
   1862.4 ms  ✓ Zlib_jll
   1944.7 ms  ✓ Base64
    679.4 ms  ✓ LibSSH2_jll
    816.1 ms  ✓ Printf
    615.8 ms  ✓ p7zip_jll
    509.6 ms  ✓ LibCURL_jll
    511.3 ms  ✓ LibGit2_jll
   3478.8 ms  ✓ ArgTools
    752.7 ms  ✓ LibCURL
    647.5 ms  ✓ Tar
   2977.2 ms  ✓ Dates
   3081.7 ms  ✓ LibGit2
    463.2 ms  ✓ TOML
   3074.7 ms  ✓ Downloads
   9665.5 ms  ✓ StyledStrings
   1707.7 ms  ✓ JuliaSyntaxHighlighting
   3860.0 ms  ✓ Markdown
  47598.8 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2390.6 ms  ✓ IteratorInterfaceExtensions
   2485.0 ms  ✓ LaTeXStrings
   2491.9 ms  ✓ ConcreteStructs
   2667.6 ms  ✓ StatsAPI
   2687.4 ms  ✓ Future
   2988.3 ms  ✓ PositiveFactorizations
   3391.5 ms  ✓ AbstractFFTs
   3471.4 ms  ✓ ExprTools
   3870.5 ms  ✓ Gamma
   3874.5 ms  ✓ Serialization
   4264.2 ms  ✓ ADTypes
   2797.1 ms  ✓ OpenLibm_jll
   2583.7 ms  ✓ CommonSolve
   2805.8 ms  ✓ InverseFunctions
   5667.6 ms  ✓ FillArrays
   3190.9 ms  ✓ Statistics
   5863.8 ms  ✓ InitialValues
   2896.6 ms  ✓ SuiteSparse_jll
   2473.6 ms  ✓ DataValueInterfaces
   6382.4 ms  ✓ Combinatorics
   3785.6 ms  ✓ IterTools
   2400.3 ms  ✓ Reexport
   2801.7 ms  ✓ EnumX
   3016.1 ms  ✓ AbstractTrees
   2408.4 ms  ✓ TestItems
   2694.9 ms  ✓ FillArrays → FillArraysStatisticsExt
   2803.5 ms  ✓ Mmap
   2669.2 ms  ✓ PtrArrays
   3393.1 ms  ✓ DocStringExtensions
   2425.2 ms  ✓ FastPower
   2797.6 ms  ✓ HashArrayMappedTries
   2796.7 ms  ✓ TaskLocalValues
   2918.0 ms  ✓ StableTasks
   9768.0 ms  ✓ Bessels
   3918.1 ms  ✓ VectorInterface
   2629.2 ms  ✓ DataAPI
   2612.1 ms  ✓ PackageExtensionCompat
   3007.5 ms  ✓ Inflate
   2803.6 ms  ✓ Adapt
  11589.8 ms  ✓ FunctionWrappers
   2605.4 ms  ✓ FastClosures
   2711.8 ms  ✓ ChunkSplitters
   2589.2 ms  ✓ SciMLPublic
   3907.2 ms  ✓ EnzymeCore
   3088.2 ms  ✓ StaticArraysCore
   2799.5 ms  ✓ BinaryHeaps
   2398.6 ms  ✓ TableTraits
   3100.4 ms  ✓ LoggingExtras
  11182.6 ms  ✓ OrderedCollections
   3714.4 ms  ✓ Preferences
   2314.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5066.7 ms  ✓ LazyArtifacts
   2393.5 ms  ✓ CompositionsBase
   5702.5 ms  ✓ HypergeometricFunctions
  10108.9 ms  ✓ ConstructionBase
   2730.7 ms  ✓ ScopedValues
   2899.8 ms  ✓ AliasTables
  14802.3 ms  ✓ IrrationalConstants
   9076.2 ms  ✓ RuntimeGeneratedFunctions
   2791.5 ms  ✓ EnzymeCore → AdaptExt
  10995.7 ms  ✓ Compat
  19163.4 ms  ✓ MacroTools
  13916.8 ms  ✓ Crayons
   3604.7 ms  ✓ GPUArraysCore
   3384.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
  10119.2 ms  ✓ NaNMath
   2925.5 ms  ✓ DiffResults
   2490.2 ms  ✓ PrecompileTools
  12413.7 ms  ✓ DifferentiationInterface
   2942.6 ms  ✓ JLLWrappers
  11233.9 ms  ✓ Distances
   8200.6 ms  ✓ KrylovKit
   2411.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  14883.1 ms  ✓ InteractiveUtils
   2780.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2485.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  10105.8 ms  ✓ Missings
   3864.6 ms  ✓ SciMLLogging
   2692.1 ms  ✓ Compat → CompatLinearAlgebraExt
   3076.6 ms  ✓ CommonSubexpressions
   3802.7 ms  ✓ LogExpFunctions
  10591.1 ms  ✓ ArrayInterface
   2803.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
  17911.0 ms  ✓ Distributed
   4396.6 ms  ✓ MuladdMacro
   3637.0 ms  ✓ Rmath_jll
   8502.1 ms  ✓ DataStructures
   3801.5 ms  ✓ OpenSpecFun_jll
   3967.7 ms  ✓ FFTW_jll
   3263.6 ms  ✓ TruncatedStacktraces
  11305.3 ms  ✓ Tables
   8618.3 ms  ✓ RecipesBase
   6804.2 ms  ✓ IntelOpenMP_jll
   2231.3 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4893.0 ms  ✓ SimpleTraits
   7315.9 ms  ✓ oneTBB_jll
   2590.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3800.3 ms  ✓ MaybeInplace
   2202.1 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2489.2 ms  ✓ ArrayInterface → ArrayInterfaceFillArraysExt
   4334.8 ms  ✓ PoissonRandom
   3166.9 ms  ✓ FastBroadcast
   7462.6 ms  ✓ Setfield
  11702.8 ms  ✓ FunctionWrappersWrappers
   2813.2 ms  ✓ SortingAlgorithms
  25777.8 ms  ✓ SparseArrays
   3606.0 ms  ✓ FiniteDiff
   4608.0 ms  ✓ Rmath
   5463.0 ms  ✓ ProgressMeter
   4008.7 ms  ✓ SuiteSparse
  19709.6 ms  ✓ StringManipulation
   8414.3 ms  ✓ PreallocationTools
  19803.7 ms  ✓ FindFirstFunctions
   3421.8 ms  ✓ Adapt → AdaptSparseArraysExt
   4295.6 ms  ✓ FillArrays → FillArraysSparseArraysExt
   4487.1 ms  ✓ Statistics → SparseArraysExt
   8816.8 ms  ✓ MKL_jll
  11495.1 ms  ✓ SciMLStructures
   3399.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2997.9 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   3090.0 ms  ✓ Distances → DistancesSparseArraysExt
   3078.9 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2606.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   9480.8 ms  ✓ RespecializeParams
   2695.0 ms  ✓ PreallocationTools → PreallocationToolsEnzymeCoreExt
   3811.4 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
  12598.3 ms  ✓ QuadGK
  17619.9 ms  ✓ Accessors
   3815.7 ms  ✓ PDMats
  13716.8 ms  ✓ SpecialFunctions
   2475.8 ms  ✓ Accessors → LinearAlgebraExt
   2990.1 ms  ✓ FillArrays → FillArraysPDMatsExt
  23585.9 ms  ✓ Test
   3976.4 ms  ✓ DiffRules
   4417.5 ms  ✓ StochasticDiffEqLevyArea
   3894.8 ms  ✓ BangBang
   3678.2 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   3710.8 ms  ✓ Accessors → TestExt
   9398.5 ms  ✓ NLSolversBase
   2506.3 ms  ✓ BangBang → BangBangTablesExt
   7306.6 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
  14205.9 ms  ✓ StatsBase
  10385.6 ms  ✓ SymbolicIndexingInterface
  12593.6 ms  ✓ StatsFuns
  12602.9 ms  ✓ SciMLOperators
  39784.2 ms  ✓ StaticArrays
   3496.6 ms  ✓ PDMats → StatsBaseExt
   9808.5 ms  ✓ OhMyThreads
   2688.2 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   8902.4 ms  ✓ LineSearches
   3302.3 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3398.2 ms  ✓ ResettableStacks
   3401.6 ms  ✓ VectorInterface → VectorInterfaceStaticArraysExt
   3596.6 ms  ✓ FillArrays → FillArraysStaticArraysExt
   3995.9 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3217.1 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3602.9 ms  ✓ Adapt → AdaptStaticArraysExt
   3192.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
  18211.3 ms  ✓ Roots
   2906.9 ms  ✓ OhMyThreads → ProgressMeterExt
   3298.7 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3308.8 ms  ✓ Accessors → StaticArraysExt
   3307.2 ms  ✓ BangBang → BangBangStaticArraysExt
   3168.8 ms  ✓ OhMyThreads → MarkdownExt
   9411.0 ms  ✓ BijectiveHilbert
  21329.7 ms  ✓ ForwardDiff
  12597.3 ms  ✓ ArnoldiMethod
   3289.9 ms  ✓ FastPower → FastPowerForwardDiffExt
   4020.5 ms  ✓ Roots → RootsForwardDiffExt
  32362.7 ms  ✓ FFTW
   4414.2 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   5319.6 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   6807.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  14320.9 ms  ✓ Optim
  20996.2 ms  ✓ RecursiveArrayTools
  16291.1 ms  ✓ NearestNeighbors
   2229.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   2316.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2433.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsTablesExt
   2525.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   3003.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  16204.4 ms  ✓ Distributions
   1728.6 ms  ✓ Neighborhood
   3089.7 ms  ✓ Clustering
   2315.6 ms  ✓ Distributions → DistributionsTestExt
  13051.3 ms  ✓ Graphs
   3074.4 ms  ✓ StateSpaceSets
   6756.0 ms  ✓ BlackBoxOptim
   3061.7 ms  ✓ DelayEmbeddings
  52615.4 ms  ✓ Polynomials
  13257.5 ms  ✓ SciMLBase
   1307.9 ms  ✓ Polynomials → PolynomialsRecipesBaseExt
   1373.5 ms  ✓ Polynomials → PolynomialsFFTWExt
   1112.8 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1438.6 ms  ✓ SciMLBase → SciMLBaseStaticArraysExt
   1737.7 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
   2415.0 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2889.4 ms  ✓ DSP
   6797.4 ms  ✓ SciMLJacobianOperators
   7934.5 ms  ✓ Wavelets
  85577.9 ms  ✓ REPL
   5716.0 ms  ✓ ComplexityMeasures
   9196.9 ms  ✓ LineSearch
    913.9 ms  ✓ LineSearch → LineSearchLineSearchesExt
   4722.0 ms  ✓ Pkg → REPLExt
  18048.9 ms  ✓ PrettyTables
    653.4 ms  ✓ SymbolicIndexingInterface → SymbolicIndexingInterfacePrettyTablesExt
   4037.4 ms  ✓ TimerOutputs
   6541.2 ms  ✓ NonlinearSolveBase
    911.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1112.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   2351.8 ms  ✓ BracketingNonlinearSolve
    995.2 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
