nice: cannot set niceness: Permission denied
Precompiling packages...
   1988.6 ms  ✓ LazyArtifacts
   2074.4 ms  ✓ IteratorInterfaceExtensions
   2083.9 ms  ✓ MuladdMacro
   2085.8 ms  ✓ ConcreteStructs
   2176.4 ms  ✓ StatsAPI
   2271.6 ms  ✓ ExprTools
   2494.7 ms  ✓ PositiveFactorizations
   2996.6 ms  ✓ AbstractFFTs
   3170.4 ms  ✓ ADTypes
   3945.4 ms  ✓ Combinatorics
   1790.2 ms  ✓ CommonSolve
   3883.7 ms  ✓ FunctionWrappers
   1888.7 ms  ✓ OpenLibm_jll
   3960.8 ms  ✓ InitialValues
   1992.7 ms  ✓ CompilerSupportLibraries_jll
   2405.3 ms  ✓ InverseFunctions
   4749.4 ms  ✓ FillArrays
   2394.7 ms  ✓ SuiteSparse_jll
   2008.4 ms  ✓ ManualMemory
   3006.9 ms  ✓ IterTools
   2204.4 ms  ✓ EnumX
   1886.9 ms  ✓ Reexport
   2588.8 ms  ✓ Requires
   2704.0 ms  ✓ Compat
   1900.4 ms  ✓ SIMDTypes
   2992.6 ms  ✓ OrderedCollections
   3200.7 ms  ✓ Preferences
   2679.9 ms  ✓ DocStringExtensions
   2790.8 ms  ✓ AbstractTrees
   7946.0 ms  ✓ Bessels
   4091.1 ms  ✓ SpatialIndexing
   8147.5 ms  ✓ ExproniconLite
   2002.5 ms  ✓ CompositionsBase
   1911.1 ms  ✓ PtrArrays
   1817.3 ms  ✓ FastPower
   2291.2 ms  ✓ HashArrayMappedTries
   2195.1 ms  ✓ TaskLocalValues
   2676.2 ms  ✓ StableTasks
   2105.9 ms  ✓ CPUTime
   2311.9 ms  ✓ IfElse
   2309.8 ms  ✓ ConstructionBase
   2125.2 ms  ✓ CommonWorldInvalidations
   2007.6 ms  ✓ ChunkSplitters
   3513.1 ms  ✓ CpuId
   2105.5 ms  ✓ FastClosures
   2295.9 ms  ✓ DataAPI
   1716.3 ms  ✓ SciMLPublic
   8492.4 ms  ✓ Distributed
   3301.5 ms  ✓ EnzymeCore
   5600.7 ms  ✓ IrrationalConstants
   2626.6 ms  ✓ LoggingExtras
   2476.1 ms  ✓ NaNMath
   2495.8 ms  ✓ FunctionWrappersWrappers
   3293.9 ms  ✓ StaticArraysCore
   2713.2 ms  ✓ RuntimeGeneratedFunctions
   2574.2 ms  ✓ Adapt
   2802.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2388.3 ms  ✓ JLLWrappers
   1999.4 ms  ✓ PrecompileTools
   2996.0 ms  ✓ Compat → CompatLinearAlgebraExt
  11404.1 ms  ✓ MacroTools
  14763.9 ms  ✓ Test
   4407.9 ms  ✓ ThreadingUtilities
   2180.6 ms  ✓ AliasTables
   2180.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   4898.5 ms  ✓ DifferentiationInterface
   2199.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2526.2 ms  ✓ ScopedValues
   2903.8 ms  ✓ Missings
   2605.6 ms  ✓ SciMLLogging
   1913.4 ms  ✓ DiffResults
   3486.8 ms  ✓ ProgressMeter
   3518.7 ms  ✓ LogExpFunctions
   2003.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2221.6 ms  ✓ EnzymeCore → AdaptExt
   2800.3 ms  ✓ GPUArraysCore
   3029.6 ms  ✓ ArrayInterface
   2589.9 ms  ✓ oneTBB_jll
   2712.1 ms  ✓ IntelOpenMP_jll
   3002.9 ms  ✓ Rmath_jll
   7420.6 ms  ✓ DataStructures
   2517.7 ms  ✓ FFTW_jll
   2511.8 ms  ✓ OpenSpecFun_jll
   8980.5 ms  ✓ TimerOutputs
   2294.6 ms  ✓ CommonSubexpressions
   2891.8 ms  ✓ TruncatedStacktraces
   1904.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2084.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2309.8 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   1800.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   8217.5 ms  ✓ Jieko
   4417.1 ms  ✓ Static
   1983.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2100.5 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3317.8 ms  ✓ MaybeInplace
   3079.8 ms  ✓ SciMLStructures
   2882.8 ms  ✓ MKL_jll
   5494.7 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   2395.0 ms  ✓ SortingAlgorithms
   2887.1 ms  ✓ Rmath
   6825.1 ms  ✓ RecipesBase
   5386.7 ms  ✓ Setfield
   1900.9 ms  ✓ BitTwiddlingConvenienceFunctions
   3288.5 ms  ✓ QuadGK
   4602.6 ms  ✓ PreallocationTools
  15105.8 ms  ✓ SparseArrays
   2120.1 ms  ✓ FiniteDiff
   2897.2 ms  ✓ CPUSummary
   7483.9 ms  ✓ Accessors
   4111.5 ms  ✓ StaticArrayInterface
   1996.4 ms  ✓ SuiteSparse
   2186.7 ms  ✓ Adapt → AdaptSparseArraysExt
   2176.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2107.8 ms  ✓ PolyesterWeave
   2112.7 ms  ✓ Accessors → LinearAlgebraExt
   2795.1 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2998.2 ms  ✓ Statistics
   3077.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2377.3 ms  ✓ CloseOpenIntervals
   2475.6 ms  ✓ LayoutPointers
   2593.9 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2402.3 ms  ✓ Accessors → TestExt
   3977.9 ms  ✓ PDMats
   3386.4 ms  ✓ BangBang
   3409.9 ms  ✓ Distances
   2428.2 ms  ✓ FillArrays → FillArraysStatisticsExt
  10911.0 ms  ✓ SpecialFunctions
   2597.0 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   5300.1 ms  ✓ SymbolicIndexingInterface
   3688.1 ms  ✓ StrideArraysCore
   2527.3 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2609.2 ms  ✓ FillArrays → FillArraysPDMatsExt
   2399.3 ms  ✓ Distances → DistancesSparseArraysExt
   6599.5 ms  ✓ SciMLOperators
   3401.8 ms  ✓ OhMyThreads
   2299.3 ms  ✓ DiffRules
   3402.8 ms  ✓ HypergeometricFunctions
   2494.7 ms  ✓ Polyester
   1701.8 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   2104.8 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   2090.6 ms  ✓ OhMyThreads → MarkdownExt
   8096.4 ms  ✓ StatsBase
