nice: cannot set niceness: Permission denied
Precompiling packages...
    423.2 ms  ✓ CPUTime
    433.2 ms  ✓ Reexport
    561.4 ms  ✓ ConstructionBase
    462.0 ms  ✓ StatsAPI
    595.8 ms  ✓ IterTools
    455.9 ms  ✓ CommonSolve
   1348.5 ms  ✓ IrrationalConstants
    579.8 ms  ✓ StableTasks
   1065.4 ms  ✓ Combinatorics
    536.5 ms  ✓ StaticArraysCore
    626.5 ms  ✓ Statistics
    528.4 ms  ✓ ChunkSplitters
    438.9 ms  ✓ IfElse
    710.4 ms  ✓ EnzymeCore
    477.4 ms  ✓ PtrArrays
   1058.8 ms  ✓ SuiteSparse_jll
    573.3 ms  ✓ Mmap
    470.1 ms  ✓ TaskLocalValues
    509.0 ms  ✓ ManualMemory
    552.2 ms  ✓ PositiveFactorizations
    482.0 ms  ✓ DataAPI
    444.7 ms  ✓ CommonWorldInvalidations
    465.3 ms  ✓ Future
    976.7 ms  ✓ SciMLPublic
    507.9 ms  ✓ FastPower
    617.0 ms  ✓ InverseFunctions
    543.9 ms  ✓ CompositionsBase
    551.4 ms  ✓ SimpleUnPack
   5048.4 ms  ✓ MacroTools
    535.3 ms  ✓ MuladdMacro
    633.4 ms  ✓ AbstractFFTs
    507.2 ms  ✓ EnumX
   2435.3 ms  ✓ ExproniconLite
    721.7 ms  ✓ OpenLibm_jll
   1316.1 ms  ✓ InitialValues
    497.7 ms  ✓ ExprTools
    434.3 ms  ✓ ConcreteStructs
   1089.6 ms  ✓ FillArrays
    922.8 ms  ✓ SpatialIndexing
    644.1 ms  ✓ OrderedCollections
    493.9 ms  ✓ HashArrayMappedTries
    695.8 ms  ✓ ADTypes
    736.0 ms  ✓ Serialization
   1786.2 ms  ✓ Bessels
    668.5 ms  ✓ DocStringExtensions
    544.1 ms  ✓ FastClosures
    464.9 ms  ✓ SIMDTypes
    440.8 ms  ✓ IteratorInterfaceExtensions
    754.4 ms  ✓ Requires
    761.2 ms  ✓ CpuId
    589.0 ms  ✓ LoggingExtras
    654.0 ms  ✓ Compat
   1493.5 ms  ✓ InteractiveUtils
   3228.1 ms  ✓ FunctionWrappers
    502.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    988.3 ms  ✓ LazyArtifacts
    484.0 ms  ✓ DiffResults
    502.6 ms  ✓ AliasTables
    806.4 ms  ✓ Distances
   1983.8 ms  ✓ Preferences
    649.7 ms  ✓ Missings
    528.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    496.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1249.2 ms  ✓ ThreadingUtilities
    623.1 ms  ✓ CommonSubexpressions
    563.0 ms  ✓ NaNMath
    509.3 ms  ✓ FillArrays → FillArraysStatisticsExt
    422.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    479.3 ms  ✓ ScopedValues
    401.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1096.2 ms  ✓ DifferentiationInterface
   1968.1 ms  ✓ Jieko
   1876.6 ms  ✓ DataStructures
    466.2 ms  ✓ RuntimeGeneratedFunctions
    683.7 ms  ✓ LogExpFunctions
    506.8 ms  ✓ Adapt
    459.8 ms  ✓ Compat → CompatLinearAlgebraExt
    483.0 ms  ✓ FunctionWrappersWrappers
   2350.6 ms  ✓ Distributed
    482.6 ms  ✓ PrecompileTools
    551.8 ms  ✓ JLLWrappers
    577.4 ms  ✓ SciMLLogging
   1703.8 ms  ✓ Setfield
    605.5 ms  ✓ TruncatedStacktraces
    553.6 ms  ✓ SortingAlgorithms
   3964.6 ms  ✓ SparseArrays
    428.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    915.6 ms  ✓ QuadGK
    609.4 ms  ✓ ArrayInterface
    611.3 ms  ✓ GPUArraysCore
    500.9 ms  ✓ EnzymeCore → AdaptExt
   2659.6 ms  ✓ Accessors
    868.9 ms  ✓ ProgressMeter
   1980.8 ms  ✓ RecipesBase
   9360.1 ms  ✓ Test
    832.6 ms  ✓ Rmath_jll
    816.8 ms  ✓ OpenSpecFun_jll
   1448.3 ms  ✓ IntelOpenMP_jll
  10777.1 ms  ✓ Moshi
    712.5 ms  ✓ FFTW_jll
   1293.0 ms  ✓ oneTBB_jll
    814.0 ms  ✓ Statistics → SparseArraysExt
   1019.8 ms  ✓ FillArrays → FillArraysSparseArraysExt
    808.4 ms  ✓ SuiteSparse
    832.3 ms  ✓ Distances → DistancesSparseArraysExt
