nice: cannot set niceness: Permission denied
Precompiling packages...
   2029.7 ms  ✓ LazyArtifacts
   2043.3 ms  ✓ MuladdMacro
   2026.7 ms  ✓ OpenLibm_jll
   2138.8 ms  ✓ StatsAPI
   2145.4 ms  ✓ IteratorInterfaceExtensions
   2146.3 ms  ✓ ExprTools
   2152.7 ms  ✓ ConcreteStructs
   2345.0 ms  ✓ PositiveFactorizations
   2745.2 ms  ✓ AbstractFFTs
   3039.4 ms  ✓ ADTypes
   3979.6 ms  ✓ Combinatorics
   3853.8 ms  ✓ FunctionWrappers
   1998.1 ms  ✓ CommonSolve
   4105.5 ms  ✓ InitialValues
   1795.4 ms  ✓ SafeTestsets
   2170.4 ms  ✓ CompilerSupportLibraries_jll
   4203.4 ms  ✓ FillArrays
   2192.5 ms  ✓ InverseFunctions
   2191.5 ms  ✓ SuiteSparse_jll
   2200.1 ms  ✓ RuntimeGeneratedFunctions
   2775.9 ms  ✓ IterTools
   2399.2 ms  ✓ Compat
   3206.5 ms  ✓ Preferences
   1908.3 ms  ✓ EnumX
   1900.1 ms  ✓ Reexport
   2479.9 ms  ✓ Requires
   2081.2 ms  ✓ PtrArrays
   2200.3 ms  ✓ CompositionsBase
   2509.0 ms  ✓ AbstractTrees
   2525.8 ms  ✓ DocStringExtensions
   1919.5 ms  ✓ FastPower
   3194.2 ms  ✓ OrderedCollections
   2102.5 ms  ✓ HashArrayMappedTries
   1995.4 ms  ✓ TaskLocalValues
   8224.6 ms  ✓ Bessels
   2387.5 ms  ✓ JLLWrappers
   4608.2 ms  ✓ SpatialIndexing
   2709.9 ms  ✓ VectorInterface
   2420.2 ms  ✓ Inflate
   1925.6 ms  ✓ DataAPI
   2291.1 ms  ✓ ConstructionBase
   2011.3 ms  ✓ FastClosures
   2403.4 ms  ✓ Adapt
   7099.3 ms  ✓ Distributed
   2584.4 ms  ✓ PackageExtensionCompat
   3215.8 ms  ✓ EnzymeCore
   2186.6 ms  ✓ ChunkSplitters
   5592.4 ms  ✓ IrrationalConstants
   2429.8 ms  ✓ SciMLPublic
   2281.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2404.6 ms  ✓ NaNMath
   2898.6 ms  ✓ StaticArraysCore
   2200.7 ms  ✓ PrecompileTools
   2199.9 ms  ✓ StableTasks
   3796.8 ms  ✓ LoggingExtras
   2889.4 ms  ✓ Compat → CompatLinearAlgebraExt
   2483.2 ms  ✓ AliasTables
  12840.9 ms  ✓ Test
   3199.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2594.6 ms  ✓ ScopedValues
   4608.8 ms  ✓ DifferentiationInterface
   2405.8 ms  ✓ Rmath_jll
   2402.8 ms  ✓ IntelOpenMP_jll
   1817.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2496.1 ms  ✓ FFTW_jll
   2209.4 ms  ✓ Missings
   2395.5 ms  ✓ OpenSpecFun_jll
   2891.4 ms  ✓ oneTBB_jll
   2489.4 ms  ✓ ArrayInterface
   2490.3 ms  ✓ GPUArraysCore
   2097.3 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1903.4 ms  ✓ DiffResults
   2515.1 ms  ✓ EnzymeCore → AdaptExt
   3407.6 ms  ✓ ProgressMeter
   8473.7 ms  ✓ TimerOutputs
   7398.5 ms  ✓ DataStructures
   3380.3 ms  ✓ LogExpFunctions
   3110.8 ms  ✓ SciMLLogging
   8825.4 ms  ✓ MacroTools
   2505.9 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2196.5 ms  ✓ MKL_jll
   2385.9 ms  ✓ FastBroadcast
   1892.4 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2085.7 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3703.8 ms  ✓ Rmath
   2301.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   6205.4 ms  ✓ KrylovKit
   2503.0 ms  ✓ SciMLStructures
   2098.1 ms  ✓ SortingAlgorithms
   1906.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   5917.0 ms  ✓ RecipesBase
   5204.1 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1711.7 ms  ✓ CommonSubexpressions
   1806.1 ms  ✓ TruncatedStacktraces
   3324.7 ms  ✓ QuadGK
   4280.7 ms  ✓ PreallocationTools
  12691.0 ms  ✓ SparseArrays
   3312.1 ms  ✓ PoissonRandom
   2225.8 ms  ✓ SimpleTraits
   2276.2 ms  ✓ MaybeInplace
   3596.7 ms  ✓ Setfield
   2107.1 ms  ✓ FunctionWrappersWrappers
ADTypesConstructionBaseExt Waiting for background task / IO / timer.
[pid 4095252] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x28e6da30->0x7baf93dc4c10
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   1799.2 ms  ✓ SuiteSparse
