nice: cannot set niceness: Permission denied
Precompiling packages...
   1579.0 ms  ✓ UUIDs
   1608.5 ms  ✓ OpenSSL_jll
   1589.7 ms  ✓ MozillaCACerts_jll
   1666.4 ms  ✓ Logging
   1688.3 ms  ✓ NetworkOptions
   1688.2 ms  ✓ CompilerSupportLibraries_jll
   1694.4 ms  ✓ nghttp2_jll
   1702.3 ms  ✓ Unicode
   1757.6 ms  ✓ Zlib_jll
   1873.8 ms  ✓ Base64
    588.0 ms  ✓ LibSSH2_jll
    623.7 ms  ✓ p7zip_jll
    740.0 ms  ✓ Printf
    481.2 ms  ✓ LibGit2_jll
    479.7 ms  ✓ LibCURL_jll
   3213.7 ms  ✓ ArgTools
    759.8 ms  ✓ LibCURL
    654.3 ms  ✓ Tar
   3014.5 ms  ✓ Dates
   3139.2 ms  ✓ LibGit2
    464.6 ms  ✓ TOML
   3120.3 ms  ✓ Downloads
   9527.0 ms  ✓ StyledStrings
   1674.7 ms  ✓ JuliaSyntaxHighlighting
   3956.1 ms  ✓ Markdown
  47262.3 ms  ✓ Pkg
  26 dependencies successfully precompiled in 62 seconds
Precompiling packages...
   2451.7 ms  ✓ Future
   2550.6 ms  ✓ ConcreteStructs
   2546.1 ms  ✓ IteratorInterfaceExtensions
   2668.8 ms  ✓ StatsAPI
   3051.9 ms  ✓ ExprTools
   3064.3 ms  ✓ PositiveFactorizations
   3097.8 ms  ✓ OpenLibm_jll
   3454.3 ms  ✓ AbstractFFTs
   3843.5 ms  ✓ Serialization
   3954.1 ms  ✓ Gamma
   4161.3 ms  ✓ ADTypes
   2505.4 ms  ✓ CommonSolve
   2710.5 ms  ✓ InverseFunctions
   5248.0 ms  ✓ InitialValues
   5755.1 ms  ✓ Combinatorics
   3295.4 ms  ✓ Statistics
   2791.3 ms  ✓ SuiteSparse_jll
   5930.2 ms  ✓ FillArrays
   3372.3 ms  ✓ IterTools
   2794.9 ms  ✓ EnumX
   2785.4 ms  ✓ Reexport
   4401.5 ms  ✓ Requires
   2409.6 ms  ✓ CompositionsBase
   2320.4 ms  ✓ FastPower
   3299.9 ms  ✓ DocStringExtensions
   3382.3 ms  ✓ AbstractTrees
   2805.2 ms  ✓ Mmap
   2912.1 ms  ✓ HashArrayMappedTries
   2482.1 ms  ✓ TaskLocalValues
   5602.5 ms  ✓ SpatialIndexing
   3692.6 ms  ✓ StableTasks
  10755.8 ms  ✓ FunctionWrappers
  10714.2 ms  ✓ Bessels
   2816.0 ms  ✓ Inflate
   2613.7 ms  ✓ Adapt
   2616.6 ms  ✓ DataAPI
   3317.4 ms  ✓ VectorInterface
   2396.2 ms  ✓ PackageExtensionCompat
   2508.1 ms  ✓ FastClosures
   4185.3 ms  ✓ EnzymeCore
   2995.1 ms  ✓ ChunkSplitters
   2617.6 ms  ✓ SciMLPublic
   2710.0 ms  ✓ BinaryHeaps
   2974.2 ms  ✓ StaticArraysCore
  10816.6 ms  ✓ OrderedCollections
   3183.0 ms  ✓ LoggingExtras
   3994.5 ms  ✓ Preferences
   2475.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5309.6 ms  ✓ LazyArtifacts
   2417.5 ms  ✓ PtrArrays
  11116.1 ms  ✓ Distances
  13692.0 ms  ✓ IrrationalConstants
   2615.9 ms  ✓ FillArrays → FillArraysStatisticsExt
  10701.8 ms  ✓ ConstructionBase
   2463.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   5984.8 ms  ✓ HypergeometricFunctions
   2876.0 ms  ✓ ScopedValues
   9910.3 ms  ✓ Missings
   2623.9 ms  ✓ EnzymeCore → AdaptExt
  18884.9 ms  ✓ MacroTools
   2600.2 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   3217.3 ms  ✓ GPUArraysCore
  10302.2 ms  ✓ NaNMath
   3226.2 ms  ✓ DiffResults
  10104.6 ms  ✓ RuntimeGeneratedFunctions
   2803.8 ms  ✓ PrecompileTools
   3022.7 ms  ✓ JLLWrappers
   2682.6 ms  ✓ AliasTables
   3110.7 ms  ✓ SciMLLogging
