nice: cannot set niceness: Permission denied
Precompiling packages...
   2032.1 ms  ✓ LazyArtifacts
   2104.9 ms  ✓ IteratorInterfaceExtensions
   2109.9 ms  ✓ ConcreteStructs
   2103.5 ms  ✓ StatsAPI
   2229.7 ms  ✓ LaTeXStrings
   2235.5 ms  ✓ ExprTools
   2331.0 ms  ✓ PositiveFactorizations
   2940.1 ms  ✓ AbstractFFTs
   2930.1 ms  ✓ ADTypes
   3680.1 ms  ✓ Gamma
   1623.2 ms  ✓ TableTraits
   1686.6 ms  ✓ CommonSolve
   3823.0 ms  ✓ FunctionWrappers
   3983.5 ms  ✓ InitialValues
   4165.7 ms  ✓ Combinatorics
   2126.2 ms  ✓ InverseFunctions
   2294.4 ms  ✓ OpenLibm_jll
   4473.2 ms  ✓ FillArrays
   2375.3 ms  ✓ SuiteSparse_jll
   2782.5 ms  ✓ IterTools
   1921.2 ms  ✓ DataValueInterfaces
   1991.6 ms  ✓ EnumX
   1800.6 ms  ✓ Reexport
   3025.9 ms  ✓ Preferences
   2617.8 ms  ✓ Compat
   1824.4 ms  ✓ CompositionsBase
   2799.5 ms  ✓ OrderedCollections
   2111.8 ms  ✓ TestItems
   2805.4 ms  ✓ DocStringExtensions
   1889.3 ms  ✓ PtrArrays
   2766.6 ms  ✓ AbstractTrees
   1977.4 ms  ✓ FastPower
   2103.0 ms  ✓ TaskLocalValues
   2118.1 ms  ✓ HashArrayMappedTries
   7998.0 ms  ✓ Bessels
   2372.9 ms  ✓ StableTasks
   2769.5 ms  ✓ Inflate
   2130.3 ms  ✓ PackageExtensionCompat
   2511.2 ms  ✓ ConstructionBase
   2504.5 ms  ✓ Adapt
   2511.5 ms  ✓ DataAPI
   3100.1 ms  ✓ VectorInterface
   3100.6 ms  ✓ EnzymeCore
   1898.2 ms  ✓ FastClosures
   5525.7 ms  ✓ IrrationalConstants
   2303.4 ms  ✓ ChunkSplitters
   2217.0 ms  ✓ SciMLPublic
   8504.3 ms  ✓ Distributed
   2975.2 ms  ✓ LoggingExtras
   2481.9 ms  ✓ BinaryHeaps
   2297.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2301.3 ms  ✓ CompilerSupportLibraries_jll
   2192.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2722.3 ms  ✓ StaticArraysCore
   2588.6 ms  ✓ JLLWrappers
   3107.2 ms  ✓ NaNMath
   2195.3 ms  ✓ Compat → CompatLinearAlgebraExt
   2583.7 ms  ✓ PrecompileTools
  13212.3 ms  ✓ Test
   3802.6 ms  ✓ Tables
  10499.1 ms  ✓ MacroTools
   2599.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2071.6 ms  ✓ AliasTables
   6217.0 ms  ✓ Crayons
   2101.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2328.0 ms  ✓ ScopedValues
   2768.2 ms  ✓ RuntimeGeneratedFunctions
   2193.3 ms  ✓ Missings
   2407.1 ms  ✓ ArrayInterface
   2308.4 ms  ✓ GPUArraysCore
   2078.1 ms  ✓ EnzymeCore → AdaptExt
   1987.3 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   6078.5 ms  ✓ DifferentiationInterface
   2092.7 ms  ✓ DiffResults
   2289.4 ms  ✓ Rmath_jll
   2584.6 ms  ✓ SciMLLogging
   3215.1 ms  ✓ LogExpFunctions
   3297.6 ms  ✓ ProgressMeter
   2430.9 ms  ✓ IntelOpenMP_jll
   4131.5 ms  ✓ HypergeometricFunctions
   2404.1 ms  ✓ oneTBB_jll
   2589.3 ms  ✓ FFTW_jll
   2782.5 ms  ✓ OpenSpecFun_jll
   3313.6 ms  ✓ MuladdMacro
   7217.8 ms  ✓ DataStructures
   2199.2 ms  ✓ TruncatedStacktraces
   2422.0 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   3130.2 ms  ✓ FunctionWrappersWrappers
   2502.2 ms  ✓ CommonSubexpressions
   6699.1 ms  ✓ KrylovKit
   3606.4 ms  ✓ SimpleTraits
   2073.4 ms  ✓ ArrayInterface → ArrayInterfaceFillArraysExt
   2470.8 ms  ✓ FastBroadcast
   1880.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   6033.5 ms  ✓ RecipesBase
   3008.9 ms  ✓ MaybeInplace
   5104.7 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   2017.0 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2823.5 ms  ✓ SciMLStructures
   4713.8 ms  ✓ Setfield
   2069.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2010.4 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2484.0 ms  ✓ MKL_jll
   2195.4 ms  ✓ SortingAlgorithms
  14284.5 ms  ✓ SparseArrays
   2930.3 ms  ✓ Rmath
   1809.5 ms  ✓ RespecializeParams
   5195.6 ms  ✓ PreallocationTools
   3694.8 ms  ✓ QuadGK
   3299.2 ms  ✓ FiniteDiff
   5006.2 ms  ✓ PoissonRandom
   3011.9 ms  ✓ SuiteSparse
   3162.1 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
  11180.3 ms  ✓ FindFirstFunctions
   3102.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
