nice: cannot set niceness: Permission denied
Precompiling packages...
    435.5 ms  ✓ Reexport
    472.5 ms  ✓ StatsAPI
    584.0 ms  ✓ ConstructionBase
    452.6 ms  ✓ CommonSolve
    621.2 ms  ✓ IterTools
   1283.3 ms  ✓ IrrationalConstants
   1047.2 ms  ✓ Combinatorics
    575.5 ms  ✓ StableTasks
    651.7 ms  ✓ Statistics
    574.4 ms  ✓ StaticArraysCore
    546.0 ms  ✓ ChunkSplitters
    460.4 ms  ✓ IfElse
    738.6 ms  ✓ EnzymeCore
    943.9 ms  ✓ SuiteSparse_jll
    487.5 ms  ✓ PtrArrays
    550.0 ms  ✓ Mmap
    459.4 ms  ✓ TaskLocalValues
    538.3 ms  ✓ ManualMemory
    562.6 ms  ✓ PositiveFactorizations
    497.2 ms  ✓ DataAPI
    737.6 ms  ✓ SciMLPublic
    447.8 ms  ✓ CommonWorldInvalidations
    472.1 ms  ✓ Future
    501.6 ms  ✓ FastPower
    600.1 ms  ✓ InverseFunctions
    555.8 ms  ✓ CompositionsBase
   4564.0 ms  ✓ MacroTools
    695.1 ms  ✓ AbstractTrees
    499.0 ms  ✓ MuladdMacro
    618.7 ms  ✓ AbstractFFTs
   2210.4 ms  ✓ ExproniconLite
    515.2 ms  ✓ EnumX
   1150.4 ms  ✓ InitialValues
    746.7 ms  ✓ OpenLibm_jll
    501.7 ms  ✓ ExprTools
    442.7 ms  ✓ ConcreteStructs
   1096.5 ms  ✓ FillArrays
    926.0 ms  ✓ SpatialIndexing
    701.1 ms  ✓ OrderedCollections
    501.9 ms  ✓ HashArrayMappedTries
    763.9 ms  ✓ ADTypes
   1747.5 ms  ✓ Bessels
    756.7 ms  ✓ Serialization
    701.5 ms  ✓ DocStringExtensions
    507.5 ms  ✓ FastClosures
    458.9 ms  ✓ SIMDTypes
    465.2 ms  ✓ IteratorInterfaceExtensions
    796.6 ms  ✓ Requires
    676.2 ms  ✓ LoggingExtras
    783.2 ms  ✓ CpuId
    617.3 ms  ✓ Compat
   2870.0 ms  ✓ FunctionWrappers
   1443.9 ms  ✓ InteractiveUtils
    999.6 ms  ✓ LazyArtifacts
    468.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    500.3 ms  ✓ DiffResults
    815.4 ms  ✓ Distances
    538.3 ms  ✓ AliasTables
    535.5 ms  ✓ Missings
   1941.6 ms  ✓ Preferences
    464.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    594.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1097.8 ms  ✓ ThreadingUtilities
    607.7 ms  ✓ CommonSubexpressions
    546.7 ms  ✓ NaNMath
    530.8 ms  ✓ FillArrays → FillArraysStatisticsExt
    483.9 ms  ✓ ScopedValues
    424.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    463.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1900.2 ms  ✓ Jieko
   1101.8 ms  ✓ DifferentiationInterface
   1908.1 ms  ✓ DataStructures
    527.3 ms  ✓ RuntimeGeneratedFunctions
    781.0 ms  ✓ LogExpFunctions
    659.7 ms  ✓ Adapt
   3504.9 ms  ✓ TimerOutputs
    564.3 ms  ✓ Compat → CompatLinearAlgebraExt
    486.2 ms  ✓ FunctionWrappersWrappers
   2645.8 ms  ✓ Distributed
    617.6 ms  ✓ PrecompileTools
    674.8 ms  ✓ JLLWrappers
   1430.6 ms  ✓ Setfield
    932.1 ms  ✓ SciMLLogging
    836.0 ms  ✓ TruncatedStacktraces
   4396.2 ms  ✓ SparseArrays
    600.5 ms  ✓ SortingAlgorithms
    447.2 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    992.0 ms  ✓ QuadGK
   2355.2 ms  ✓ Accessors
    688.8 ms  ✓ ArrayInterface
    441.1 ms  ✓ EnzymeCore → AdaptExt
    641.4 ms  ✓ GPUArraysCore
    844.3 ms  ✓ ProgressMeter
   2192.5 ms  ✓ RecipesBase
   1111.4 ms  ✓ Rmath_jll
   7936.6 ms  ✓ Test
    983.6 ms  ✓ OpenSpecFun_jll
   1437.3 ms  ✓ IntelOpenMP_jll
   1686.4 ms  ✓ oneTBB_jll
   1196.5 ms  ✓ FFTW_jll
    790.8 ms  ✓ Statistics → SparseArraysExt
    896.7 ms  ✓ FillArrays → FillArraysSparseArraysExt
   9974.0 ms  ✓ Moshi
    760.1 ms  ✓ SuiteSparse
    708.1 ms  ✓ Distances → DistancesSparseArraysExt
    669.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    664.9 ms  ✓ Adapt → AdaptSparseArraysExt
    451.4 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    617.6 ms  ✓ Accessors → LinearAlgebraExt
    767.1 ms  ✓ MaybeInplace
    682.6 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1077.8 ms  ✓ SciMLStructures
    559.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1799.0 ms  ✓ PreallocationTools
    545.9 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1048.4 ms  ✓ Rmath
    772.1 ms  ✓ InverseFunctions → InverseFunctionsTestExt
    884.7 ms  ✓ Accessors → TestExt
  13605.4 ms  ✓ StaticArrays
   1869.4 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1408.3 ms  ✓ MKL_jll
   2478.5 ms  ✓ SpecialFunctions
    974.8 ms  ✓ PDMats
    838.5 ms  ✓ FiniteDiff
   2485.7 ms  ✓ StatsBase
    950.1 ms  ✓ BangBang
   1170.9 ms  ✓ SymbolicIndexingInterface
   1747.2 ms  ✓ SciMLOperators
    679.9 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
    764.3 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3030.1 ms  ✓ Roots
    873.6 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   1003.2 ms  ✓ FillArrays → FillArraysStaticArraysExt
    880.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    906.7 ms  ✓ Adapt → AdaptStaticArraysExt
    903.3 ms  ✓ Accessors → StaticArraysExt
    796.4 ms  ✓ DiffRules
   1354.5 ms  ✓ HypergeometricFunctions
    822.4 ms  ✓ FillArrays → FillArraysPDMatsExt
    938.6 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    816.4 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    723.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1002.7 ms  ✓ PDMats → StatsBaseExt
   1486.6 ms  ✓ OhMyThreads
   1156.1 ms  ✓ BangBang → BangBangStaticArraysExt
    845.5 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1168.7 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  29938.2 ms  ✓ Static
   6887.4 ms  ✓ RecursiveArrayTools
  24254.9 ms  ✓ Polynomials
    805.0 ms  ✓ OhMyThreads → MarkdownExt
    892.2 ms  ✓ BitTwiddlingConvenienceFunctions
   2437.5 ms  ✓ StatsFuns
   6887.3 ms  ✓ NearestNeighbors
  14600.7 ms  ✓ FFTW
   4969.6 ms  ✓ ForwardDiff
    987.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   1772.8 ms  ✓ CPUSummary
    730.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
    588.9 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   1072.3 ms  ✓ Polynomials → PolynomialsRecipesBaseExt
   1035.0 ms  ✓ Neighborhood
   1034.8 ms  ✓ Polynomials → PolynomialsFFTWExt
    785.7 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   1745.5 ms  ✓ Clustering
    651.7 ms  ✓ FastPower → FastPowerForwardDiffExt
    767.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    674.4 ms  ✓ Roots → RootsForwardDiffExt
    699.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   1434.1 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    776.7 ms  ✓ PolyesterWeave
   4615.2 ms  ✓ Distributions
   1093.3 ms  ✓ StateSpaceSets
    955.7 ms  ✓ NLSolversBase
   1485.7 ms  ✓ Distributions → DistributionsTestExt
   2918.0 ms  ✓ DSP
   1280.0 ms  ✓ LineSearches
   9221.7 ms  ✓ StaticArrayInterface
   2114.0 ms  ✓ DelayEmbeddings
   2177.4 ms  ✓ Wavelets
    751.7 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
    716.5 ms  ✓ CloseOpenIntervals
   5048.3 ms  ✓ BlackBoxOptim
    848.3 ms  ✓ LayoutPointers
   2748.4 ms  ✓ Optim
    820.1 ms  ✓ StrideArraysCore
    706.0 ms  ✓ Polyester
    715.6 ms  ✓ FastBroadcast
    696.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   3262.1 ms  ✓ ComplexityMeasures
  10917.5 ms  ✓ SciMLBase
    776.1 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1082.2 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   1270.5 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
   2159.3 ms  ✓ SciMLJacobianOperators
   4857.7 ms  ✓ NonlinearSolveBase
