nice: cannot set niceness: Permission denied
Precompiling packages...
   1931.7 ms  ✓ LazyArtifacts
   1943.1 ms  ✓ IteratorInterfaceExtensions
   1999.1 ms  ✓ MuladdMacro
   2023.6 ms  ✓ ConcreteStructs
   2219.8 ms  ✓ StatsAPI
   2232.7 ms  ✓ PositiveFactorizations
   2240.3 ms  ✓ ExprTools
   2829.8 ms  ✓ AbstractFFTs
   3190.3 ms  ✓ ADTypes
   3649.8 ms  ✓ FunctionWrappers
   1715.4 ms  ✓ CommonSolve
   1877.1 ms  ✓ OpenLibm_jll
   3985.8 ms  ✓ Combinatorics
   3922.9 ms  ✓ InitialValues
   2014.9 ms  ✓ CompilerSupportLibraries_jll
   2134.9 ms  ✓ InverseFunctions
   4319.8 ms  ✓ FillArrays
   2499.4 ms  ✓ SuiteSparse_jll
   2811.0 ms  ✓ IterTools
   2043.1 ms  ✓ ManualMemory
   1713.0 ms  ✓ Reexport
   1744.0 ms  ✓ SIMDTypes
   2203.6 ms  ✓ EnumX
   2496.7 ms  ✓ Requires
   2800.4 ms  ✓ OrderedCollections
   2885.5 ms  ✓ Compat
   3098.8 ms  ✓ Preferences
   2602.5 ms  ✓ DocStringExtensions
   1987.6 ms  ✓ CompositionsBase
   3898.5 ms  ✓ SpatialIndexing
   1874.1 ms  ✓ FastPower
   2993.8 ms  ✓ AbstractTrees
   1903.6 ms  ✓ PtrArrays
   8121.2 ms  ✓ Bessels
   8275.7 ms  ✓ ExproniconLite
   1819.2 ms  ✓ TaskLocalValues
   2184.1 ms  ✓ HashArrayMappedTries
   2485.1 ms  ✓ StableTasks
   1808.4 ms  ✓ IfElse
   1899.2 ms  ✓ CommonWorldInvalidations
   2185.0 ms  ✓ DataAPI
   2301.9 ms  ✓ ConstructionBase
   2904.7 ms  ✓ EnzymeCore
   2403.9 ms  ✓ CPUTime
   2348.2 ms  ✓ FastClosures
   1972.6 ms  ✓ SciMLPublic
   2334.1 ms  ✓ ChunkSplitters
   8602.4 ms  ✓ Distributed
   2499.5 ms  ✓ LoggingExtras
   6098.4 ms  ✓ IrrationalConstants
   2611.8 ms  ✓ StaticArraysCore
   2493.6 ms  ✓ RuntimeGeneratedFunctions
   2194.5 ms  ✓ FunctionWrappersWrappers
   2302.0 ms  ✓ NaNMath
   2489.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2417.6 ms  ✓ Adapt
   2406.2 ms  ✓ Compat → CompatLinearAlgebraExt
  10809.3 ms  ✓ MacroTools
  13823.6 ms  ✓ Test
   2796.3 ms  ✓ PrecompileTools
   2384.2 ms  ✓ AliasTables
   3377.8 ms  ✓ JLLWrappers
   3714.6 ms  ✓ CpuId
   1909.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1784.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2286.1 ms  ✓ Missings
   2413.3 ms  ✓ ScopedValues
   8307.0 ms  ✓ DataStructures
   5103.3 ms  ✓ DifferentiationInterface
   5246.3 ms  ✓ ThreadingUtilities
   2461.2 ms  ✓ SciMLLogging
   1913.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2160.7 ms  ✓ DiffResults
   2243.8 ms  ✓ GPUArraysCore
   2049.0 ms  ✓ EnzymeCore → AdaptExt
   2015.4 ms  ✓ TruncatedStacktraces
   3597.2 ms  ✓ ProgressMeter
   2521.7 ms  ✓ ArrayInterface
   3164.1 ms  ✓ LogExpFunctions
   2306.3 ms  ✓ CommonSubexpressions
   2505.5 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2443.1 ms  ✓ Rmath_jll
   2495.8 ms  ✓ IntelOpenMP_jll
   2302.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2405.0 ms  ✓ OpenSpecFun_jll
   2294.3 ms  ✓ SortingAlgorithms
   2743.5 ms  ✓ oneTBB_jll
   2795.8 ms  ✓ FFTW_jll
   3455.2 ms  ✓ Static
   7957.9 ms  ✓ Jieko
   5402.4 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   2200.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2280.4 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2209.1 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   4186.7 ms  ✓ QuadGK
   2198.6 ms  ✓ SciMLStructures
   2109.4 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   6280.7 ms  ✓ RecipesBase
   5338.7 ms  ✓ Setfield
   2292.5 ms  ✓ MKL_jll
   3037.1 ms  ✓ Rmath
   3387.0 ms  ✓ PreallocationTools
   1505.2 ms  ✓ BitTwiddlingConvenienceFunctions
   2198.6 ms  ✓ CPUSummary
   1693.9 ms  ✓ FiniteDiff
  13919.8 ms  ✓ SparseArrays
   3383.8 ms  ✓ StaticArrayInterface
   6704.7 ms  ✓ Accessors
   2097.1 ms  ✓ PolyesterWeave
   2115.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2289.1 ms  ✓ SuiteSparse
   1922.5 ms  ✓ CloseOpenIntervals
   2422.7 ms  ✓ Adapt → AdaptSparseArraysExt
   2519.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2519.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2297.1 ms  ✓ LayoutPointers
   2788.9 ms  ✓ Statistics
   1934.3 ms  ✓ Accessors → LinearAlgebraExt
   2291.9 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   9250.1 ms  ✓ SpecialFunctions
   2688.0 ms  ✓ FillArrays → FillArraysStatisticsExt
   2402.7 ms  ✓ Accessors → TestExt
   3305.9 ms  ✓ PDMats
   3695.0 ms  ✓ StrideArraysCore
   3502.3 ms  ✓ BangBang
   3804.5 ms  ✓ Distances
   2495.5 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2603.1 ms  ✓ DiffRules
   2598.7 ms  ✓ FillArrays → FillArraysPDMatsExt
   2207.1 ms  ✓ Polyester
   2392.4 ms  ✓ Distances → DistancesSparseArraysExt
   3867.0 ms  ✓ HypergeometricFunctions
   4892.6 ms  ✓ SymbolicIndexingInterface
   3193.4 ms  ✓ OhMyThreads
   7196.5 ms  ✓ SciMLOperators
   7781.3 ms  ✓ StatsBase
   2089.9 ms  ✓ FastBroadcast
   2359.8 ms  ✓ OhMyThreads → MarkdownExt
   2190.7 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
