nice: cannot set niceness: Permission denied
Precompiling packages...
    412.9 ms  ✓ CPUTime
    418.5 ms  ✓ Reexport
    562.2 ms  ✓ ConstructionBase
    475.4 ms  ✓ StatsAPI
    632.6 ms  ✓ IterTools
   1345.3 ms  ✓ IrrationalConstants
    484.4 ms  ✓ CommonSolve
   1045.9 ms  ✓ Combinatorics
    597.1 ms  ✓ StableTasks
    537.1 ms  ✓ StaticArraysCore
    622.6 ms  ✓ Statistics
    523.5 ms  ✓ ChunkSplitters
    452.1 ms  ✓ IfElse
   1002.5 ms  ✓ SuiteSparse_jll
    728.9 ms  ✓ EnzymeCore
    477.7 ms  ✓ PtrArrays
    578.5 ms  ✓ Mmap
    468.7 ms  ✓ TaskLocalValues
    532.7 ms  ✓ ManualMemory
    537.4 ms  ✓ PositiveFactorizations
    503.4 ms  ✓ DataAPI
    454.0 ms  ✓ CommonWorldInvalidations
    447.7 ms  ✓ Future
    914.7 ms  ✓ SciMLPublic
    436.9 ms  ✓ FastPower
    450.1 ms  ✓ CompositionsBase
    516.1 ms  ✓ InverseFunctions
    610.7 ms  ✓ AbstractTrees
    480.7 ms  ✓ MuladdMacro
    651.5 ms  ✓ AbstractFFTs
    535.3 ms  ✓ EnumX
   2379.4 ms  ✓ ExproniconLite
   1322.5 ms  ✓ InitialValues
    609.6 ms  ✓ ExprTools
   6320.7 ms  ✓ MacroTools
    999.1 ms  ✓ OpenLibm_jll
   1233.5 ms  ✓ FillArrays
    984.5 ms  ✓ SpatialIndexing
    452.5 ms  ✓ ConcreteStructs
    647.2 ms  ✓ OrderedCollections
    510.1 ms  ✓ HashArrayMappedTries
    695.4 ms  ✓ ADTypes
    703.8 ms  ✓ Serialization
    682.2 ms  ✓ DocStringExtensions
   1783.7 ms  ✓ Bessels
    530.5 ms  ✓ FastClosures
    507.6 ms  ✓ SIMDTypes
    446.4 ms  ✓ IteratorInterfaceExtensions
    654.9 ms  ✓ LogExpFunctions
    769.7 ms  ✓ CpuId
    582.1 ms  ✓ LoggingExtras
    606.8 ms  ✓ Compat
   1402.3 ms  ✓ InteractiveUtils
    470.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    914.5 ms  ✓ LazyArtifacts
    467.2 ms  ✓ DiffResults
    549.5 ms  ✓ AliasTables
    790.6 ms  ✓ Distances
    499.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    570.1 ms  ✓ Missings
   4325.9 ms  ✓ FunctionWrappers
   2424.7 ms  ✓ Preferences
   1313.6 ms  ✓ ThreadingUtilities
    487.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    615.3 ms  ✓ CommonSubexpressions
    579.6 ms  ✓ NaNMath
    512.0 ms  ✓ FillArrays → FillArraysStatisticsExt
    485.9 ms  ✓ ScopedValues
    432.4 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    425.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2008.0 ms  ✓ Jieko
   1122.0 ms  ✓ DifferentiationInterface
   1819.4 ms  ✓ DataStructures
    486.7 ms  ✓ RuntimeGeneratedFunctions
    439.0 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    461.2 ms  ✓ Compat → CompatLinearAlgebraExt
   2610.3 ms  ✓ Distributed
    431.7 ms  ✓ FunctionWrappersWrappers
   1629.2 ms  ✓ Setfield
    519.8 ms  ✓ PrecompileTools
    559.9 ms  ✓ JLLWrappers
    588.5 ms  ✓ SciMLLogging
    586.7 ms  ✓ TruncatedStacktraces
   4301.3 ms  ✓ SparseArrays
    584.2 ms  ✓ SortingAlgorithms
    752.6 ms  ✓ Requires
    847.9 ms  ✓ ProgressMeter
    920.4 ms  ✓ QuadGK
   2623.0 ms  ✓ Accessors
   2174.9 ms  ✓ RecipesBase
  10628.2 ms  ✓ Moshi
    796.7 ms  ✓ Rmath_jll
  11256.6 ms  ✓ Test
    769.8 ms  ✓ OpenSpecFun_jll
   1121.7 ms  ✓ IntelOpenMP_jll
   1208.4 ms  ✓ oneTBB_jll
    710.1 ms  ✓ FFTW_jll
    625.6 ms  ✓ Statistics → SparseArraysExt
    677.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
    570.4 ms  ✓ SuiteSparse
    685.5 ms  ✓ Distances → DistancesSparseArraysExt
    764.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    641.1 ms  ✓ Adapt
    619.7 ms  ✓ Accessors → LinearAlgebraExt
   1048.7 ms  ✓ Rmath
    899.6 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2423.9 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
  15102.0 ms  ✓ Parsers
    898.6 ms  ✓ Accessors → TestExt
   1537.6 ms  ✓ MKL_jll
   3092.0 ms  ✓ SpecialFunctions
  19732.9 ms  ✓ StaticArrays
   1008.2 ms  ✓ PDMats
   2743.6 ms  ✓ StatsBase
    611.3 ms  ✓ ArrayInterface
    595.6 ms  ✓ Adapt → AdaptSparseArraysExt
    426.8 ms  ✓ EnzymeCore → AdaptExt
    583.8 ms  ✓ GPUArraysCore
    759.9 ms  ✓ BangBang
   1709.7 ms  ✓ JSON
   1088.2 ms  ✓ HypergeometricFunctions
   3079.0 ms  ✓ Roots
    832.0 ms  ✓ DiffRules
    780.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    722.5 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    764.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    760.1 ms  ✓ Accessors → StaticArraysExt
    741.9 ms  ✓ Adapt → AdaptStaticArraysExt
    784.7 ms  ✓ FillArrays → FillArraysPDMatsExt
    803.9 ms  ✓ PDMats → StatsBaseExt
    529.9 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    714.5 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    829.8 ms  ✓ SciMLStructures
   1241.9 ms  ✓ PreallocationTools
    622.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2348.4 ms  ✓ SciMLOperators
    641.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1320.1 ms  ✓ OhMyThreads
    948.2 ms  ✓ BangBang → BangBangStaticArraysExt
   2908.3 ms  ✓ StatsFuns
  15154.7 ms  ✓ FFTW
  34418.9 ms  ✓ Static
   5519.4 ms  ✓ ForwardDiff
    949.3 ms  ✓ FiniteDiff
    580.7 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1395.0 ms  ✓ SymbolicIndexingInterface
    824.3 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
    749.5 ms  ✓ OhMyThreads → MarkdownExt
    606.2 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
    598.8 ms  ✓ BitTwiddlingConvenienceFunctions
   1314.3 ms  ✓ CPUSummary
  30280.6 ms  ✓ Polynomials
   6593.6 ms  ✓ NearestNeighbors
    898.1 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    524.9 ms  ✓ FastPower → FastPowerForwardDiffExt
    567.5 ms  ✓ Roots → RootsForwardDiffExt
    678.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    525.5 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    615.1 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
