nice: cannot set niceness: Permission denied
Precompiling packages...
    416.9 ms  ✓ CPUTime
    427.2 ms  ✓ Reexport
    578.2 ms  ✓ ConstructionBase
    478.6 ms  ✓ StatsAPI
    650.3 ms  ✓ IterTools
   1329.5 ms  ✓ IrrationalConstants
    478.0 ms  ✓ CommonSolve
   1059.2 ms  ✓ Combinatorics
    601.3 ms  ✓ StableTasks
    512.5 ms  ✓ StaticArraysCore
    628.3 ms  ✓ Statistics
    529.4 ms  ✓ ChunkSplitters
    455.7 ms  ✓ IfElse
    712.8 ms  ✓ EnzymeCore
    992.8 ms  ✓ SuiteSparse_jll
    470.6 ms  ✓ PtrArrays
    570.5 ms  ✓ Mmap
    444.0 ms  ✓ TaskLocalValues
    534.5 ms  ✓ ManualMemory
    552.8 ms  ✓ PositiveFactorizations
    504.0 ms  ✓ DataAPI
    456.7 ms  ✓ CommonWorldInvalidations
    424.2 ms  ✓ Future
    916.8 ms  ✓ SciMLPublic
    438.4 ms  ✓ FastPower
    460.9 ms  ✓ CompositionsBase
    567.8 ms  ✓ InverseFunctions
    688.0 ms  ✓ AbstractTrees
    532.5 ms  ✓ MuladdMacro
   2328.7 ms  ✓ ExproniconLite
   5565.8 ms  ✓ MacroTools
    748.8 ms  ✓ AbstractFFTs
    587.0 ms  ✓ EnumX
   1439.3 ms  ✓ InitialValues
    608.7 ms  ✓ CommonSubexpressions
    784.6 ms  ✓ OpenLibm_jll
    961.9 ms  ✓ SpatialIndexing
    442.9 ms  ✓ ConcreteStructs
   1081.5 ms  ✓ FillArrays
    666.8 ms  ✓ OrderedCollections
    493.2 ms  ✓ HashArrayMappedTries
    737.1 ms  ✓ ADTypes
   1757.6 ms  ✓ Bessels
    771.7 ms  ✓ Serialization
    699.6 ms  ✓ DocStringExtensions
    535.2 ms  ✓ FastClosures
    455.5 ms  ✓ SIMDTypes
    473.1 ms  ✓ IteratorInterfaceExtensions
    788.9 ms  ✓ Requires
    770.7 ms  ✓ CpuId
    594.1 ms  ✓ LoggingExtras
    621.2 ms  ✓ Compat
   1411.5 ms  ✓ InteractiveUtils
    452.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    901.9 ms  ✓ LazyArtifacts
    492.2 ms  ✓ DiffResults
    591.7 ms  ✓ AliasTables
   3924.4 ms  ✓ FunctionWrappers
    834.4 ms  ✓ Distances
    551.2 ms  ✓ Missings
   2253.1 ms  ✓ Preferences
    475.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    494.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1284.5 ms  ✓ ThreadingUtilities
    496.9 ms  ✓ ExprTools
    542.0 ms  ✓ NaNMath
    477.7 ms  ✓ ScopedValues
