nice: cannot set niceness: Permission denied
Precompiling packages...
   1481.1 ms  ✓ MozillaCACerts_jll
   1481.7 ms  ✓ Unicode
   1636.0 ms  ✓ Zlib_jll
   1667.1 ms  ✓ NetworkOptions
   1675.9 ms  ✓ UUIDs
   1675.2 ms  ✓ Logging
   1712.4 ms  ✓ OpenSSL_jll
   1680.5 ms  ✓ nghttp2_jll
   1774.9 ms  ✓ CompilerSupportLibraries_jll
   1813.0 ms  ✓ Base64
    508.9 ms  ✓ LibSSH2_jll
    758.0 ms  ✓ Printf
    531.3 ms  ✓ p7zip_jll
    451.4 ms  ✓ LibCURL_jll
    468.6 ms  ✓ LibGit2_jll
   3176.7 ms  ✓ ArgTools
    766.4 ms  ✓ LibCURL
    629.0 ms  ✓ Tar
   3017.3 ms  ✓ Dates
   2983.1 ms  ✓ LibGit2
    452.6 ms  ✓ TOML
   3061.2 ms  ✓ Downloads
   9212.0 ms  ✓ StyledStrings
   1630.9 ms  ✓ JuliaSyntaxHighlighting
   3799.6 ms  ✓ Markdown
  46429.7 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2485.3 ms  ✓ IteratorInterfaceExtensions
   2491.4 ms  ✓ MuladdMacro
   2574.3 ms  ✓ RangeArrays
   2587.6 ms  ✓ PolygonOps
   2650.9 ms  ✓ IndirectArrays
   2779.4 ms  ✓ LaTeXStrings
   2791.1 ms  ✓ TensorCore
   2873.6 ms  ✓ Contour
   2876.6 ms  ✓ StatsAPI
   2864.2 ms  ✓ TriplotBase
   3493.5 ms  ✓ AbstractFFTs
   2588.2 ms  ✓ TableTraits
   2707.5 ms  ✓ IntegerMathUtils
   2711.1 ms  ✓ OpenLibm_jll
   3089.4 ms  ✓ InverseFunctions
   5664.1 ms  ✓ FillArrays
   5855.4 ms  ✓ OffsetArrays
   3187.3 ms  ✓ SuiteSparse_jll
   3501.4 ms  ✓ Statistics
   3504.5 ms  ✓ IterTools
   2781.3 ms  ✓ DataValueInterfaces
   2701.6 ms  ✓ EnumX
