nice: cannot set niceness: Permission denied
Precompiling packages...
   1554.0 ms  ✓ OpenSSL_jll
   1522.5 ms  ✓ nghttp2_jll
   1529.5 ms  ✓ Logging
   1540.4 ms  ✓ MozillaCACerts_jll
   1564.2 ms  ✓ CompilerSupportLibraries_jll
   1632.4 ms  ✓ UUIDs
   1718.2 ms  ✓ Unicode
   1739.1 ms  ✓ Zlib_jll
   1753.5 ms  ✓ NetworkOptions
   1836.0 ms  ✓ Base64
    584.0 ms  ✓ LibSSH2_jll
    659.5 ms  ✓ p7zip_jll
    667.8 ms  ✓ Printf
    461.4 ms  ✓ LibGit2_jll
    462.1 ms  ✓ LibCURL_jll
   3175.0 ms  ✓ ArgTools
    760.5 ms  ✓ LibCURL
    649.5 ms  ✓ Tar
   2904.8 ms  ✓ Dates
   3016.8 ms  ✓ LibGit2
    436.3 ms  ✓ TOML
   2997.1 ms  ✓ Downloads
   9140.9 ms  ✓ StyledStrings
   1619.1 ms  ✓ JuliaSyntaxHighlighting
   3796.2 ms  ✓ Markdown
  46477.1 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2465.0 ms  ✓ IteratorInterfaceExtensions
   2558.9 ms  ✓ MuladdMacro
   2671.8 ms  ✓ RangeArrays
   2666.5 ms  ✓ PolygonOps
   2667.3 ms  ✓ IndirectArrays
   2668.1 ms  ✓ LaTeXStrings
   2748.4 ms  ✓ StatsAPI
   2756.1 ms  ✓ Contour
   2970.6 ms  ✓ TensorCore
   3043.4 ms  ✓ TriplotBase
   3552.5 ms  ✓ AbstractFFTs
   2587.3 ms  ✓ IntegerMathUtils
   2589.0 ms  ✓ OpenLibm_jll
   2797.6 ms  ✓ InverseFunctions
   5614.8 ms  ✓ FillArrays
   3013.2 ms  ✓ SuiteSparse_jll
   5955.5 ms  ✓ OffsetArrays
   3388.4 ms  ✓ Statistics
   3792.7 ms  ✓ IterTools
   4097.5 ms  ✓ Serialization
   2607.4 ms  ✓ DataValueInterfaces
   7938.7 ms  ✓ Format
   2606.9 ms  ✓ EnumX
   2492.9 ms  ✓ Reexport
   2930.3 ms  ✓ StableRNGs
   3299.7 ms  ✓ AbstractTrees
   9469.5 ms  ✓ CEnum
   3511.3 ms  ✓ DocStringExtensions
   3098.9 ms  ✓ IntervalSets
   4906.8 ms  ✓ Requires
   2502.4 ms  ✓ PtrArrays
   2972.2 ms  ✓ RoundingEmulator
   2905.2 ms  ✓ Mmap
   3290.6 ms  ✓ Extents
   2995.2 ms  ✓ PCRE2_jll
   2905.8 ms  ✓ Inflate
   3499.2 ms  ✓ TranscodingStreams
   2322.9 ms  ✓ CRC32c
   9800.4 ms  ✓ Observables
   2614.0 ms  ✓ DataAPI
  10707.0 ms  ✓ OrderedCollections
   2902.7 ms  ✓ StaticArraysCore
   3088.8 ms  ✓ MappedArrays
   2598.8 ms  ✓ Scratch
  12486.3 ms  ✓ Grisu
