Precompiling Pkg...
    961.8 ms  ✓ UUIDs
    963.0 ms  ✓ Logging
    983.0 ms  ✓ Unicode
   1066.7 ms  ✓ MozillaCACerts_jll
   1076.7 ms  ✓ MbedTLS_jll
   1186.8 ms  ✓ NetworkOptions
   1165.5 ms  ✓ Zlib_jll
   1177.6 ms  ✓ nghttp2_jll
   1177.1 ms  ✓ p7zip_jll
   1254.7 ms  ✓ Base64
    393.5 ms  ✓ LibSSH2_jll
    538.6 ms  ✓ Printf
    390.3 ms  ✓ LibGit2_jll
    389.3 ms  ✓ LibCURL_jll
   2081.4 ms  ✓ ArgTools
    589.3 ms  ✓ LibCURL
    544.9 ms  ✓ Tar
   2156.8 ms  ✓ Dates
   2773.6 ms  ✓ Markdown
   2290.5 ms  ✓ LibGit2
    565.1 ms  ✓ TOML
   2829.2 ms  ✓ Downloads
  38383.7 ms  ✓ Pkg
  23 dependencies successfully precompiled in 44 seconds
Precompiling project...
   1834.2 ms  ✓ IndirectArrays
   1841.6 ms  ✓ IteratorInterfaceExtensions
   1932.7 ms  ✓ PolygonOps
   2040.2 ms  ✓ CEnum
   2128.2 ms  ✓ RangeArrays
   2135.8 ms  ✓ LaTeXStrings
   2134.3 ms  ✓ StatsAPI
   2136.4 ms  ✓ Contour
   2226.3 ms  ✓ TensorCore
   2336.6 ms  ✓ TriplotBase
   2425.4 ms  ✓ GeoFormatTypes
   3127.3 ms  ✓ AbstractFFTs
   3618.8 ms  ✓ Serialization
   2210.4 ms  ✓ OpenLibm_jll
   2593.3 ms  ✓ InverseFunctions
   2684.3 ms  ✓ SuiteSparse_jll
   2784.4 ms  ✓ CompilerSupportLibraries_jll
   2992.0 ms  ✓ Statistics
   2586.5 ms  ✓ Observables
   2816.6 ms  ✓ IterTools
   5015.1 ms  ✓ FillArrays
   1902.8 ms  ✓ DataValueInterfaces
   3118.2 ms  ✓ Requires
   3411.9 ms  ✓ OrderedCollections
   2011.4 ms  ✓ EnumX
   5713.1 ms  ✓ Format
   5724.6 ms  ✓ OffsetArrays
   4298.6 ms  ✓ Grisu
   1725.8 ms  ✓ Reexport
   2306.7 ms  ✓ StableRNGs
   2400.0 ms  ✓ IntervalSets
   2498.6 ms  ✓ AbstractTrees
   2695.1 ms  ✓ DocStringExtensions
   2515.8 ms  ✓ RoundingEmulator
   1983.7 ms  ✓ PtrArrays
   2294.4 ms  ✓ Extents
   2810.9 ms  ✓ FillArrays → FillArraysStatisticsExt
   2389.2 ms  ✓ PCRE2_jll
   2814.2 ms  ✓ TranscodingStreams
   2286.9 ms  ✓ LazyModules
   2493.4 ms  ✓ Inflate
   2586.0 ms  ✓ ConstructionBase
   1992.4 ms  ✓ DataAPI
   1918.5 ms  ✓ CRC32c
   2301.4 ms  ✓ StaticArraysCore
   2378.5 ms  ✓ MappedArrays
   2298.7 ms  ✓ Scratch
   5492.9 ms  ✓ IrrationalConstants
   1994.1 ms  ✓ TableTraits
   2994.1 ms  ✓ Compat
   2597.0 ms  ✓ NaNMath
   2312.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   4197.8 ms  ✓ Preferences
   2300.6 ms  ✓ Mmap
   7410.8 ms  ✓ AdaptivePredicates
  11284.7 ms  ✓ MacroTools
   2706.2 ms  ✓ Ratios
   5416.7 ms  ✓ LazyArtifacts
   3088.2 ms  ✓ Adapt
   2503.2 ms  ✓ StackViews
   2413.0 ms  ✓ PaddedViews
   6932.4 ms  ✓ InteractiveUtils
   2207.4 ms  ✓ Showoff
   2097.1 ms  ✓ IntervalSets → IntervalSetsRandomExt
   1921.6 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   6387.1 ms  ✓ PkgVersion
   2202.5 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2414.0 ms  ✓ AliasTables
   2103.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2108.3 ms  ✓ RelocatableFolders
   2387.5 ms  ✓ Missings
   2278.2 ms  ✓ Compat → CompatLinearAlgebraExt
   3297.2 ms  ✓ LogExpFunctions
   2993.6 ms  ✓ JLLWrappers
   2301.9 ms  ✓ PrecompileTools
   2286.0 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   9713.0 ms  ✓ Distributed
   3906.2 ms  ✓ Tables
   2514.8 ms  ✓ MosaicViews
   5894.3 ms  ✓ GeoInterface
   2100.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   3804.8 ms  ✓ SimpleTraits
   2693.2 ms  ✓ Libmount_jll
   2786.6 ms  ✓ Graphite2_jll
   4506.2 ms  ✓ AxisArrays
  12189.4 ms  ✓ FixedPointNumbers
   3892.1 ms  ✓ OpenSSL_jll
   3198.1 ms  ✓ LLVMOpenMP_jll
   3016.8 ms  ✓ Bzip2_jll
   5702.8 ms  ✓ FilePathsBase
   6113.5 ms  ✓ ChainRulesCore
   3704.6 ms  ✓ Rmath_jll
   2797.0 ms  ✓ Xorg_libXau_jll
   2999.3 ms  ✓ libpng_jll
   2805.9 ms  ✓ libfdk_aac_jll
   2809.1 ms  ✓ Imath_jll
   2883.3 ms  ✓ Giflib_jll
   8079.2 ms  ✓ DataStructures
   2797.8 ms  ✓ LERC_jll
   3071.4 ms  ✓ LAME_jll
   2795.4 ms  ✓ EarCut_jll
   2986.8 ms  ✓ CRlibm_jll
   2908.2 ms  ✓ Ogg_jll
  18026.1 ms  ✓ SparseArrays
   3398.4 ms  ✓ JpegTurbo_jll
   3289.1 ms  ✓ XZ_jll
   3208.0 ms  ✓ oneTBB_jll
   6390.0 ms  ✓ IntelOpenMP_jll
   3220.6 ms  ✓ Xorg_libXdmcp_jll
   3196.6 ms  ✓ x265_jll
   3306.5 ms  ✓ x264_jll
   3404.4 ms  ✓ Zstd_jll
   4306.9 ms  ✓ libaom_jll
   3379.9 ms  ✓ LZO_jll
   3709.4 ms  ✓ Expat_jll
   3314.4 ms  ✓ Libiconv_jll
   3994.6 ms  ✓ Libffi_jll
   4404.3 ms  ✓ Xorg_xtrans_jll
   3692.3 ms  ✓ isoband_jll
   5086.7 ms  ✓ Opus_jll
  21194.1 ms  ✓ FileIO
   3307.5 ms  ✓ FFTW_jll
  17000.1 ms  ✓ Test
   4112.4 ms  ✓ Libuuid_jll
   3008.1 ms  ✓ OpenSpecFun_jll
   4298.1 ms  ✓ FriBidi_jll
   3712.6 ms  ✓ OpenBLASConsistentFPCSR_jll
   2189.4 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   3302.4 ms  ✓ SharedArrays
   2893.0 ms  ✓ Pixman_jll
   2494.4 ms  ✓ FilePathsBase → FilePathsBaseMmapExt
   2307.8 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   4291.9 ms  ✓ ProgressMeter
   4106.9 ms  ✓ StructArrays
   3110.1 ms  ✓ FreeType2_jll
   3907.4 ms  ✓ FilePaths
   2792.4 ms  ✓ SortingAlgorithms
   3690.6 ms  ✓ OpenEXR_jll
   4014.5 ms  ✓ Rmath
   2600.5 ms  ✓ SuiteSparse
   3174.7 ms  ✓ CRlibm
   3208.6 ms  ✓ libvorbis_jll
   3010.7 ms  ✓ WoodburyMatrices
   7503.6 ms  ✓ ColorTypes
   3076.7 ms  ✓ Statistics → SparseArraysExt
   6798.2 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   5112.1 ms  ✓ QuadGK
   3092.8 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2706.2 ms  ✓ Adapt → AdaptSparseArraysExt
   2998.6 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   3095.8 ms  ✓ libsixel_jll
   2220.6 ms  ✓ Isoband
   3386.3 ms  ✓ Libtiff_jll
   3194.0 ms  ✓ XML2_jll
   2017.0 ms  ✓ SignedDistanceFields
   2800.8 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2385.0 ms  ✓ StructArrays → StructArraysAdaptExt
   6400.0 ms  ✓ MKL_jll
   7689.1 ms  ✓ Xorg_libxcb_jll
   5789.8 ms  ✓ FilePathsBase → FilePathsBaseTestExt
   4198.2 ms  ✓ Fontconfig_jll
   6981.9 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   4797.0 ms  ✓ StructArrays → StructArraysSparseArraysExt
   4901.3 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   5085.6 ms  ✓ FreeType
   3825.7 ms  ✓ AxisAlgorithms
   8176.4 ms  ✓ PDMats
   5096.6 ms  ✓ Gettext_jll
   5218.3 ms  ✓ Xorg_libX11_jll
   2716.6 ms  ✓ FillArrays → FillArraysPDMatsExt
  13093.9 ms  ✓ SpecialFunctions
   8796.5 ms  ✓ QOI
  52892.0 ms  ✓ StyledStrings
   4285.4 ms  ✓ Glib_jll
   9897.2 ms  ✓ ColorVectorSpace
   3695.4 ms  ✓ Xorg_libXrender_jll
  12517.1 ms  ✓ IntervalArithmetic
   4797.6 ms  ✓ Xorg_libXext_jll
   2799.0 ms  ✓ ColorTypes → StyledStringsExt
   2602.4 ms  ✓ IntervalArithmetic → IntervalArithmeticIntervalSetsExt
  12205.5 ms  ✓ StatsBase
   5390.1 ms  ✓ HypergeometricFunctions
   3099.9 ms  ✓ ColorVectorSpace → SpecialFunctionsExt
   3093.0 ms  ✓ IntervalArithmetic → IntervalArithmeticSparseArraysExt
   3401.4 ms  ✓ IntervalArithmetic → IntervalArithmeticLinearAlgebraExt
   3404.1 ms  ✓ Libglvnd_jll
   7501.6 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   3197.2 ms  ✓ Cairo_jll
  32522.1 ms  ✓ StaticArrays
   3004.7 ms  ✓ HarfBuzz_jll
   3792.1 ms  ✓ libwebp_jll
   3479.1 ms  ✓ Adapt → AdaptStaticArraysExt
   3585.9 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3672.9 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3689.2 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3816.4 ms  ✓ StructArrays → StructArraysStaticArraysExt
   3982.2 ms  ✓ libass_jll
   4393.7 ms  ✓ Pango_jll
  23389.7 ms  ✓ Colors
  40982.5 ms  ✓ SIMD
  11700.8 ms  ✓ StatsFuns
   5318.4 ms  ✓ FFMPEG_jll
   6189.0 ms  ✓ Graphics
   6380.6 ms  ✓ Animations
