nice: cannot set niceness: Permission denied
Precompiling packages...
   1496.8 ms  ✓ OpenSSL_jll
   1469.7 ms  ✓ Logging
   1584.5 ms  ✓ MozillaCACerts_jll
   1655.6 ms  ✓ CompilerSupportLibraries_jll
   1657.9 ms  ✓ UUIDs
   1654.5 ms  ✓ nghttp2_jll
   1667.1 ms  ✓ Unicode
   1691.1 ms  ✓ NetworkOptions
   1756.6 ms  ✓ Zlib_jll
   1873.5 ms  ✓ Base64
    657.8 ms  ✓ LibSSH2_jll
    604.6 ms  ✓ p7zip_jll
    711.1 ms  ✓ Printf
    477.6 ms  ✓ LibGit2_jll
    490.1 ms  ✓ LibCURL_jll
   3165.5 ms  ✓ ArgTools
    774.8 ms  ✓ LibCURL
    621.1 ms  ✓ Tar
   2852.7 ms  ✓ Dates
   3032.0 ms  ✓ LibGit2
    442.4 ms  ✓ TOML
   2946.8 ms  ✓ Downloads
   9229.1 ms  ✓ StyledStrings
   1629.9 ms  ✓ JuliaSyntaxHighlighting
   3791.3 ms  ✓ Markdown
  46491.7 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2502.8 ms  ✓ MuladdMacro
   2498.6 ms  ✓ IteratorInterfaceExtensions
   2598.7 ms  ✓ PolygonOps
   2599.5 ms  ✓ IndirectArrays
   2714.3 ms  ✓ StatsAPI
   2812.5 ms  ✓ Contour
   2929.9 ms  ✓ RangeArrays
   2928.3 ms  ✓ TensorCore
   3099.0 ms  ✓ TriplotBase
   3197.4 ms  ✓ LaTeXStrings
   3727.0 ms  ✓ AbstractFFTs
   2718.9 ms  ✓ IntegerMathUtils
   2702.6 ms  ✓ OpenLibm_jll
   2999.8 ms  ✓ InverseFunctions
   5678.9 ms  ✓ FillArrays
   2892.2 ms  ✓ SuiteSparse_jll
   6014.8 ms  ✓ OffsetArrays
   3399.6 ms  ✓ Statistics
   3582.6 ms  ✓ IterTools
   4003.6 ms  ✓ Serialization
   7978.9 ms  ✓ Format
   2697.6 ms  ✓ DataValueInterfaces
   2596.8 ms  ✓ Reexport
   2816.4 ms  ✓ EnumX
   2919.8 ms  ✓ StableRNGs
   3577.6 ms  ✓ DocStringExtensions
   3184.7 ms  ✓ IntervalSets
   3601.0 ms  ✓ AbstractTrees
  10111.2 ms  ✓ CEnum
   5077.5 ms  ✓ Requires
   2807.1 ms  ✓ RoundingEmulator
   2926.5 ms  ✓ Mmap
   2687.7 ms  ✓ PtrArrays
   2598.6 ms  ✓ PCRE2_jll
   3107.2 ms  ✓ Extents
   3004.6 ms  ✓ Inflate
   3625.4 ms  ✓ TranscodingStreams
   2392.2 ms  ✓ CRC32c
   2528.1 ms  ✓ DataAPI
   2611.8 ms  ✓ StaticArraysCore
  10698.8 ms  ✓ OrderedCollections
   3005.1 ms  ✓ MappedArrays
  10691.9 ms  ✓ Observables
  12611.9 ms  ✓ Grisu
   2888.5 ms  ✓ Scratch
   2205.2 ms  ✓ TableTraits
   7515.4 ms  ✓ AdaptivePredicates
   3991.0 ms  ✓ Preferences
   3508.3 ms  ✓ Primes
   2612.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2691.4 ms  ✓ StackViews
  10204.7 ms  ✓ LazyModules
   3177.3 ms  ✓ PaddedViews
  10514.5 ms  ✓ ConstructionBase
   7902.1 ms  ✓ PkgVersion
   3865.2 ms  ✓ FillArrays → FillArraysStatisticsExt
  16322.3 ms  ✓ IrrationalConstants
  20064.8 ms  ✓ MacroTools
   2903.2 ms  ✓ IntervalSets → IntervalSetsRandomExt
  12195.8 ms  ✓ StructUtils
   3203.3 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
  10400.9 ms  ✓ Compat
  24315.3 ms  ✓ BaseDirs
   7501.7 ms  ✓ SignedDistanceFields
   3381.3 ms  ✓ Ratios
   3104.6 ms  ✓ Adapt
   2922.1 ms  ✓ AliasTables
  10298.0 ms  ✓ NaNMath
