nice: cannot set niceness: Permission denied
Precompiling packages...
   1827.6 ms  ✓ MozillaCACerts_jll
   1831.0 ms  ✓ nghttp2_jll
   1838.0 ms  ✓ Logging
   1820.5 ms  ✓ Zlib_jll
   1901.5 ms  ✓ UUIDs
   1941.9 ms  ✓ OpenSSL_jll
   1942.4 ms  ✓ Unicode
   2011.4 ms  ✓ CompilerSupportLibraries_jll
   2109.3 ms  ✓ Base64
   2204.3 ms  ✓ NetworkOptions
    638.3 ms  ✓ LibSSH2_jll
    909.5 ms  ✓ Printf
    946.9 ms  ✓ p7zip_jll
    627.0 ms  ✓ LibCURL_jll
    754.3 ms  ✓ LibGit2_jll
   1000.6 ms  ✓ LibCURL
   4210.8 ms  ✓ ArgTools
    849.4 ms  ✓ Tar
   4264.4 ms  ✓ Dates
   4073.5 ms  ✓ LibGit2
   1019.0 ms  ✓ TOML
   3977.8 ms  ✓ Downloads
  12499.3 ms  ✓ StyledStrings
   2276.5 ms  ✓ JuliaSyntaxHighlighting
   5541.6 ms  ✓ Markdown
  60513.3 ms  ✓ Pkg
  26 dependencies successfully precompiled in 81 seconds
Precompiling packages...
   2119.9 ms  ✓ PolygonOps
   2302.5 ms  ✓ TensorCore
   2429.3 ms  ✓ IndirectArrays
   2633.6 ms  ✓ AbstractFFTs
   3209.7 ms  ✓ RangeArrays
   3218.8 ms  ✓ LaTeXStrings
   3199.1 ms  ✓ TriplotBase
   3230.3 ms  ✓ IteratorInterfaceExtensions
   3225.6 ms  ✓ Contour
   3499.7 ms  ✓ StatsAPI
   4403.8 ms  ✓ Serialization
   4803.5 ms  ✓ FillArrays
   2856.1 ms  ✓ OpenLibm_jll
   2587.9 ms  ✓ Statistics
   5224.8 ms  ✓ OffsetArrays
   3214.8 ms  ✓ InverseFunctions
   2701.6 ms  ✓ TableTraits
   3297.7 ms  ✓ IterTools
   3240.7 ms  ✓ SuiteSparse_jll
   6983.5 ms  ✓ Format
   2800.7 ms  ✓ DataValueInterfaces
   2638.2 ms  ✓ StableRNGs
   2697.0 ms  ✓ Reexport
   2915.6 ms  ✓ EnumX
   4613.2 ms  ✓ Requires
   3207.9 ms  ✓ AbstractTrees
   2365.8 ms  ✓ RoundingEmulator
   3750.7 ms  ✓ DocStringExtensions
   2979.0 ms  ✓ IntervalSets
   9813.3 ms  ✓ CEnum
   2500.0 ms  ✓ PCRE2_jll
   2664.6 ms  ✓ PtrArrays
   3604.8 ms  ✓ Mmap
   3388.7 ms  ✓ Extents
   2994.1 ms  ✓ TranscodingStreams
   3411.1 ms  ✓ Inflate
   2874.6 ms  ✓ DataAPI
   2502.1 ms  ✓ CRC32c
   9587.3 ms  ✓ OrderedCollections
   2390.0 ms  ✓ Scratch
   3103.7 ms  ✓ StaticArraysCore
   3596.6 ms  ✓ MappedArrays
  11497.0 ms  ✓ Grisu
   7509.4 ms  ✓ AdaptivePredicates
   7971.9 ms  ✓ ConstructionBase
   4900.2 ms  ✓ Preferences
   4601.0 ms  ✓ LazyArtifacts
   8847.7 ms  ✓ LazyModules
  12722.1 ms  ✓ IrrationalConstants
   9014.2 ms  ✓ StructUtils
   2452.0 ms  ✓ PaddedViews
   2930.6 ms  ✓ FillArrays → FillArraysStatisticsExt
   8617.4 ms  ✓ PkgVersion
   4685.4 ms  ✓ StackViews
   6597.1 ms  ✓ SignedDistanceFields
  22683.1 ms  ✓ BaseDirs
   3992.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2709.8 ms  ✓ Adapt
  19887.0 ms  ✓ MacroTools
  10295.9 ms  ✓ Observables
   2310.7 ms  ✓ IntervalSets → IntervalSetsRandomExt
  12284.1 ms  ✓ Compat
   2488.2 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   4782.4 ms  ✓ Ratios
   3135.8 ms  ✓ AliasTables
  11594.1 ms  ✓ NaNMath
   2005.2 ms  ✓ Showoff
   2601.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2893.6 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
  15298.1 ms  ✓ InteractiveUtils
   4101.3 ms  ✓ RelocatableFolders
   3319.2 ms  ✓ JLLWrappers
   2891.7 ms  ✓ PrecompileTools
   2196.7 ms  ✓ Compat → CompatLinearAlgebraExt
   3604.5 ms  ✓ LogExpFunctions
   3118.2 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   4109.8 ms  ✓ MosaicViews
   7729.9 ms  ✓ DataStructures
  17148.2 ms  ✓ Distributed
   9809.3 ms  ✓ Missings
   5804.9 ms  ✓ AxisArrays
   3502.5 ms  ✓ Graphite2_jll
   3594.7 ms  ✓ Libmount_jll
   4913.5 ms  ✓ SimpleTraits
   3301.9 ms  ✓ LLVMOpenMP_jll
   3887.0 ms  ✓ Rmath_jll
   4120.8 ms  ✓ Bzip2_jll
  12116.6 ms  ✓ Tables
  18503.5 ms  ✓ FixedPointNumbers
   5105.4 ms  ✓ Xorg_libXau_jll
   4296.9 ms  ✓ libpng_jll
   3853.5 ms  ✓ libfdk_aac_jll
   2783.9 ms  ✓ EarCut_jll
   3940.8 ms  ✓ Giflib_jll
   4209.6 ms  ✓ Imath_jll
   4525.6 ms  ✓ LAME_jll
   4374.6 ms  ✓ LERC_jll
  11536.1 ms  ✓ ComputePipeline
   3915.6 ms  ✓ XZ_jll
   4945.6 ms  ✓ CRlibm_jll
   3064.5 ms  ✓ x265_jll
   3503.0 ms  ✓ Xorg_libXdmcp_jll
   7643.3 ms  ✓ IntelOpenMP_jll
   4377.6 ms  ✓ Ogg_jll
   5907.1 ms  ✓ JpegTurbo_jll
   3989.7 ms  ✓ x264_jll
   3742.3 ms  ✓ libaom_jll
  20380.8 ms  ✓ FileIO
  22795.5 ms  ✓ SparseArrays
   3611.9 ms  ✓ Zstd_jll
   3588.5 ms  ✓ Expat_jll
   3060.4 ms  ✓ Opus_jll
   2967.2 ms  ✓ Libffi_jll
   4184.6 ms  ✓ LZO_jll
   3789.7 ms  ✓ Xorg_xtrans_jll
   3297.3 ms  ✓ isoband_jll
   3201.0 ms  ✓ OpenSpecFun_jll
