Precompiling Pkg...
    959.7 ms  ✓ UUIDs
    981.5 ms  ✓ Logging
   1045.0 ms  ✓ Unicode
   1102.3 ms  ✓ NetworkOptions
   1068.7 ms  ✓ MozillaCACerts_jll
   1066.2 ms  ✓ MbedTLS_jll
   1157.3 ms  ✓ nghttp2_jll
   1161.7 ms  ✓ Zlib_jll
   1172.3 ms  ✓ p7zip_jll
   1167.9 ms  ✓ Base64
    365.5 ms  ✓ LibSSH2_jll
    457.0 ms  ✓ Printf
    361.7 ms  ✓ LibCURL_jll
    412.8 ms  ✓ LibGit2_jll
   2021.5 ms  ✓ ArgTools
    598.6 ms  ✓ LibCURL
    555.0 ms  ✓ Tar
   2362.9 ms  ✓ Dates
   2800.7 ms  ✓ Markdown
   2327.6 ms  ✓ LibGit2
    382.6 ms  ✓ TOML
   2862.2 ms  ✓ Downloads
  38211.9 ms  ✓ Pkg
  23 dependencies successfully precompiled in 44 seconds
Precompiling project...
   1811.1 ms  ✓ IteratorInterfaceExtensions
   1892.4 ms  ✓ PolygonOps
   1898.0 ms  ✓ IndirectArrays
   1993.8 ms  ✓ RangeArrays
   2003.8 ms  ✓ LaTeXStrings
   2304.1 ms  ✓ StatsAPI
   2298.5 ms  ✓ TriplotBase
   2301.7 ms  ✓ CEnum
   2303.3 ms  ✓ Contour
   2608.7 ms  ✓ GeoFormatTypes
   2690.0 ms  ✓ AbstractFFTs
   3112.4 ms  ✓ TensorCore
   3479.5 ms  ✓ Serialization
   2179.8 ms  ✓ OpenLibm_jll
   4095.8 ms  ✓ FillArrays
   2414.8 ms  ✓ InverseFunctions
   2512.2 ms  ✓ CompilerSupportLibraries_jll
   2681.0 ms  ✓ IterTools
   2795.4 ms  ✓ Statistics
   2385.3 ms  ✓ SuiteSparse_jll
   1781.0 ms  ✓ DataValueInterfaces
   2615.7 ms  ✓ OrderedCollections
   5094.5 ms  ✓ OffsetArrays
   2501.7 ms  ✓ Observables
   2425.5 ms  ✓ Requires
   5483.6 ms  ✓ Format
   2291.1 ms  ✓ EnumX
   1881.7 ms  ✓ Reexport
   4129.8 ms  ✓ Grisu
   2581.0 ms  ✓ StableRNGs
   1990.6 ms  ✓ Mmap
   1808.6 ms  ✓ PtrArrays
   2502.8 ms  ✓ AbstractTrees
   2189.1 ms  ✓ Extents
   2601.0 ms  ✓ IntervalSets
   2395.7 ms  ✓ PCRE2_jll
   2711.6 ms  ✓ TranscodingStreams
   2308.6 ms  ✓ LazyModules
   2218.9 ms  ✓ Inflate
   1722.6 ms  ✓ CRC32c
   2092.5 ms  ✓ DataAPI
   1991.4 ms  ✓ StaticArraysCore
   2570.5 ms  ✓ ConstructionBase
   2280.6 ms  ✓ MappedArrays
