nice: cannot set niceness: Permission denied
Precompiling packages...
   1551.0 ms  ✓ OpenSSL_jll
   1531.9 ms  ✓ Logging
   1614.6 ms  ✓ p7zip_jll
   1684.9 ms  ✓ MozillaCACerts_jll
   1680.5 ms  ✓ Zlib_jll
   1688.1 ms  ✓ UUIDs
   1720.3 ms  ✓ nghttp2_jll
   1736.1 ms  ✓ Unicode
   1791.4 ms  ✓ NetworkOptions
   1880.0 ms  ✓ Base64
    552.1 ms  ✓ LibSSH2_jll
    601.1 ms  ✓ Printf
    442.3 ms  ✓ LibGit2_jll
    440.8 ms  ✓ LibCURL_jll
   3084.9 ms  ✓ ArgTools
    732.4 ms  ✓ LibCURL
    624.6 ms  ✓ Tar
   2049.7 ms  ✓ Dates
   2227.3 ms  ✓ LibGit2
    445.0 ms  ✓ TOML
   2562.2 ms  ✓ Downloads
   8220.6 ms  ✓ StyledStrings
   1673.3 ms  ✓ JuliaSyntaxHighlighting
   3819.0 ms  ✓ Markdown
  46331.7 ms  ✓ Pkg
  25 dependencies successfully precompiled in 60 seconds
Precompiling packages...
   2204.7 ms  ✓ IteratorInterfaceExtensions
   2504.0 ms  ✓ StatsAPI
   2507.7 ms  ✓ CEnum
   2560.2 ms  ✓ RangeArrays
   2556.0 ms  ✓ PolygonOps
   2601.8 ms  ✓ IndirectArrays
   2619.0 ms  ✓ LaTeXStrings
   2707.9 ms  ✓ TensorCore
   3002.0 ms  ✓ Contour
   3050.5 ms  ✓ TriplotBase
   3708.8 ms  ✓ AbstractFFTs
   4390.5 ms  ✓ Serialization
   2297.3 ms  ✓ OpenLibm_jll
   2709.3 ms  ✓ SuiteSparse_jll
   2882.6 ms  ✓ Statistics
   2839.9 ms  ✓ CompilerSupportLibraries_jll
   3094.3 ms  ✓ InverseFunctions
   5600.4 ms  ✓ FillArrays
   5696.7 ms  ✓ OffsetArrays
   3362.9 ms  ✓ IterTools
   3238.6 ms  ✓ Observables
   3799.7 ms  ✓ OrderedCollections
   2658.4 ms  ✓ EnumX
   7298.6 ms  ✓ Format
   2904.3 ms  ✓ DataValueInterfaces
   2295.7 ms  ✓ StableRNGs
   5008.1 ms  ✓ Grisu
   2509.7 ms  ✓ Reexport
   4405.4 ms  ✓ Requires
   2999.0 ms  ✓ AbstractTrees
   3003.2 ms  ✓ IntervalSets
   2841.5 ms  ✓ RoundingEmulator
   2716.0 ms  ✓ Mmap
   2890.6 ms  ✓ Extents
   2749.3 ms  ✓ PtrArrays
   2896.9 ms  ✓ PCRE2_jll
   3085.2 ms  ✓ LazyModules
   2247.9 ms  ✓ CRC32c
   3606.1 ms  ✓ TranscodingStreams
   3200.6 ms  ✓ Inflate
   2709.8 ms  ✓ DataAPI
   3343.0 ms  ✓ ConstructionBase
   2806.8 ms  ✓ StaticArraysCore
   2993.2 ms  ✓ MappedArrays
   6680.5 ms  ✓ IrrationalConstants
   3185.2 ms  ✓ Scratch
   3907.8 ms  ✓ StructUtils
   2548.6 ms  ✓ TableTraits
   3539.6 ms  ✓ Preferences
   7098.5 ms  ✓ AdaptivePredicates
   4211.4 ms  ✓ Compat
   4205.0 ms  ✓ NaNMath
  14193.5 ms  ✓ MacroTools
   2995.1 ms  ✓ FillArrays → FillArraysStatisticsExt
   3401.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   6004.6 ms  ✓ LazyArtifacts
  11896.8 ms  ✓ FixedPointNumbers
  17514.4 ms  ✓ BaseDirs
   3088.6 ms  ✓ PaddedViews
   4515.4 ms  ✓ DocStringExtensions
   4107.7 ms  ✓ StackViews
   2802.1 ms  ✓ Showoff
   2389.9 ms  ✓ Ratios
   7898.1 ms  ✓ PkgVersion
   2543.8 ms  ✓ IntervalSets → IntervalSetsRandomExt
   9006.8 ms  ✓ InteractiveUtils
   2817.7 ms  ✓ Adapt
   2305.6 ms  ✓ IntervalSets → IntervalSetsPrintfExt
   2604.6 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   2814.8 ms  ✓ AliasTables
   3097.1 ms  ✓ Missings
   2503.8 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2681.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2812.5 ms  ✓ RelocatableFolders
   2493.6 ms  ✓ PrecompileTools
   2856.1 ms  ✓ JLLWrappers
   2660.4 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
  11291.6 ms  ✓ Distributed
   3698.2 ms  ✓ ComputePipeline
   2497.2 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   2903.1 ms  ✓ MosaicViews
   4946.3 ms  ✓ Tables
   9106.6 ms  ✓ DataStructures
   4093.2 ms  ✓ LogExpFunctions
   2498.0 ms  ✓ Compat → CompatLinearAlgebraExt
   4199.7 ms  ✓ SimpleTraits
   4158.3 ms  ✓ AxisArrays
   7301.5 ms  ✓ ColorTypes
   3343.2 ms  ✓ Libmount_jll
   3894.8 ms  ✓ Graphite2_jll
   3205.2 ms  ✓ Bzip2_jll
   3790.6 ms  ✓ LLVMOpenMP_jll
   3784.3 ms  ✓ Rmath_jll
   3698.7 ms  ✓ Xorg_libXau_jll
   3887.7 ms  ✓ libpng_jll
  18618.4 ms  ✓ SparseArrays
   3812.5 ms  ✓ libfdk_aac_jll
   3500.1 ms  ✓ Giflib_jll
   4117.6 ms  ✓ Imath_jll
   4087.1 ms  ✓ LAME_jll
   3718.0 ms  ✓ LERC_jll
   3408.6 ms  ✓ EarCut_jll
   5904.9 ms  ✓ IntelOpenMP_jll
   3512.6 ms  ✓ CRlibm_jll
   3603.3 ms  ✓ Ogg_jll
   4186.5 ms  ✓ JpegTurbo_jll
   5578.8 ms  ✓ XZ_jll
   4500.2 ms  ✓ Xorg_libXdmcp_jll
   3697.0 ms  ✓ x264_jll
  20390.9 ms  ✓ FileIO
   4992.7 ms  ✓ x265_jll
