nice: cannot set niceness: Permission denied
Precompiling packages...
   1538.3 ms  ✓ MozillaCACerts_jll
   1542.8 ms  ✓ UUIDs
   1628.1 ms  ✓ Unicode
   1638.3 ms  ✓ Logging
   1644.9 ms  ✓ nghttp2_jll
   1742.7 ms  ✓ OpenSSL_jll
   1725.0 ms  ✓ Zlib_jll
   1733.2 ms  ✓ CompilerSupportLibraries_jll
   1750.2 ms  ✓ NetworkOptions
   1843.0 ms  ✓ Base64
    481.7 ms  ✓ LibSSH2_jll
    621.9 ms  ✓ p7zip_jll
    779.3 ms  ✓ Printf
    526.3 ms  ✓ LibGit2_jll
    530.1 ms  ✓ LibCURL_jll
   3324.1 ms  ✓ ArgTools
    766.3 ms  ✓ LibCURL
    633.0 ms  ✓ Tar
   2977.6 ms  ✓ Dates
   3048.1 ms  ✓ LibGit2
    468.0 ms  ✓ TOML
   3057.0 ms  ✓ Downloads
   9457.7 ms  ✓ StyledStrings
   1658.3 ms  ✓ JuliaSyntaxHighlighting
   3995.8 ms  ✓ Markdown
  47599.9 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2440.9 ms  ✓ PolygonOps
   2440.4 ms  ✓ IteratorInterfaceExtensions
   2523.4 ms  ✓ MuladdMacro
   2551.6 ms  ✓ RangeArrays
   2619.7 ms  ✓ StatsAPI
   2633.7 ms  ✓ Contour
   2733.8 ms  ✓ IndirectArrays
   2936.1 ms  ✓ TensorCore
   3047.8 ms  ✓ LaTeXStrings
   3304.6 ms  ✓ TriplotBase
   3444.9 ms  ✓ AbstractFFTs
   2617.9 ms  ✓ OpenLibm_jll
   2875.8 ms  ✓ IntegerMathUtils
   2795.4 ms  ✓ InverseFunctions
   5391.5 ms  ✓ FillArrays
   3122.2 ms  ✓ Statistics
   5934.5 ms  ✓ OffsetArrays
   3375.8 ms  ✓ IterTools
   3288.2 ms  ✓ SuiteSparse_jll
   3701.5 ms  ✓ Serialization
   2328.3 ms  ✓ DataValueInterfaces
   2705.4 ms  ✓ EnumX
   2703.4 ms  ✓ StableRNGs
   8105.7 ms  ✓ Format
   2386.3 ms  ✓ Reexport
   2897.2 ms  ✓ IntervalSets
   3123.9 ms  ✓ DocStringExtensions
   3496.3 ms  ✓ AbstractTrees
   9734.2 ms  ✓ CEnum
   4796.4 ms  ✓ Requires
   2605.6 ms  ✓ PtrArrays
   2998.3 ms  ✓ RoundingEmulator
   2897.3 ms  ✓ PCRE2_jll
   3175.3 ms  ✓ Mmap
   3114.1 ms  ✓ Extents
   3681.3 ms  ✓ TranscodingStreams
   2992.2 ms  ✓ Inflate
   2483.0 ms  ✓ DataAPI
  10004.1 ms  ✓ Observables
   2701.2 ms  ✓ CRC32c
   2703.8 ms  ✓ StaticArraysCore
  10507.4 ms  ✓ OrderedCollections
   2623.5 ms  ✓ MappedArrays
  11375.3 ms  ✓ Grisu
   2680.1 ms  ✓ Scratch
   7008.8 ms  ✓ AdaptivePredicates
   2416.7 ms  ✓ TableTraits
   4071.5 ms  ✓ Preferences
   3310.0 ms  ✓ Primes
   2608.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   9227.6 ms  ✓ LazyModules
  10202.7 ms  ✓ ConstructionBase
   2585.0 ms  ✓ StackViews
   7395.3 ms  ✓ PkgVersion
  15222.8 ms  ✓ IrrationalConstants
   3497.6 ms  ✓ PaddedViews
  10484.3 ms  ✓ StructUtils
   4823.0 ms  ✓ FillArrays → FillArraysStatisticsExt
  20476.6 ms  ✓ MacroTools
   2279.1 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   9670.2 ms  ✓ NaNMath
   7367.4 ms  ✓ SignedDistanceFields
   3306.0 ms  ✓ IntervalSets → IntervalSetsRandomExt
   3097.0 ms  ✓ Ratios
   2996.1 ms  ✓ Adapt
  10924.4 ms  ✓ Compat
  24725.0 ms  ✓ BaseDirs
   3178.0 ms  ✓ AliasTables
   2609.5 ms  ✓ Showoff
   2606.9 ms  ✓ RelocatableFolders
   2501.5 ms  ✓ PrecompileTools
  13994.7 ms  ✓ InteractiveUtils
   3105.4 ms  ✓ JLLWrappers
   2528.0 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2795.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2323.6 ms  ✓ StructUtils → StructUtilsStaticArraysCoreExt
   2795.5 ms  ✓ MosaicViews
   4002.8 ms  ✓ LogExpFunctions
   2701.0 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   6515.2 ms  ✓ FFTA
   2517.4 ms  ✓ Compat → CompatLinearAlgebraExt
   3992.8 ms  ✓ AxisArrays
   8618.5 ms  ✓ DataStructures
   9200.3 ms  ✓ Missings
  10172.3 ms  ✓ ComputePipeline
  11618.6 ms  ✓ Tables
