Precompiling Pkg...
    955.7 ms  ✓ Logging
    957.0 ms  ✓ Unicode
   1054.1 ms  ✓ UUIDs
   1070.1 ms  ✓ p7zip_jll
   1079.6 ms  ✓ MozillaCACerts_jll
   1145.8 ms  ✓ Zlib_jll
   1150.1 ms  ✓ nghttp2_jll
   1199.1 ms  ✓ NetworkOptions
   1161.3 ms  ✓ MbedTLS_jll
   1211.2 ms  ✓ Base64
    507.6 ms  ✓ Printf
    302.4 ms  ✓ LibSSH2_jll
    407.2 ms  ✓ LibCURL_jll
    410.2 ms  ✓ LibGit2_jll
   1984.8 ms  ✓ ArgTools
    543.8 ms  ✓ LibCURL
    534.3 ms  ✓ Tar
   1897.1 ms  ✓ Dates
   2703.3 ms  ✓ Markdown
   2134.7 ms  ✓ LibGit2
    702.6 ms  ✓ TOML
   2705.4 ms  ✓ Downloads
  37987.4 ms  ✓ Pkg
  23 dependencies successfully precompiled in 43 seconds
Precompiling project...
   2002.2 ms  ✓ PolygonOps
   2190.6 ms  ✓ IndirectArrays
   2189.6 ms  ✓ IteratorInterfaceExtensions
   2185.2 ms  ✓ CEnum
   2280.2 ms  ✓ StatsAPI
   2285.0 ms  ✓ GeoFormatTypes
   2290.9 ms  ✓ RangeArrays
   2293.1 ms  ✓ Contour
   2288.3 ms  ✓ TriplotBase
   2298.5 ms  ✓ LaTeXStrings
   2306.8 ms  ✓ TensorCore
   2805.5 ms  ✓ AbstractFFTs
   3197.3 ms  ✓ Serialization
   1707.4 ms  ✓ TableTraits
   2092.6 ms  ✓ OpenLibm_jll
   4471.4 ms  ✓ FillArrays
   2412.8 ms  ✓ SuiteSparse_jll
   2482.3 ms  ✓ OrderedCollections
   2492.4 ms  ✓ Observables
   2716.0 ms  ✓ Statistics
   2716.7 ms  ✓ IterTools
   4997.7 ms  ✓ OffsetArrays
   2792.4 ms  ✓ Requires
   2297.0 ms  ✓ DataValueInterfaces
   1976.4 ms  ✓ EnumX
   3101.1 ms  ✓ InverseFunctions
   5582.3 ms  ✓ Format
   1813.3 ms  ✓ Reexport
   4089.8 ms  ✓ Grisu
   2598.7 ms  ✓ StableRNGs
   2183.7 ms  ✓ Mmap
   2499.9 ms  ✓ IntervalSets
   2388.0 ms  ✓ RoundingEmulator
   2703.4 ms  ✓ Extents
   2684.6 ms  ✓ Ratios
   2608.1 ms  ✓ TranscodingStreams
   3103.7 ms  ✓ AbstractTrees
   2703.2 ms  ✓ PtrArrays
   2210.9 ms  ✓ LazyModules
   2009.9 ms  ✓ Inflate
   2201.2 ms  ✓ ConstructionBase
