nice: cannot set niceness: Permission denied
Precompiling packages...
   1567.1 ms  ✓ MozillaCACerts_jll
   1572.2 ms  ✓ UUIDs
   1689.4 ms  ✓ OpenSSL_jll
   1670.0 ms  ✓ CompilerSupportLibraries_jll
   1667.5 ms  ✓ Zlib_jll
   1679.9 ms  ✓ nghttp2_jll
   1689.7 ms  ✓ Logging
   1761.8 ms  ✓ Unicode
   1787.4 ms  ✓ NetworkOptions
   1882.7 ms  ✓ Base64
    527.4 ms  ✓ LibSSH2_jll
    621.9 ms  ✓ p7zip_jll
    661.7 ms  ✓ Printf
    482.9 ms  ✓ LibGit2_jll
    493.8 ms  ✓ LibCURL_jll
   3237.0 ms  ✓ ArgTools
    789.6 ms  ✓ LibCURL
    653.9 ms  ✓ Tar
   3015.6 ms  ✓ Dates
   3055.0 ms  ✓ LibGit2
    444.3 ms  ✓ TOML
   3105.1 ms  ✓ Downloads
   9440.7 ms  ✓ StyledStrings
   1724.2 ms  ✓ JuliaSyntaxHighlighting
   3954.8 ms  ✓ Markdown
  47612.9 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2470.4 ms  ✓ RangeArrays
   2468.2 ms  ✓ IteratorInterfaceExtensions
   2474.6 ms  ✓ IndirectArrays
   2483.2 ms  ✓ LaTeXStrings
   2481.2 ms  ✓ PolygonOps
   2577.1 ms  ✓ StatsAPI
   2673.2 ms  ✓ TensorCore
   2856.8 ms  ✓ Contour
   3040.2 ms  ✓ IntegerMathUtils
   3465.7 ms  ✓ AbstractFFTs
   3652.4 ms  ✓ TriplotBase
   4961.9 ms  ✓ FillArrays
   2499.8 ms  ✓ CommonSolve
   2599.5 ms  ✓ OpenLibm_jll
   2903.1 ms  ✓ InverseFunctions
   5668.3 ms  ✓ OffsetArrays
   3096.2 ms  ✓ SuiteSparse_jll
   3359.4 ms  ✓ Statistics
   3513.7 ms  ✓ Serialization
   3585.2 ms  ✓ IterTools
   2236.6 ms  ✓ DataValueInterfaces
   2418.1 ms  ✓ EnumX
   7463.4 ms  ✓ Format
   2394.8 ms  ✓ Reexport
   2711.1 ms  ✓ StableRNGs
   4511.1 ms  ✓ Requires
   2903.5 ms  ✓ RoundingEmulator
   3308.5 ms  ✓ AbstractTrees
   3485.8 ms  ✓ DocStringExtensions
   9271.9 ms  ✓ CEnum
   3364.1 ms  ✓ IntervalSets
   2677.8 ms  ✓ CompositionsBase
   2708.4 ms  ✓ PtrArrays
   3092.0 ms  ✓ Mmap
   2791.1 ms  ✓ PCRE2_jll
   3801.0 ms  ✓ TranscodingStreams
   2625.0 ms  ✓ DataAPI
   2988.6 ms  ✓ Inflate
   2899.8 ms  ✓ Adapt
   2405.7 ms  ✓ CRC32c
   9597.6 ms  ✓ Observables
   2893.4 ms  ✓ StaticArraysCore
   2794.9 ms  ✓ MappedArrays
  10392.7 ms  ✓ OrderedCollections
   2703.7 ms  ✓ Scratch
   2206.2 ms  ✓ TableTraits
   7200.8 ms  ✓ AdaptivePredicates
   3891.9 ms  ✓ Preferences
   3296.9 ms  ✓ Primes
   2710.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2695.4 ms  ✓ StackViews
   9107.0 ms  ✓ LazyModules
   2981.8 ms  ✓ PaddedViews
   9415.4 ms  ✓ ConstructionBase
   7209.6 ms  ✓ PkgVersion
  14518.6 ms  ✓ IrrationalConstants
   2680.6 ms  ✓ Ratios
   3780.2 ms  ✓ FillArrays → FillArraysStatisticsExt
  11296.1 ms  ✓ StructUtils
   6505.2 ms  ✓ SignedDistanceFields
   2416.6 ms  ✓ IntervalSets → IntervalSetsRandomExt
   2709.8 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
  20207.0 ms  ✓ MacroTools
   9781.2 ms  ✓ NaNMath
  23377.6 ms  ✓ BaseDirs
   2633.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2911.9 ms  ✓ AliasTables
  11907.8 ms  ✓ Compat
   2499.5 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
  13704.8 ms  ✓ InteractiveUtils
   2713.2 ms  ✓ RelocatableFolders
   2509.0 ms  ✓ PrecompileTools
   3300.2 ms  ✓ JLLWrappers
   2600.6 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   3093.1 ms  ✓ MosaicViews
   2381.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2780.7 ms  ✓ StructUtils → StructUtilsStaticArraysCoreExt
   2522.5 ms  ✓ Compat → CompatLinearAlgebraExt
   3500.8 ms  ✓ LogExpFunctions
   3998.1 ms  ✓ AxisArrays
   3894.6 ms  ✓ SimpleTraits
   9702.5 ms  ✓ Missings
   8899.1 ms  ✓ DataStructures
   4607.6 ms  ✓ MuladdMacro
  10565.7 ms  ✓ Tables
  10401.8 ms  ✓ ComputePipeline
   3815.2 ms  ✓ CoreMath_jll
   3996.5 ms  ✓ Graphite2_jll
   3980.7 ms  ✓ Libmount_jll
  18106.7 ms  ✓ Distributed
   5198.7 ms  ✓ LLVMOpenMP_jll
  21079.4 ms  ✓ FixedPointNumbers
  20008.3 ms  ✓ FileIO
   4996.5 ms  ✓ Xorg_libpciaccess_jll
   3696.7 ms  ✓ libpng_jll
   4304.8 ms  ✓ Xorg_libXau_jll
   6230.8 ms  ✓ Bzip2_jll
   3894.5 ms  ✓ libfdk_aac_jll
   5781.3 ms  ✓ Rmath_jll
   3324.9 ms  ✓ Giflib_jll
   3603.5 ms  ✓ Imath_jll
   3680.0 ms  ✓ LAME_jll
   3507.5 ms  ✓ LERC_jll
   3510.4 ms  ✓ EarCut_jll
   3609.8 ms  ✓ CRlibm_jll
  25688.8 ms  ✓ SparseArrays
   4095.3 ms  ✓ JpegTurbo_jll
   4101.8 ms  ✓ XZ_jll
   3415.3 ms  ✓ Xorg_libXdmcp_jll
   3705.8 ms  ✓ Ogg_jll
   3668.9 ms  ✓ x265_jll
   3997.2 ms  ✓ x264_jll
   3898.2 ms  ✓ libaom_jll
   3968.6 ms  ✓ Zstd_jll
   3701.7 ms  ✓ Expat_jll
   3496.9 ms  ✓ Opus_jll
   3491.8 ms  ✓ Xorg_xtrans_jll
   3688.8 ms  ✓ Libffi_jll
   3812.9 ms  ✓ Libiconv_jll
   3708.2 ms  ✓ isoband_jll
   3523.3 ms  ✓ OpenSpecFun_jll
   3717.7 ms  ✓ FriBidi_jll
   2111.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   3695.8 ms  ✓ Libuuid_jll
   3723.6 ms  ✓ OpenBLASConsistentFPCSR_jll
   2985.4 ms  ✓ SortingAlgorithms
   2478.6 ms  ✓ StructUtils → StructUtilsTablesExt
   2689.9 ms  ✓ CoreMath
   6101.4 ms  ✓ FilePathsBase
   5600.5 ms  ✓ FFTA
   3604.2 ms  ✓ SharedArrays
   2300.9 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   4812.9 ms  ✓ ProgressMeter
   3918.1 ms  ✓ Pixman_jll
   3559.4 ms  ✓ libdrm_jll
   4070.1 ms  ✓ FreeType2_jll
  11292.1 ms  ✓ QuadGK
   3260.4 ms  ✓ CRlibm
  12319.9 ms  ✓ ChainRulesCore
   4199.0 ms  ✓ Rmath
   9987.0 ms  ✓ StructArrays
   3417.1 ms  ✓ WoodburyMatrices
   5099.0 ms  ✓ OpenEXR_jll
   3738.5 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3282.3 ms  ✓ Adapt → AdaptSparseArraysExt
   3417.5 ms  ✓ SuiteSparse
   4703.1 ms  ✓ Statistics → SparseArraysExt
  17084.4 ms  ✓ Accessors
   4812.8 ms  ✓ libvorbis_jll
   5513.1 ms  ✓ libsixel_jll
   2910.1 ms  ✓ Isoband
   5382.3 ms  ✓ Libtiff_jll
  14406.3 ms  ✓ ColorTypes
  37583.9 ms  ✓ Parsers
   6586.6 ms  ✓ CodecZstd
   3712.2 ms  ✓ FilePathsBase → FilePathsBaseMmapExt
   5902.5 ms  ✓ GettextRuntime_jll
   4107.1 ms  ✓ FilePaths
   2468.9 ms  ✓ StructArrays → StructArraysAdaptExt
   3114.8 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   5487.1 ms  ✓ FreeType
  11069.8 ms  ✓ Xorg_libxcb_jll
   6003.3 ms  ✓ Fontconfig_jll
   5182.7 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
  46280.8 ms  ✓ StaticArrays
   5000.1 ms  ✓ AxisAlgorithms
