Precompiling Pkg...
    975.5 ms  ✓ UUIDs
    973.5 ms  ✓ MozillaCACerts_jll
   1056.2 ms  ✓ Unicode
   1069.0 ms  ✓ Logging
   1067.5 ms  ✓ Zlib_jll
   1082.0 ms  ✓ p7zip_jll
   1155.6 ms  ✓ nghttp2_jll
   1153.6 ms  ✓ MbedTLS_jll
   1207.9 ms  ✓ NetworkOptions
   1221.5 ms  ✓ Base64
    315.2 ms  ✓ LibSSH2_jll
    455.6 ms  ✓ Printf
    402.3 ms  ✓ LibGit2_jll
    401.3 ms  ✓ LibCURL_jll
   2023.3 ms  ✓ ArgTools
    581.5 ms  ✓ LibCURL
    559.5 ms  ✓ Tar
   2369.4 ms  ✓ Dates
   2815.0 ms  ✓ Markdown
   2347.2 ms  ✓ LibGit2
    416.2 ms  ✓ TOML
   2900.6 ms  ✓ Downloads
  38188.0 ms  ✓ Pkg
  23 dependencies successfully precompiled in 44 seconds
Precompiling project...
   1954.0 ms  ✓ IndirectArrays
   1975.8 ms  ✓ RangeArrays
   2053.8 ms  ✓ IteratorInterfaceExtensions
   2065.8 ms  ✓ PolygonOps
   2073.1 ms  ✓ LaTeXStrings
   2072.3 ms  ✓ StatsAPI
   2138.7 ms  ✓ CEnum
   2160.4 ms  ✓ Contour
   2244.6 ms  ✓ GeoFormatTypes
   2245.7 ms  ✓ TensorCore
   2435.2 ms  ✓ TriplotBase
   3153.7 ms  ✓ AbstractFFTs
   3352.9 ms  ✓ Serialization
   2116.8 ms  ✓ OpenLibm_jll
   2593.8 ms  ✓ InverseFunctions
   4657.2 ms  ✓ FillArrays
   2700.3 ms  ✓ CompilerSupportLibraries_jll
   2717.5 ms  ✓ Statistics
   2782.4 ms  ✓ SuiteSparse_jll
   2801.9 ms  ✓ IterTools
   1809.9 ms  ✓ DataValueInterfaces
   2715.3 ms  ✓ Observables
   3098.6 ms  ✓ OrderedCollections
   1999.0 ms  ✓ EnumX
   3001.2 ms  ✓ Requires
   5556.5 ms  ✓ OffsetArrays
   5656.9 ms  ✓ Format
   1998.1 ms  ✓ Reexport
   2301.0 ms  ✓ StableRNGs
   4705.0 ms  ✓ Grisu
   1901.9 ms  ✓ PtrArrays
   2391.9 ms  ✓ Mmap
   2489.8 ms  ✓ RoundingEmulator
   2588.2 ms  ✓ IntervalSets
   2781.4 ms  ✓ AbstractTrees
   2791.3 ms  ✓ DocStringExtensions
   2110.7 ms  ✓ PCRE2_jll
   2511.9 ms  ✓ Extents
   3002.1 ms  ✓ TranscodingStreams
   2200.2 ms  ✓ LazyModules
   1894.8 ms  ✓ CRC32c
   2390.6 ms  ✓ Inflate
   1990.0 ms  ✓ DataAPI
   2390.8 ms  ✓ ConstructionBase
   2208.6 ms  ✓ MappedArrays
   2895.4 ms  ✓ StaticArraysCore
   2788.8 ms  ✓ Scratch
   5597.6 ms  ✓ IrrationalConstants
   1892.0 ms  ✓ TableTraits
   2688.9 ms  ✓ Compat
   3891.1 ms  ✓ Preferences
   2823.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   7177.4 ms  ✓ AdaptivePredicates
   2017.4 ms  ✓ Ratios
   2822.2 ms  ✓ FillArrays → FillArraysStatisticsExt
   2372.4 ms  ✓ Adapt
  11610.7 ms  ✓ MacroTools
   4978.8 ms  ✓ LazyArtifacts
   4987.2 ms  ✓ GeoInterface
   6805.9 ms  ✓ InteractiveUtils
   2494.6 ms  ✓ StackViews
   2195.2 ms  ✓ Showoff
   2520.1 ms  ✓ PaddedViews
   2399.0 ms  ✓ AliasTables
   2017.8 ms  ✓ IntervalSets → IntervalSetsRandomExt
   2099.4 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   6618.4 ms  ✓ PkgVersion
   2305.8 ms  ✓ Missings
   2201.3 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2422.7 ms  ✓ NaNMath
   2283.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2284.0 ms  ✓ RelocatableFolders
   2116.7 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   2478.2 ms  ✓ PrecompileTools
   2511.2 ms  ✓ JLLWrappers
   2799.4 ms  ✓ Compat → CompatLinearAlgebraExt
   3188.3 ms  ✓ LogExpFunctions
   9406.2 ms  ✓ Distributed
   4094.0 ms  ✓ Tables
   3821.0 ms  ✓ MosaicViews
   2806.3 ms  ✓ Graphite2_jll
   3102.3 ms  ✓ OpenSSL_jll
   2898.2 ms  ✓ Libmount_jll
   4012.3 ms  ✓ AxisArrays
   5173.3 ms  ✓ SimpleTraits
  11607.0 ms  ✓ FixedPointNumbers
   3503.6 ms  ✓ LLVMOpenMP_jll
   2795.1 ms  ✓ Bzip2_jll
   2802.4 ms  ✓ Rmath_jll
   2790.3 ms  ✓ libpng_jll
   2793.8 ms  ✓ Xorg_libXau_jll
   2806.4 ms  ✓ libfdk_aac_jll
   2719.7 ms  ✓ Imath_jll
   2901.1 ms  ✓ Giflib_jll
   2897.7 ms  ✓ LAME_jll
   2609.5 ms  ✓ CRlibm_jll
   2706.7 ms  ✓ EarCut_jll
   3083.1 ms  ✓ LERC_jll
   3202.8 ms  ✓ XZ_jll
   3386.5 ms  ✓ JpegTurbo_jll
   6011.5 ms  ✓ IntelOpenMP_jll
  18312.2 ms  ✓ SparseArrays
   3576.4 ms  ✓ Ogg_jll
