nice: cannot set niceness: Permission denied
Precompiling packages...
   1510.8 ms  ✓ MozillaCACerts_jll
   1512.9 ms  ✓ Zlib_jll
   1634.8 ms  ✓ nghttp2_jll
   1705.4 ms  ✓ UUIDs
   1709.2 ms  ✓ Logging
   1740.6 ms  ✓ OpenSSL_jll
   1732.2 ms  ✓ NetworkOptions
   1778.3 ms  ✓ Unicode
   1805.3 ms  ✓ CompilerSupportLibraries_jll
   1898.9 ms  ✓ Base64
    481.2 ms  ✓ LibSSH2_jll
    561.9 ms  ✓ p7zip_jll
    682.6 ms  ✓ Printf
    489.6 ms  ✓ LibCURL_jll
    491.1 ms  ✓ LibGit2_jll
   3172.8 ms  ✓ ArgTools
    766.3 ms  ✓ LibCURL
    646.7 ms  ✓ Tar
   2908.5 ms  ✓ Dates
   3027.2 ms  ✓ LibGit2
    438.9 ms  ✓ TOML
   2968.5 ms  ✓ Downloads
   9112.1 ms  ✓ StyledStrings
   1653.2 ms  ✓ JuliaSyntaxHighlighting
   3725.1 ms  ✓ Markdown
  46278.3 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2485.7 ms  ✓ PolygonOps
   2573.8 ms  ✓ LaTeXStrings
   2581.9 ms  ✓ IteratorInterfaceExtensions
   2585.9 ms  ✓ StatsAPI
   2597.5 ms  ✓ IndirectArrays
   2982.4 ms  ✓ Contour
   2990.8 ms  ✓ RangeArrays
   3071.7 ms  ✓ TensorCore
   3373.2 ms  ✓ TriplotBase
   3482.1 ms  ✓ AbstractFFTs
   3857.1 ms  ✓ Serialization
   2602.9 ms  ✓ OpenLibm_jll
   5369.6 ms  ✓ FillArrays
   2874.6 ms  ✓ InverseFunctions
   2982.9 ms  ✓ SuiteSparse_jll
   3101.8 ms  ✓ Statistics
   5780.8 ms  ✓ OffsetArrays
   2419.1 ms  ✓ DataValueInterfaces
   3790.0 ms  ✓ IterTools
   2788.2 ms  ✓ EnumX
   7873.1 ms  ✓ Format
   2792.4 ms  ✓ StableRNGs
   4908.0 ms  ✓ Requires
   3137.8 ms  ✓ Reexport
   3314.3 ms  ✓ AbstractTrees
   3508.6 ms  ✓ DocStringExtensions
   9186.8 ms  ✓ CEnum
   2918.8 ms  ✓ RoundingEmulator
   3298.8 ms  ✓ IntervalSets
   2810.1 ms  ✓ Mmap
   2607.2 ms  ✓ PtrArrays
   2987.2 ms  ✓ Extents
   2497.7 ms  ✓ PCRE2_jll
   3414.1 ms  ✓ TranscodingStreams
   2989.0 ms  ✓ Inflate
   2599.6 ms  ✓ DataAPI
   9501.5 ms  ✓ Observables
   2391.2 ms  ✓ CRC32c
   2909.0 ms  ✓ MappedArrays
   2996.9 ms  ✓ StaticArraysCore
  11006.3 ms  ✓ OrderedCollections
   2513.1 ms  ✓ Scratch
  11883.1 ms  ✓ Grisu
   2301.2 ms  ✓ TableTraits
   7479.9 ms  ✓ AdaptivePredicates
   3905.5 ms  ✓ Preferences
   8895.0 ms  ✓ LazyModules
   2503.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   9680.2 ms  ✓ ConstructionBase
   5609.5 ms  ✓ LazyArtifacts
  14206.2 ms  ✓ IrrationalConstants
   7601.2 ms  ✓ PkgVersion
  10886.9 ms  ✓ StructUtils
   3018.2 ms  ✓ StackViews
  19706.7 ms  ✓ MacroTools
   4088.3 ms  ✓ FillArrays → FillArraysStatisticsExt
   3089.1 ms  ✓ Ratios
  10305.7 ms  ✓ Compat
   7087.2 ms  ✓ SignedDistanceFields
  23888.0 ms  ✓ BaseDirs
   4587.7 ms  ✓ PaddedViews
   3396.0 ms  ✓ Adapt
   9910.6 ms  ✓ NaNMath
   2586.1 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   3294.2 ms  ✓ IntervalSets → IntervalSetsRandomExt
   2910.3 ms  ✓ AliasTables
  14187.2 ms  ✓ InteractiveUtils
   2503.5 ms  ✓ Showoff
   2770.8 ms  ✓ RelocatableFolders
   2491.7 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   3095.8 ms  ✓ JLLWrappers
   2993.1 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2404.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2591.6 ms  ✓ Compat → CompatLinearAlgebraExt
   3024.3 ms  ✓ MosaicViews
   2615.0 ms  ✓ PrecompileTools
   3612.6 ms  ✓ LogExpFunctions
  16090.0 ms  ✓ Distributed
   4303.8 ms  ✓ AxisArrays
   9111.9 ms  ✓ Missings
   4392.3 ms  ✓ SimpleTraits
   9410.5 ms  ✓ DataStructures
   3998.4 ms  ✓ Graphite2_jll
   3706.2 ms  ✓ Libmount_jll
   3798.7 ms  ✓ Bzip2_jll
