nice: cannot set niceness: Permission denied
Precompiling packages...
   1498.6 ms  ✓ MozillaCACerts_jll
   1584.7 ms  ✓ UUIDs
   1609.6 ms  ✓ Logging
   1679.7 ms  ✓ nghttp2_jll
   1687.0 ms  ✓ Zlib_jll
   1737.6 ms  ✓ OpenSSL_jll
   1730.0 ms  ✓ NetworkOptions
   1721.7 ms  ✓ Unicode
   1788.3 ms  ✓ CompilerSupportLibraries_jll
   1830.1 ms  ✓ Base64
    505.8 ms  ✓ LibSSH2_jll
    599.4 ms  ✓ p7zip_jll
    689.5 ms  ✓ Printf
    497.6 ms  ✓ LibGit2_jll
    495.5 ms  ✓ LibCURL_jll
   3318.6 ms  ✓ ArgTools
    774.7 ms  ✓ LibCURL
    644.4 ms  ✓ Tar
   2930.0 ms  ✓ Dates
   3040.5 ms  ✓ LibGit2
    460.7 ms  ✓ TOML
   3097.4 ms  ✓ Downloads
   9318.9 ms  ✓ StyledStrings
   1662.9 ms  ✓ JuliaSyntaxHighlighting
   3891.7 ms  ✓ Markdown
  47424.1 ms  ✓ Pkg
  26 dependencies successfully precompiled in 62 seconds
Precompiling packages...
   2322.0 ms  ✓ RangeArrays
   2421.2 ms  ✓ IteratorInterfaceExtensions
   2502.2 ms  ✓ PolygonOps
   2510.7 ms  ✓ IndirectArrays
   2597.9 ms  ✓ LaTeXStrings
   2604.3 ms  ✓ StatsAPI
   2904.8 ms  ✓ TensorCore
   3171.8 ms  ✓ Contour
   3419.8 ms  ✓ AbstractFFTs
   3408.9 ms  ✓ TriplotBase
   4107.8 ms  ✓ Gamma
   5078.9 ms  ✓ FillArrays
   2792.8 ms  ✓ IntegerMathUtils
   2602.6 ms  ✓ CommonSolve
   2906.9 ms  ✓ InverseFunctions
   3000.0 ms  ✓ OpenLibm_jll
   5707.3 ms  ✓ OffsetArrays
   3305.7 ms  ✓ Statistics
   2928.6 ms  ✓ SuiteSparse_jll
   3775.5 ms  ✓ Serialization
   3500.2 ms  ✓ IterTools
   2584.6 ms  ✓ DataValueInterfaces
   7699.3 ms  ✓ Format
   2687.1 ms  ✓ EnumX
   2403.7 ms  ✓ Reexport
   2604.4 ms  ✓ StableRNGs
   3475.0 ms  ✓ DocStringExtensions
   3009.0 ms  ✓ IntervalSets
   3304.5 ms  ✓ AbstractTrees
   9503.6 ms  ✓ CEnum
   3213.2 ms  ✓ RoundingEmulator
   5295.2 ms  ✓ Requires
   2522.5 ms  ✓ PtrArrays
   2686.8 ms  ✓ PCRE2_jll
   3096.6 ms  ✓ CompositionsBase
   3218.5 ms  ✓ Mmap
   2503.5 ms  ✓ IntervalSets → IntervalSetsRandomExt
   3874.6 ms  ✓ TranscodingStreams
   2693.7 ms  ✓ Adapt
   2400.3 ms  ✓ CRC32c
   2507.9 ms  ✓ DataAPI
   2912.9 ms  ✓ StaticArraysCore
  10180.1 ms  ✓ OrderedCollections
   2800.7 ms  ✓ MappedArrays
   9797.0 ms  ✓ Observables
   2711.6 ms  ✓ Scratch
   2311.0 ms  ✓ TableTraits
   3600.3 ms  ✓ Preferences
   7508.7 ms  ✓ AdaptivePredicates
   2294.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   3705.6 ms  ✓ Primes
   9594.8 ms  ✓ LazyModules
   9786.1 ms  ✓ ConstructionBase
   2898.1 ms  ✓ StackViews
   2801.6 ms  ✓ PaddedViews
   6187.4 ms  ✓ HypergeometricFunctions
